x1, x2, x3, a, x11, x12, x13, r, d
-0.8685908,-0.4955301,-5.082343,-0.19086611,-0.9703035,-0.24189077,-5.4826202,0,0
-0.9703035,-0.24189077,-5.4826202,0.813937,-0.99946266,0.03277751,-5.541948,0,0
-0.99946266,0.03277751,-5.541948,-0.76708716,-0.9509806,0.30925047,-5.6324277,0,0
-0.9509806,0.30925047,-5.6324277,-0.516776,-0.8318825,0.55495185,-5.4780064,0,0
-0.8318825,0.55495185,-5.4780064,0.45294502,-0.6689525,0.74330515,-4.9938507,0,0
-0.6689525,0.74330515,-4.9938507,-0.5171931,-0.48564523,0.874156,-4.513951,0,0
-0.48564523,0.874156,-4.513951,0.91539156,-0.31556296,0.94890463,-3.7210252,0,0
-0.31556296,0.94890463,-3.7210252,-0.4008179,-0.1667932,0.9859919,-3.0694695,0,0
-0.1667932,0.9859919,-3.0694695,-0.63712853,-0.04628263,0.99892837,-2.4255447,0,0
-0.04628263,0.99892837,-2.4255447,0.633385,0.032762002,0.9994632,-1.5813407,0,0
0.032762002,0.9994632,-1.5813407,-0.17903274,0.0756255,0.9971363,-0.85859823,0,0
0.0756255,0.9971363,-0.85859823,1.2747347,0.071613215,0.9974325,0.08046419,0,0
0.071613215,0.9974325,0.08046419,-1.938691,0.044772852,0.9989972,0.5377349,0,0
0.044772852,0.9989972,0.5377349,-1.1627148,-0.010840743,0.99994123,1.1125755,0,0
-0.010840743,0.99994123,1.1125755,0.22515799,-0.10545975,0.99442357,1.8963052,0,0
-0.10545975,0.99442357,1.8963052,1.780846,-0.24848773,0.968635,2.9092498,0,0
-0.24848773,0.968635,2.9092498,0.5920376,-0.42353612,0.9058792,3.7245317,0,0
-0.42353612,0.9058792,3.7245317,1.7563068,-0.621546,0.7833777,4.667387,0,0
-0.621546,0.7833777,4.667387,0.07179829,-0.8040044,0.5946234,5.2656903,0,0
-0.8040044,0.5946234,5.2656903,-0.16980298,-0.93851674,0.34523374,5.6861873,0,0
-0.93851674,0.34523374,5.6861873,-0.23080172,-0.99837804,0.056932397,5.9104924,0,0
-0.99837804,0.056932397,5.9104924,1.5834645,-0.9682728,-0.24989553,6.190711,0,0
-0.9682728,-0.24989553,6.190711,1.750017,-0.84412676,-0.5361436,6.2657924,0,0
-0.84412676,-0.5361436,6.2657924,0.6011513,-0.6497393,-0.76015705,5.953857,0,0
-0.6497393,-0.76015705,5.953857,0.19723848,-0.42283842,-0.9062051,5.4133253,0,0
-0.42283842,-0.9062051,5.4133253,0.98138493,-0.19134402,-0.98152304,4.880879,0,0
-0.19134402,-0.98152304,4.880879,1.6942248,0.0274088,-0.9996243,4.3988705,0,0
0.0274088,-0.9996243,4.3988705,-0.15586624,0.20718911,-0.9783009,3.6257722,0,0
0.20718911,-0.9783009,3.6257722,-0.20450798,0.34455937,-0.9387645,2.8613703,0,0
0.34455937,-0.9387645,2.8613703,1.0373336,0.45057938,-0.8927364,2.312897,0,0
0.45057938,-0.8927364,2.312897,1.389636,0.5311894,-0.84725314,1.8517902,0,0
0.5311894,-0.84725314,1.8517902,-0.29549575,0.57989925,-0.8146882,1.172026,0,0
0.57989925,-0.8146882,1.172026,-0.6737505,0.5984799,-0.8011378,0.45994726,0,0
0.5984799,-0.8011378,0.45994726,0.102149285,0.5934377,-0.8048799,-0.12558368,0,0
0.5934377,-0.8048799,-0.12558368,-0.14980216,0.5627737,-0.826611,-0.75171393,0,0
0.5627737,-0.826611,-0.75171393,1.6233735,0.5152756,-0.85702455,-1.1281662,0,0
0.5152756,-0.85702455,-1.1281662,0.23720165,0.43906838,-0.89845365,-1.7353543,0,0
0.43906838,-0.89845365,-1.7353543,1.7288151,0.34014198,-0.9403741,-2.1498723,0,0
0.34014198,-0.9403741,-2.1498723,-0.24613322,0.20108384,-0.979574,-2.892073,0,0
0.20108384,-0.979574,-2.892073,0.0895333,0.021796333,-0.9997624,-3.6133235,0,0
0.021796333,-0.9997624,-3.6133235,-0.6177565,-0.19964182,-0.97986895,-4.4558086,0,0
-0.19964182,-0.97986895,-4.4558086,1.4608426,-0.43457973,-0.9006334,-4.971584,0,0
-0.43457973,-0.9006334,-4.971584,-0.16284879,-0.66921055,-0.7430728,-5.6714864,0,0
-0.66921055,-0.7430728,-5.6714864,1.9639776,-0.85722464,-0.51494265,-5.934194,0,0
-0.85722464,-0.51494265,-5.934194,0.18171097,-0.974507,-0.2243573,-6.2931447,0,0
-0.974507,-0.2243573,-6.2931447,1.0257127,-0.9960337,0.08897648,-6.3075557,0,0
-0.9960337,0.08897648,-6.3075557,0.4624476,-0.92196697,0.38726854,-6.1714563,0,0
-0.92196697,0.38726854,-6.1714563,1.5884689,-0.7776961,0.6286405,-5.6427345,0,0
-0.7776961,0.6286405,-5.6427345,-1.8473862,-0.5798743,0.81470597,-5.448362,0,0
-0.5798743,0.81470597,-5.448362,-0.3542321,-0.36538932,0.9308548,-4.890467,0,0
-0.36538932,0.9308548,-4.890467,-0.21061887,-0.16213615,0.9867684,-4.223919,0,0
-0.16213615,0.9867684,-4.223919,-1.348356,0.021448104,0.99977,-3.6860962,0,0
0.021448104,0.99977,-3.6860962,0.9646312,0.16033344,0.98706293,-2.791574,0,0
0.16033344,0.98706293,-2.791574,0.5512815,0.25655642,0.96652925,-1.9685847,0,0
0.25655642,0.96652925,-1.9685847,1.1634954,0.3078342,0.95144004,-1.0691634,0,0
0.3078342,0.95144004,-1.0691634,1.7452044,0.3122932,0.94998574,-0.09380274,0,0
0.3122932,0.94998574,-0.09380274,1.5143877,0.2718489,0.96233994,0.84584475,0,0
0.2718489,0.96233994,0.84584475,-0.39809063,0.19859038,0.9800826,1.5078862,0,0
0.19859038,0.9800826,1.5078862,1.1142191,0.07933196,0.9968482,2.410081,0,0
0.07933196,0.9968482,2.410081,-1.58803,-0.06651109,0.9977857,2.9195125,0,0
-0.06651109,0.9977857,2.9195125,-1.857006,-0.23383996,0.9722751,3.389301,0,0
-0.23383996,0.9722751,3.389301,1.0933369,-0.43510118,0.90038157,4.282508,0,0
-0.43510118,0.90038157,4.282508,-0.0042774365,-0.64269304,0.7661238,4.9571524,0,0
-0.64269304,0.7661238,4.9571524,-1.0160398,-0.82317203,0.567792,5.379339,0,0
-0.82317203,0.567792,5.379339,1.3875065,-0.95439917,0.2985334,6.013309,0,0
-0.95439917,0.2985334,6.013309,0.060959857,-0.99995804,-0.009161916,6.246353,0,0
-0.99995804,-0.009161916,6.246353,-1.2366714,-0.95176417,-0.3068305,6.0539813,0,0
-0.95176417,-0.3068305,6.0539813,-0.3497324,-0.8250922,-0.56499815,5.7713985,0,0
-0.8250922,-0.56499815,5.7713985,0.70108455,-0.6424758,-0.766306,5.4528127,0,0
-0.6424758,-0.766306,5.4528127,1.5808815,-0.4277155,-0.9039134,5.1152153,0,0
-0.4277155,-0.9039134,5.1152153,0.60809547,-0.21387419,-0.97686124,4.5284944,0,0
-0.21387419,-0.97686124,4.5284944,1.0888463,-0.017579528,-0.99984545,3.9591756,0,0
-0.017579528,-0.99984545,3.9591756,0.5057823,0.14615212,-0.9892621,3.2851586,0,0
0.14615212,-0.9892621,3.2851586,0.065687984,0.27090278,-0.9626067,2.5530653,0,0
0.27090278,-0.9626067,2.5530653,-0.23054044,0.35616192,-0.9344243,1.7965292,0,0
0.35616192,-0.9344243,1.7965292,-1.8151869,0.39432102,-0.9189728,0.823433,0,0
0.39432102,-0.9189728,0.823433,0.52860343,0.4041081,-0.91471124,0.21349394,0,0
0.4041081,-0.91471124,0.21349394,-1.3118696,0.37327585,-0.9277204,-0.6693199,0,0
0.37327585,-0.9277204,-0.6693199,1.2651892,0.31814387,-0.94804245,-1.1753318,0,0
0.31814387,-0.94804245,-1.1753318,1.8773334,0.24113268,-0.9704922,-1.6047636,0,0
0.24113268,-0.9704922,-1.6047636,1.4500004,0.1373407,-0.9905239,-2.1151328,0,0
0.1373407,-0.9905239,-2.1151328,-1.1278726,-0.013583741,-0.99990773,-3.0272064,0,0
-0.013583741,-0.99990773,-3.0272064,-1.1427184,-0.209449,-0.97781956,-3.948545,0,0
-0.209449,-0.97781956,-3.948545,-1.868281,-0.4431585,-0.89644325,-4.962152,0,0
-0.4431585,-0.89644325,-4.962152,1.6928356,-0.66548765,-0.7464089,-5.380559,0,0
-0.66548765,-0.7464089,-5.380559,-0.2553051,-0.8557921,-0.5173199,-5.9786615,0,0
-0.8557921,-0.5173199,-5.9786615,1.9626518,-0.97131336,-0.23780327,-6.0722537,0,0
-0.97131336,-0.23780327,-6.0722537,-1.598962,-0.99643886,0.084318675,-6.4904504,0,0
-0.99643886,0.084318675,-6.4904504,0.7045407,-0.920868,0.3898746,-6.3215303,0,0
-0.920868,0.3898746,-6.3215303,1.2140349,-0.76943105,0.6387299,-5.847019,0,0
-0.76943105,0.6387299,-5.847019,1.8200674,-0.58363813,0.81201386,-5.0949616,0,0
-0.58363813,0.81201386,-5.0949616,-1.5704037,-0.37752894,0.9259978,-4.721512,0,0
-0.37752894,0.9259978,-4.721512,-0.5166269,-0.18089946,0.9835016,-4.1045074,0,0
-0.18089946,0.9835016,-4.1045074,-0.66258574,-0.008587366,0.9999631,-3.466269,0,0
-0.008587366,0.9999631,-3.466269,-1.691865,0.13946028,0.99022764,-2.9700766,0,0
0.13946028,0.99022764,-2.9700766,-0.26384285,0.25056657,0.96809936,-2.266982,0,0
0.25056657,0.96809936,-2.266982,-1.8818915,0.3376555,0.94126976,-1.8231913,0,0
0.3376555,0.94126976,-1.8231913,0.72370327,0.3846782,0.92305076,-1.0086836,0,0
0.3846782,0.92305076,-1.0086836,1.8852171,0.386229,0.9224029,-0.03361291,0,0
0.386229,0.9224029,-0.03361291,-0.7977871,0.36125532,0.9324669,0.53852123,0,0
0.36125532,0.9324669,0.53852123,1.9576198,0.2888621,0.9573707,1.5315144,0,0
0.2888621,0.9573707,1.5315144,-0.65192515,0.18438922,0.9828533,2.1517537,0,0
0.18438922,0.9828533,2.1517537,-1.7174284,0.05386034,0.9985485,2.6312795,0,0
0.05386034,0.9985485,2.6312795,0.5992909,-0.11933275,0.9928543,3.4700844,0,0
-0.11933275,0.9928543,3.4700844,0.658895,-0.32904848,0.94431305,4.3135595,0,0
-0.32904848,0.94431305,4.3135595,0.89682394,-0.5589439,0.82920545,5.1563177,0,0
-0.5589439,0.82920545,5.1563177,1.2231647,-0.7778243,0.6284818,5.9616966,0,0
-0.7778243,0.6284818,5.9616966,-1.3737903,-0.9329586,0.35998365,6.2269893,0,0
-0.9329586,0.35998365,6.2269893,0.35223326,-0.9991694,0.04074849,6.549812,0,0
-0.9991694,0.04074849,6.549812,-1.2197378,-0.9613008,-0.27550104,6.397413,0,0
-0.9613008,-0.27550104,6.397413,0.31415886,-0.8303803,-0.55719703,6.2379107,0,0
-0.8303803,-0.55719703,6.2379107,-1.5381259,-0.6444664,-0.76463264,5.589294,0,0
-0.6444664,-0.76463264,5.589294,0.5841483,-0.43059608,-0.90254474,5.1034417,0,0
-0.43059608,-0.90254474,5.1034417,1.9865694,-0.20741053,-0.978254,4.724519,0,0
-0.20741053,-0.978254,4.724519,1.7868555,0.004015647,-0.99999195,4.258857,0,1
-0.99678475,0.08012561,-0.09454911,-1.8934635,-0.99538255,0.095987305,-0.31847444,1,0
-0.99538255,0.095987305,-0.31847444,1.6045442,-0.99535465,0.096276075,-0.005802328,0,0
-0.99535465,0.096276075,-0.005802328,1.7665987,-0.99681324,0.07977086,0.33139452,0,0
-0.99681324,0.07977086,0.33139452,-1.1113431,-0.9976459,0.068575785,0.2245212,0,0
-0.9976459,0.068575785,0.2245212,-0.34912202,-0.9983502,0.05741881,0.22358474,0,0
-0.9983502,0.05741881,0.22358474,-1.4284217,-0.9984971,0.05480366,0.052385587,0,0
-0.9984971,0.05480366,0.052385587,1.0328252,-0.9991008,0.04239781,0.24841212,0,0
-0.9991008,0.04239781,0.24841212,-0.23137048,-0.999546,0.030130716,0.2455049,0,0
-0.999546,0.030130716,0.2455049,-1.9854325,-0.9995001,0.031615604,-0.029711936,0,0
-0.9995001,0.031615604,-0.029711936,-1.2397012,-0.99915063,0.041206975,-0.1919554,0,0
-0.99915063,0.041206975,-0.1919554,-1.710717,-0.9980723,0.062061623,-0.41765773,0,0
-0.9980723,0.062061623,-0.41765773,-0.96598494,-0.9961391,0.087788835,-0.5160093,0,0
-0.9961391,0.087788835,-0.5160093,-1.5395639,-0.9925724,0.121655,-0.6811022,0,0
-0.9925724,0.121655,-0.6811022,1.8466349,-0.990548,0.13716657,-0.3128657,0,0
-0.990548,0.13716657,-0.3128657,-0.6915084,-0.98827463,0.15268666,-0.31371704,0,0
-0.98827463,0.15268666,-0.31371704,-0.5068024,-0.98608,0.16627154,-0.27522242,0,0
-0.98608,0.16627154,-0.27522242,1.6362993,-0.98685807,0.16158944,0.094926134,0,0
-0.98685807,0.16158944,0.094926134,-0.41894314,-0.98806745,0.15402165,0.15327676,0,0
-0.98806745,0.15402165,0.15327676,1.9805226,-0.99202925,0.12600778,0.56587136,0,0
-0.99202925,0.12600778,0.56587136,-0.16628966,-0.9955314,0.09443105,0.6354338,0,0
-0.9955314,0.09443105,0.6354338,-1.2385881,-0.99765146,0.06849484,0.52046883,0,0
-0.99765146,0.06849484,0.52046883,1.138616,-0.99950653,0.03141173,0.7426324,0,0
-0.99950653,0.03141173,0.7426324,-0.91954845,-1.0,3.9518245e-06,0.6282589,0,0
-1.0,3.9518245e-06,0.6282589,-1.886489,-0.99985105,-0.017259616,0.34528852,0,0
-0.99985105,-0.017259616,0.34528852,-0.3555845,-0.999513,-0.031205714,0.27900612,0,0
-0.999513,-0.031205714,0.27900612,-0.38802126,-0.9991563,-0.041069157,0.19739865,0,0
-0.9991563,-0.041069157,0.19739865,-0.9091772,-0.9990931,-0.042578846,0.030220207,0,0
-0.9990931,-0.042578846,0.030220207,-1.8611926,-0.99959254,-0.028543206,-0.28089282,0,0
-0.99959254,-0.028543206,-0.28089282,0.65214527,-0.99983215,-0.018322136,-0.20447843,0,0
-0.99983215,-0.018322136,-0.20447843,1.1435965,-0.99987215,-0.015988452,-0.046680555,0,0
-0.99987215,-0.015988452,-0.046680555,-1.6823407,-0.9999999,-0.00043798302,-0.311023,0,0
-0.9999999,-0.00043798302,-0.311023,1.7760247,-0.9999984,0.0018094053,-0.044947784,0,0
-0.9999984,0.0018094053,-0.044947784,0.093179196,-0.9999946,0.003290093,-0.029613853,0,0
-0.9999946,0.003290093,-0.029613853,-0.8863387,-0.9999362,0.011294713,-0.16009709,0,0
-0.9999362,0.011294713,-0.16009709,1.7702984,-0.9999843,0.005598989,0.1139187,0,0
-0.9999843,0.005598989,0.1139187,0.049963966,-0.99999976,-0.00068160845,0.12561254,0,0
-0.99999976,-0.00068160845,0.12561254,-1.1675037,-0.99999833,0.0018196019,-0.050024226,0,0
-0.99999833,0.0018196019,-0.050024226,1.9814731,-0.99994373,-0.01060827,0.24856144,0,0
-0.99994373,-0.01060827,0.24856144,-0.3628108,-0.99980164,-0.019916333,0.18618362,0,0
-0.99980164,-0.019916333,0.18618362,-1.7530218,-0.99988246,-0.015331704,-0.09170691,0,0
-0.99988246,-0.015331704,-0.09170691,1.548035,-0.9997628,-0.02178056,0.12899956,0,0
-0.9997628,-0.02178056,0.12899956,-1.5335866,-0.9998734,-0.015912918,-0.11737385,0,0
-0.9998734,-0.015912918,-0.11737385,1.9196897,-0.9997157,-0.023843577,0.15864491,0,0
-0.9997157,-0.023843577,0.15864491,0.71117735,-0.9993442,-0.03620986,0.24743883,0,0
-0.9993442,-0.03620986,0.24743883,0.9949618,-0.99850464,-0.0546668,0.3695257,0,0
-0.99850464,-0.0546668,0.3695257,-0.31421685,-0.99763674,-0.06870954,0.28139308,0,0
-0.99763674,-0.06870954,0.28139308,0.29273918,-0.9966027,-0.08235892,0.2737718,0,0
-0.9966027,-0.08235892,0.2737718,0.42381057,-0.99537337,-0.09608256,0.2755742,0,0
-0.99537337,-0.09608256,0.2755742,-1.7306502,-0.9956389,-0.0932909,-0.056085248,0,0
-0.9956389,-0.0932909,-0.056085248,-0.057858016,-0.9962448,-0.08658161,-0.13473213,0,0
-0.9962448,-0.08658161,-0.13473213,-0.28877696,-0.99722314,-0.0744719,-0.24298488,0,0
-0.99722314,-0.0744719,-0.24298488,-1.5455014,-0.99884784,-0.047989268,-0.530664,0,0
-0.99884784,-0.047989268,-0.530664,1.9242812,-0.99941844,-0.034100406,-0.27801377,0,0
-0.99941844,-0.034100406,-0.27801377,0.8988403,-0.99967057,-0.025666047,-0.16876303,0,0
-0.99967057,-0.025666047,-0.16876303,-1.3793173,-0.9999825,-0.005923324,-0.39491016,0,0
-0.9999825,-0.005923324,-0.39491016,0.86384654,-0.9999714,0.0075653526,-0.26977566,0,0
-0.9999714,0.0075653526,-0.26977566,-0.028865477,-0.99977976,0.020985458,-0.26843145,0,0
-0.99977976,0.020985458,-0.26843145,-1.1255094,-0.99911547,0.042050533,-0.42151877,0,0
-0.99911547,0.042050533,-0.42151877,-1.6775299,-0.99725264,0.07407554,-0.6416104,0,0
-0.99725264,0.07407554,-0.6416104,-1.7081184,-0.9932498,0.115995325,-0.8422715,0,0
-0.9932498,0.115995325,-0.8422715,0.16353078,-0.9883496,0.15220046,-0.7307454,0,0
-0.9883496,0.15220046,-0.7307454,1.1749666,-0.9847593,0.1739228,-0.44035003,0,0
-0.9847593,0.1739228,-0.44035003,0.53255564,-0.98269385,0.185237,-0.23002458,0,0
-0.98269385,0.185237,-0.23002458,1.6900203,-0.98416567,0.1772512,0.16240622,0,0
-0.98416567,0.1772512,0.16240622,-0.0922204,-0.98656297,0.1633814,0.28151155,0,0
-0.98656297,0.1633814,0.28151155,1.4829934,-0.99119604,0.13240238,0.6264966,0,0
-0.99119604,0.13240238,0.6264966,0.022748632,-0.99536365,0.09618285,0.7292107,0,0
-0.99536365,0.09618285,0.7292107,1.188873,-0.9988793,0.04733015,0.9796788,0,0
-0.9988793,0.04733015,0.9796788,-0.3274299,-0.9999995,-0.0009552597,0.9660619,0,0
-0.9999995,-0.0009552597,0.9660619,1.1602443,-0.99832284,-0.05789198,1.1393821,0,0
-0.99832284,-0.05789198,1.1393821,1.3143538,-0.99249643,-0.12227343,1.2931162,0,0
-0.99249643,-0.12227343,1.2931162,0.7470156,-0.9823326,-0.18714339,1.3134634,0,0
-0.9823326,-0.18714339,1.3134634,1.7919729,-0.96630037,-0.25741726,1.4419019,0,0
-0.96630037,-0.25741726,1.4419019,0.21416098,-0.94784325,-0.3187369,1.2809631,0,0
-0.94784325,-0.3187369,1.2809631,0.052305765,-0.92981577,-0.36802533,1.0497563,0,0
-0.92981577,-0.36802533,1.0497563,-1.6140296,-0.91970575,-0.39260843,0.5316328,0,0
-0.91970575,-0.39260843,0.5316328,-1.8426733,-0.92047393,-0.39080393,-0.039224528,0,0
-0.92047393,-0.39080393,-0.039224528,1.6568445,-0.92210335,-0.3869437,-0.08380081,0,0
-0.92210335,-0.3869437,-0.08380081,1.8127811,-0.9240665,-0.38223174,-0.10209141,0,0
-0.9240665,-0.38223174,-0.10209141,1.2547265,-0.9278529,-0.3729463,-0.20055623,0,0
-0.9278529,-0.3729463,-0.20055623,-1.2422273,-0.93976563,-0.34181955,-0.66660005,0,0
-0.93976563,-0.34181955,-0.66660005,-1.3171126,-0.95743203,-0.28865892,-1.1205316,0,0
-0.95743203,-0.28865892,-1.1205316,0.88093334,-0.9730746,-0.23049031,-1.2048857,0,0
-0.9730746,-0.23049031,-1.2048857,1.9561294,-0.98413515,-0.17742057,-1.0843341,0,0
-0.98413515,-0.17742057,-1.0843341,1.8384938,-0.9913947,-0.13090676,-0.9416255,0,0
-0.9913947,-0.13090676,-0.9416255,0.69946504,-0.99642867,-0.0844386,-0.93488574,0,0
-0.99642867,-0.0844386,-0.93488574,-0.78466135,-0.99958694,-0.028739609,-1.1159139,0,0
-0.99958694,-0.028739609,-1.1159139,-1.645015,-0.99918133,0.040456433,-1.3842208,0,0
-0.99918133,0.040456433,-1.3842208,1.8759365,-0.9955766,0.0939531,-1.0724881,0,0
-0.9955766,0.0939531,-1.0724881,1.722204,-0.9913956,0.13089977,-0.74369264,0,0
-0.9913956,0.13089977,-0.74369264,-0.22685854,-0.98637664,0.16450273,-0.6795466,0,0
-0.98637664,0.16450273,-0.6795466,0.65878654,-0.98235726,0.18701379,-0.45735157,0,0
-0.98235726,0.18701379,-0.45735157,-0.34817174,-0.97873664,0.20512094,-0.369317,0,0
-0.97873664,0.20512094,-0.369317,1.1061457,-0.9782254,0.20754534,-0.04955443,0,0
-0.9782254,0.20754534,-0.04955443,-0.69830304,-0.9782395,0.20747887,0.0013591213,0,0
-0.9782395,0.20747887,0.0013591213,-0.7086348,-0.97876203,0.20499969,0.050673053,0,0
-0.97876203,0.20499969,0.050673053,0.58890325,-0.98165786,0.1906512,0.29275832,0,0
-0.98165786,0.1906512,0.29275832,1.1230397,-0.98696864,0.1609127,0.6042027,0,0
-0.98696864,0.1609127,0.6042027,1.982078,-0.9939005,0.110280626,1.0221989,0,0
-0.9939005,0.110280626,1.0221989,-0.104476735,-0.99842995,0.05601417,1.0892378,0,0
-0.99842995,0.05601417,1.0892378,0.9493138,-0.99997085,-0.007638702,1.2736455,0,0
-0.99997085,-0.007638702,1.2736455,1.9992568,-0.9963018,-0.08592295,1.567805,0,0
-0.9963018,-0.08592295,1.567805,0.8231596,-0.98602617,-0.16659053,1.6268368,0,0
-0.98602617,-0.16659053,1.6268368,-0.5752499,-0.97177577,-0.23590639,1.4156064,0,0
-0.97177577,-0.23590639,1.4156064,0.8053094,-0.95350856,-0.3013659,1.359473,0,0
-0.95350856,-0.3013659,1.359473,1.0374078,-0.93211824,-0.3621541,1.2890598,0,0
-0.93211824,-0.3621541,1.2890598,-0.64025146,-0.9144506,-0.40469763,0.92140645,0,0
-0.9144506,-0.40469763,0.92140645,-1.1055917,-0.9050707,-0.4252611,0.45204446,0,0
-0.9050707,-0.4252611,0.45204446,-1.6328404,-0.90743434,-0.4201939,-0.111827426,0,0
-0.90743434,-0.4201939,-0.111827426,1.1528033,-0.91269857,-0.40863353,-0.25405237,0,0
-0.91269857,-0.40863353,-0.25405237,0.6599125,-0.9218847,-0.38746423,-0.4615406,0,0
-0.9218847,-0.38746423,-0.4615406,-0.18301584,-0.9362838,-0.35124433,-0.77959114,0,0
-0.9362838,-0.35124433,-0.77959114,1.6986874,-0.94939613,-0.3140812,-0.7882213,0,0
-0.94939613,-0.3140812,-0.7882213,0.5641322,-0.9630928,-0.2691695,-0.9391624,0,0
-0.9630928,-0.2691695,-0.9391624,-1.060203,-0.9785434,-0.2060407,-1.3000699,0,0
-0.9785434,-0.2060407,-1.3000699,-0.020198414,-0.990949,-0.13423912,-1.4576303,0,0
-0.990949,-0.13423912,-1.4576303,0.79314864,-0.9980363,-0.0626377,-1.4393373,0,0
-0.9980363,-0.0626377,-1.4393373,-0.64523816,-0.9998643,0.016475584,-1.5831013,0,0
-0.9998643,0.016475584,-1.5831013,-1.0779862,-0.99469006,0.102915905,-1.7324425,0,0
-0.99469006,0.102915905,-1.7324425,0.21424627,-0.9830731,0.18321359,-1.6231186,0,0
-0.9830731,0.18321359,-1.6231186,1.1726764,-0.96897554,0.24715662,-1.309807,0,0
-0.96897554,0.24715662,-1.309807,1.0340939,-0.95586365,0.29381064,-0.9693254,0,0
-0.95586365,0.29381064,-0.9693254,-0.5253274,-0.9428882,0.33310935,-0.82776654,0,0
-0.9428882,0.33310935,-0.82776654,-0.93013155,-0.9303346,0.36671174,-0.7174543,0,0
-0.9303346,0.36671174,-0.7174543,-1.2505218,-0.91832364,0.39583045,-0.62999874,0,0
-0.91832364,0.39583045,-0.62999874,-1.8886324,-0.9056895,0.42394167,-0.6164208,0,0
-0.9056895,0.42394167,-0.6164208,0.2762791,-0.90016675,0.43554547,-0.25702268,0,0
-0.90016675,0.43554547,-0.25702268,1.4603553,-0.9063596,0.4225071,0.28868973,0,0
-0.9063596,0.4225071,0.28868973,1.4742202,-0.92304486,0.38469237,0.8267031,0,0
-0.92304486,0.38469237,0.8267031,-0.1790756,-0.94260234,0.3339174,1.088361,0,0
-0.94260234,0.3339174,1.088361,-1.3974217,-0.9599431,0.28019494,1.1291858,0,0
-0.9599431,0.28019494,1.1291858,-1.7059329,-0.97370625,0.2278072,1.0834421,0,0
-0.97370625,0.2278072,1.0834421,1.8554868,-0.9882887,0.15259555,1.5326205,0,0
-0.9882887,0.15259555,1.5326205,0.16578582,-0.9975791,0.06954113,1.6719351,0,0
-0.9975791,0.06954113,1.6719351,0.6444686,-0.99977016,-0.02143912,1.8207612,0,0
-0.99977016,-0.02143912,1.8207612,-0.8699677,-0.9944768,-0.10495644,1.6741867,0,0
-0.9944768,-0.10495644,1.6741867,1.9715058,-0.9801242,-0.19838496,1.8911952,0,0
-0.9801242,-0.19838496,1.8911952,0.35281336,-0.9583935,-0.28545034,1.7953285,0,0
-0.9583935,-0.28545034,1.7953285,-0.36571416,-0.9338395,-0.35769224,1.5263836,0,0
-0.9338395,-0.35769224,1.5263836,-0.9801426,-0.9125376,-0.40899286,1.111093,0,0
-0.9125376,-0.40899286,1.111093,1.1267954,-0.8915599,-0.4529028,0.9733677,0,0
-0.8915599,-0.4529028,0.9733677,1.2262264,-0.8723049,-0.4889623,0.8176246,0,0
-0.8723049,-0.4889623,0.8176246,1.3414258,-0.85590106,-0.51713955,0.6521168,0,0
-0.85590106,-0.51713955,0.6521168,0.9960299,-0.8450226,-0.5347306,0.41366655,0,0
-0.8450226,-0.5347306,0.41366655,-0.30467898,-0.84590596,-0.53333205,-0.033083238,0,0
-0.84590596,-0.53333205,-0.033083238,-0.48319373,-0.8591159,-0.5117811,-0.50556135,0,0
-0.8591159,-0.5117811,-0.50556135,-1.2427297,-0.8853889,-0.46485102,-1.0758066,0,0
-0.8853889,-0.46485102,-1.0758066,-1.4040654,-0.92039233,-0.3909961,-1.6350547,0,0
-0.92039233,-0.3909961,-1.6350547,0.8211253,-0.9518881,-0.3064458,-1.805133,0,0
-0.9518881,-0.3064458,-1.805133,0.23856737,-0.9777176,-0.20992461,-1.9991822,0,0
-0.9777176,-0.20992461,-1.9991822,-1.0192218,-0.9953934,-0.095874906,-2.309509,0,0
-0.9953934,-0.095874906,-2.309509,1.9672023,-0.9999656,0.008294242,-2.0863347,0,0
-0.9999656,0.008294242,-2.0863347,-1.8058333,-0.99209213,0.1255119,-2.350989,0,0
-0.99209213,0.1255119,-2.350989,1.1796736,-0.9737031,0.22782075,-2.079904,0,0
-0.9737031,0.22782075,-2.079904,1.877736,-0.9519644,0.30620873,-1.6273781,0,0
-0.9519644,0.30620873,-1.6273781,0.39404863,-0.9293535,0.36919123,-1.3386143,0,0
-0.9293535,0.36919123,-1.3386143,-1.4791685,-0.90376174,0.4280359,-1.2835962,0,0
-0.90376174,0.4280359,-1.2835962,-0.6127665,-0.87994844,0.47506917,-1.0544842,0,0
-0.87994844,0.47506917,-1.0544842,-1.0916386,-0.858664,0.51253897,-0.8619281,0,0
-0.858664,0.51253897,-0.8619281,0.9609185,-0.8500014,0.5267804,-0.33338612,0,0
-0.8500014,0.5267804,-0.33338612,-1.7352909,-0.8447288,0.5351946,-0.19859445,0,0
-0.8447288,0.5351946,-0.19859445,-0.6014809,-0.847728,0.53043115,0.112579346,0,0
-0.847728,0.53043115,0.112579346,0.020026071,-0.86106354,0.50849736,0.51340663,0,0
-0.86106354,0.50849736,0.51340663,1.6121235,-0.88855577,0.4587686,1.1365982,0,0
-0.88855577,0.4587686,1.1365982,-1.3162394,-0.9161427,0.40085226,1.2832388,0,0
-0.9161427,0.40085226,1.2832388,1.6500587,-0.948959,0.31539947,1.8313867,0,0
