x1, x2, x3, a, x11, x12, x13, r, d
-0.9998157,-0.01919847,8.0,-1.5591311,-0.9183971,-0.39565986,7.7517314,0,0
-0.9183971,-0.39565986,7.7517314,0.77775544,-0.70712763,-0.70708597,7.57165,0,0
-0.70712763,-0.70708597,7.57165,-0.62255,-0.42415625,-0.90558904,6.9479527,0,0
-0.42415625,-0.90558904,6.9479527,0.2320142,-0.12254301,-0.99246323,6.303563,0,0
-0.12254301,-0.99246323,6.303563,0.7540079,0.16007246,-0.98710525,5.672317,0,0
0.16007246,-0.98710525,5.672317,0.9442466,0.40268227,-0.9153398,5.073625,0,0
0.40268227,-0.9153398,5.073625,-1.2308148,0.5847487,-0.8112145,4.202498,0,0
0.5847487,-0.8112145,4.202498,-1.6738979,0.71156305,-0.70262223,3.3430026,0,0
0.71156305,-0.70262223,3.3430026,-1.5668269,0.79606843,-0.6052066,2.5810118,0,0
0.79606843,-0.6052066,2.5810118,1.6639972,0.86220485,-0.5065598,2.3767064,0,0
0.86220485,-0.5065598,2.3767064,-1.7458808,0.9028495,-0.42995673,1.7349044,0,0
0.9028495,-0.42995673,1.7349044,-1.5426013,0.92665094,-0.37592292,1.1810466,0,0
0.92665094,-0.37592292,1.1810466,1.057903,0.9452283,-0.32641,1.0577899,0,0
0.9452283,-0.32641,1.0577899,-0.50229675,0.95662135,-0.29133412,0.7376379,0,0
0.95662135,-0.29133412,0.7376379,-1.0426137,0.96174777,-0.27393666,0.36274523,0,0
0.96174777,-0.27393666,0.36274523,1.7481556,0.96728176,-0.25370443,0.41951606,0,0
0.96728176,-0.25370443,0.41951606,-0.16364542,0.96982765,-0.24379164,0.20469093,0,0
0.96982765,-0.24379164,0.20469093,1.2593273,0.97234267,-0.23355891,0.21074629,0,0
0.97234267,-0.23355891,0.21074629,1.024609,0.97450936,-0.2243469,0.18926845,0,0
0.97450936,-0.2243469,0.18926845,1.1779059,0.9766793,-0.21470335,0.19769417,0,0
0.9766793,-0.21470335,0.19769417,-1.5334772,0.974558,-0.22413546,-0.19335493,0,0
0.974558,-0.22413546,-0.19335493,0.27012852,0.970836,-0.23974453,-0.32093725,0,0
0.970836,-0.23974453,-0.32093725,-0.8634579,0.96280015,-0.27021462,-0.63026434,0,0
0.96280015,-0.27021462,-0.63026434,-1.8307462,0.9463682,-0.32309,-1.1075373,0,0
0.9463682,-0.32309,-1.1075373,-1.921383,0.91676337,-0.3994308,-1.6380621,0,0
0.91676337,-0.3994308,-1.6380621,1.3871053,0.87883836,-0.47711968,-1.7295694,0,0
0.87883836,-0.47711968,-1.7295694,0.7387556,0.827473,-0.56150556,-1.9765959,0,0
0.827473,-0.56150556,-1.9765959,1.488545,0.7616593,-0.6479777,-2.1744432,0,0
0.7616593,-0.6479777,-2.1744432,0.318088,0.670761,-0.7416736,-2.6127133,0,0
0.670761,-0.7416736,-2.6127133,-0.05616996,0.54497945,-0.8384494,-3.1773942,0,0
0.54497945,-0.8384494,-3.1773942,-1.6779776,0.3648468,-0.9310676,-4.0579276,0,0
0.3648468,-0.9310676,-4.0579276,-1.1720804,0.12652616,-0.99196327,-4.9320407,0,0
0.12652616,-0.99196327,-4.9320407,-0.46523714,-0.1597365,-0.98715967,-5.7457986,0,0
-0.1597365,-0.98715967,-5.7457986,1.3562572,-0.4569473,-0.88949376,-6.2827296,0,0
-0.4569473,-0.88949376,-6.2827296,-1.8529195,-0.7419335,-0.67047346,-7.227788,0,0
-0.7419335,-0.67047346,-7.227788,-0.792155,-0.9419605,-0.3357237,-7.8494663,0,0
-0.9419605,-0.3357237,-7.8494663,-0.13510777,-0.9983401,0.057594698,-8.0,0,0
-0.9983401,0.057594698,-8.0,-1.6247633,-0.89710367,0.44182014,-8.0,0,0
-0.89710367,0.44182014,-8.0,0.9405866,-0.6719157,0.7406276,-7.527547,0,0
-0.6719157,0.7406276,-7.527547,-1.3854896,-0.3688741,0.92947936,-7.1798997,0,0
-0.3688741,0.92947936,-7.1798997,-0.9127941,-0.046794858,0.9989045,-6.619709,0,0
-0.046794858,0.9989045,-6.619709,-1.7146229,0.2566691,0.9664993,-6.127724,0,0
0.2566691,0.9664993,-6.127724,-1.8925682,0.5174866,0.8556913,-5.686735,0,0
0.5174866,0.8556913,-5.686735,1.0607772,0.70908767,0.7051203,-4.88585,0,0
0.70908767,0.7051203,-4.88585,1.1649187,0.8400184,0.54255795,-4.182272,0,0
0.8400184,0.54255795,-4.182272,-1.2073038,0.93026686,0.3668836,-3.956449,0,0
0.93026686,0.3668836,-3.956449,0.44667834,0.9810588,0.19371018,-3.6142845,0,0
0.9810588,0.19371018,-3.6142845,-0.6322957,0.9998597,0.016749462,-3.5638463,0,0
0.9998597,0.016749462,-3.5638463,0.73151857,0.98796093,-0.15470374,-3.4415565,0,0
0.98796093,-0.15470374,-3.4415565,-0.0340866,0.9449147,-0.32731667,-3.5626972,0,0
0.9449147,-0.32731667,-3.5626972,1.6367713,0.87196434,-0.48956943,-3.562669,0,0
0.87196434,-0.48956943,-3.562669,1.3381686,0.7660957,-0.6427265,-3.7291207,0,0
0.7660957,-0.6427265,-3.7291207,-0.18149176,0.61376834,-0.78948617,-4.2383895,0,0
0.61376834,-0.78948617,-4.2383895,-1.4440483,0.39720508,-0.91772985,-5.047111,0,0
0.39720508,-0.91772985,-5.047111,1.4881873,0.13246982,-0.99118704,-5.5121803,0,0
0.13246982,-0.99118704,-5.5121803,-1.6679559,-0.1912425,-0.9815428,-6.505764,0,0
-0.1912425,-0.9815428,-6.505764,-1.1895976,-0.5341026,-0.84541965,-7.420361,0,0
-0.5341026,-0.84541965,-7.420361,0.64959246,-0.8199337,-0.57245845,-7.956987,0,0
-0.8199337,-0.57245845,-7.956987,-1.0341872,-0.9781348,-0.20797192,-8.0,0,0
-0.9781348,-0.20797192,-8.0,-1.1428066,-0.9819099,0.18934882,-8.0,0,0
-0.9819099,0.18934882,-8.0,-0.11444543,-0.8341223,0.55157954,-7.875155,0,0
-0.8341223,0.55157954,-7.875155,-0.38182148,-0.57336116,0.81930274,-7.518744,0,0
-0.57336116,0.81930274,-7.518744,-1.7596759,-0.24952678,0.9683679,-7.168218,0,0
-0.24952678,0.9683679,-7.168218,-0.44016758,0.07314145,0.9973216,-6.5079675,0,0
0.07314145,0.9973216,-6.5079675,-0.65957266,0.35802555,0.93371177,-5.858912,0,0
0.35802555,0.93371177,-5.858912,0.3918974,0.58196634,0.8132129,-5.0998435,0,0
0.58196634,0.8132129,-5.0998435,-1.2159462,0.75441396,0.6563989,-4.672326,0,0
0.75441396,0.6563989,-4.672326,0.2504071,0.87327504,0.48722756,-4.1424656,0,0
0.87327504,0.48722756,-4.1424656,-1.0823861,0.9517394,0.3069075,-3.9394028,0,0
0.9517394,0.3069075,-3.9394028,-0.3922632,0.9923788,0.12322492,-3.7680616,0,0
0.9923788,0.12322492,-3.7680616,0.75002915,0.9985088,-0.05459086,-3.5631387,0,0
0.9985088,-0.05459086,-3.5631387,1.0452259,0.9743498,-0.22503884,-3.4472978,0,0
0.9743498,-0.22503884,-3.4472978,1.8090158,0.92329675,-0.38408735,-3.3447247,0,0
0.92329675,-0.38408735,-3.3447247,-0.14693922,0.8381244,-0.5454791,-3.6548312,0,0
0.8381244,-0.5454791,-3.6548312,0.11279377,0.7113974,-0.70278996,-4.0470214,0,0
0.7113974,-0.70278996,-4.0470214,0.35373688,0.53578055,-0.84435725,-4.5210533,0,0
0.53578055,-0.84435725,-4.5210533,-0.63382477,0.29834875,-0.9544569,-5.249395,0,0
0.29834875,-0.9544569,-5.249395,-1.5533514,-0.0069498173,-0.99997586,-6.1982403,0,0
-0.0069498173,-0.99997586,-6.1982403,-0.17850229,-0.3482464,-0.937403,-6.9749975,0,0
-0.3482464,-0.937403,-6.9749975,0.008198189,-0.6739487,-0.7387781,-7.6768203,0,0
-0.6739487,-0.7387781,-7.6768203,0.38701805,-0.9084416,-0.41801172,-8.0,0,0
-0.9084416,-0.41801172,-8.0,-0.27333397,-0.9995116,-0.031250473,-8.0,0,0
-0.9995116,-0.031250473,-8.0,-0.43397725,-0.9327806,0.36044455,-8.0,0,0
-0.9327806,0.36044455,-8.0,0.27375495,-0.7295213,0.6839582,-7.6886034,0,0
-0.7295213,0.6839582,-7.6886034,1.8851042,-0.4555396,0.8902155,-6.892869,0,0
-0.4555396,0.8902155,-6.892869,0.09549746,-0.16172077,0.98683655,-6.2108827,0,0
-0.16172077,0.98683655,-6.2108827,0.39187193,0.10795382,0.9941559,-5.4119744,0,0
0.10795382,0.9941559,-5.4119744,-0.7686616,0.34031084,0.940313,-4.7816567,0,0
0.34031084,0.940313,-4.7816567,-1.797918,0.5350382,0.8448279,-4.34611,0,0
0.5350382,0.8448279,-4.34611,1.818538,0.6717276,0.7407983,-3.4397082,0,0
0.6717276,0.7407983,-3.4397082,1.3770807,0.76459694,0.6445087,-2.6775475,0,0
0.76459694,0.6445087,-2.6775475,-1.4540732,0.83659047,0.5478288,-2.412277,0,0
0.83659047,0.5478288,-2.412277,1.4998019,0.88188773,0.47145948,-1.776435,0,0
0.88188773,0.47145948,-1.776435,1.4896042,0.90855885,0.41775686,-1.1993998,0,0
0.90855885,0.41775686,-1.1993998,0.47519416,0.92481977,0.3804056,-0.81480306,0,0
0.92481977,0.3804056,-0.81480306,1.4062048,0.93076146,0.36562708,-0.3185681,0,0
0.93076146,0.36562708,-0.3185681,0.039054267,0.93146336,0.36383516,-0.038489666,0,0
0.93146336,0.36383516,-0.038489666,0.5233231,0.9256577,0.37836212,0.31288517,0,0
0.9256577,0.37836212,0.31288517,-1.3939035,0.9181522,0.39622787,0.38757125,0,0
0.9181522,0.39622787,0.38757125,-0.5105942,0.90568125,0.42395923,0.608153,0,0
0.90568125,0.42395923,0.608153,-0.71983826,0.8875854,0.46064323,0.8181467,0,0
0.8875854,0.46064323,0.8181467,-1.2720749,0.86413836,0.50325435,0.9728179,0,0
0.86413836,0.50325435,0.9728179,-1.5305969,0.83459777,0.5508598,1.1206691,0,0
0.83459777,0.5508598,1.1206691,-0.2282556,0.7909888,0.61183065,1.4995756,0,0
0.7909888,0.61183065,1.4995756,-0.9427079,0.7322169,0.6810715,1.8170425,0,0
0.7322169,0.6810715,1.8170425,0.26049775,0.6466812,0.7627604,2.3669207,0,0
0.6466812,0.7627604,2.3669207,1.0136935,0.5215555,0.85321736,3.0910451,0,0
0.5215555,0.85321736,3.0910451,-1.6619196,0.36589053,0.93065786,3.4816701,0,0
0.36589053,0.93065786,3.4816701,-0.09865441,0.16558015,0.98619634,4.1648655,0,0
0.16558015,0.98619634,4.1648655,1.7920734,-0.09218884,0.99574155,5.1733236,0,0
-0.09218884,0.99574155,5.1733236,1.7829115,-0.39098197,0.92039835,6.1875668,0,1
0.45410788,-0.8909467,0.3769795,1.5756378,0.4516612,-0.8921895,-0.05488486,1,0
0.4516612,-0.8921895,-0.05488486,0.92459625,0.4253599,-0.9050243,-0.5853376,0,0
0.4253599,-0.9050243,-0.5853376,-0.7723031,0.36195287,-0.9321964,-1.3799512,0,0
0.36195287,-0.9321964,-1.3799512,0.26653108,0.26519486,-0.96419483,-2.0391188,0,0
0.26519486,-0.96419483,-2.0391188,0.5116927,0.13372864,-0.991018,-2.685511,0,0
0.13372864,-0.991018,-2.685511,0.5409575,-0.03324495,-0.9994472,-3.347631,0,0
-0.03324495,-0.9994472,-3.347631,-0.70189095,-0.24098058,-0.9705299,-4.2025,0,0
-0.24098058,-0.9705299,-4.2025,0.9682978,-0.46411365,-0.8857756,-4.785153,0,0
-0.46411365,-0.8857756,-4.785153,1.7997906,-0.6754756,-0.73738235,-5.179516,0,0
-0.6754756,-0.73738235,-5.179516,1.6523232,-0.84992594,-0.52690214,-5.484704,0,0
-0.84992594,-0.52690214,-5.484704,1.8333929,-0.96250445,-0.2712659,-5.6048717,0,0
-0.96250445,-0.2712659,-5.6048717,1.0898235,-0.9999716,0.007534315,-5.644848,0,0
-0.9999716,0.007534315,-5.644848,-1.3544165,-0.95543915,0.29518807,-5.8423595,0,0
-0.95543915,0.29518807,-5.8423595,0.96500784,-0.84002703,0.5425445,-5.4762173,0,0
-0.84002703,0.5425445,-5.4762173,-0.4006379,-0.67492485,0.7378865,-5.1294045,0,0
-0.67492485,0.7378865,-5.1294045,0.75795144,-0.49492458,0.86893594,-4.462297,0,0
-0.49492458,0.86893594,-4.462297,0.2425337,-0.3231321,0.94635385,-3.774215,0,0
-0.3231321,0.94635385,-3.774215,-0.18992698,-0.17350775,0.9848325,-3.0929387,0,0
-0.17350775,0.9848325,-3.0929387,1.8777114,-0.07069842,0.99749774,-2.0726576,0,0
-0.07069842,0.99749774,-2.0726576,-1.9420466,0.0100344485,0.99994963,-1.6158413,0,0
0.0100344485,0.99994963,-1.6158413,1.2834942,0.043688454,0.9990452,-0.6733549,0,0
0.043688454,0.9990452,-0.6733549,-1.2735063,0.04943705,0.9987773,-0.11509695,0,0
0.04943705,0.9987773,-0.11509695,1.0200937,0.010107037,0.9999489,0.787,0,0
0.010107037,0.9999489,0.787,-1.6482317,-0.054352343,0.9985218,1.289727,0,0
-0.054352343,0.9985218,1.289727,-0.741989,-0.15017486,0.98865944,1.92732,0,0
-0.15017486,0.98865944,1.92732,-0.015112578,-0.28026727,0.959922,2.6665478,0,0
-0.28026727,0.959922,2.6665478,1.7119468,-0.44952774,0.8932664,3.6432812,0,0
-0.44952774,0.8932664,3.6432812,-0.655953,-0.6264407,0.7794691,4.214838,0,0
-0.6264407,0.7794691,4.214838,-1.0474192,-0.7889479,0.6144601,4.642327,0,0
-0.7889479,0.6144601,4.642327,-1.0428684,-0.9153724,0.40260822,4.9467416,0,0
-0.9153724,0.40260822,4.9467416,0.8191326,-0.98939204,0.14527015,5.3715677,0,0
-0.98939204,0.14527015,5.3715677,-1.7804449,-0.9934078,-0.11463411,5.213454,0,0
-0.9934078,-0.11463411,5.213454,0.17523794,-0.93139315,-0.36401486,5.153764,0,0
-0.93139315,-0.36401486,5.153764,-0.9470329,-0.81992877,-0.57246554,4.7386975,0,0
-0.81992877,-0.57246554,4.7386975,0.90725785,-0.67355996,-0.7391326,4.4454374,0,0
-0.67355996,-0.7391326,4.4454374,-0.124180205,-0.518753,-0.8549242,3.8724608,0,0
-0.518753,-0.8549242,3.8724608,1.1011933,-0.36680225,-0.9302989,3.3964467,0,0
-0.36680225,-0.9302989,3.3964467,-1.1829602,-0.24692471,-0.9690347,2.5212784,0,0
-0.24692471,-0.9690347,2.5212784,0.6308131,-0.1544287,-0.9880039,1.8891244,0,0
-0.1544287,-0.9880039,1.8891244,1.1413677,-0.08896508,-0.99603474,1.3193266,0,0
-0.08896508,-0.99603474,1.3193266,-0.6875386,-0.065577276,-0.9978475,0.46916977,0,0
-0.065577276,-0.9978475,0.46916977,0.42208493,-0.07634517,-0.99708146,-0.21590312,0,0
-0.07634517,-0.99708146,-0.21590312,-1.6260663,-0.13637444,-0.9906574,-1.2076242,0,0
-0.13637444,-0.9906574,-1.2076242,0.6484922,-0.2274594,-0.97378755,-1.8533434,0,0
-0.2274594,-0.97378755,-1.8533434,-1.8832426,-0.36420256,-0.9313198,-2.8661704,0,0
-0.36420256,-0.9313198,-2.8661704,-1.1583663,-0.5309296,-0.8474159,-3.7384152,0,0
-0.5309296,-0.8474159,-3.7384152,-1.4412199,-0.7097936,-0.7044097,-4.59016,0,0
-0.7097936,-0.7044097,-4.59016,0.9774713,-0.8612872,-0.50811845,-4.9718466,0,0
-0.8612872,-0.50811845,-4.9718466,-0.7244416,-0.9664109,-0.257002,-5.4616017,0,0
-0.9664109,-0.257002,-5.4616017,1.5248893,-0.99993545,0.011362029,-5.42562,0,0
-0.99993545,0.011362029,-5.42562,-0.079468995,-0.9602742,0.2790582,-5.4290185,0,0
-0.9602742,0.2790582,-5.4290185,1.9374613,-0.86317664,0.50490206,-4.9291058,0,0
-0.86317664,0.50490206,-4.9291058,-0.49759826,-0.72447634,0.6892997,-4.625069,0,0
-0.72447634,0.6892997,-4.625069,-0.21373068,-0.56733555,0.8234867,-4.140154,0,0
-0.56733555,0.8234867,-4.140154,-1.9090927,-0.40119544,0.9159925,-3.8089027,0,0
-0.40119544,0.9159925,-3.8089027,0.45439577,-0.25721014,0.9663555,-3.053749,0,0
-0.25721014,0.9663555,-3.053749,0.5256611,-0.14709179,0.98912287,-2.2501333,0,0
-0.14709179,0.98912287,-2.2501333,-1.0565138,-0.06424475,0.99793416,-1.6667682,0,0
-0.06424475,0.99793416,-1.6667682,-0.9061391,-0.0115768425,0.999933,-1.0542384,0,0
-0.0115768425,0.999933,-1.0542384,1.7462301,-0.009459253,0.99995524,-0.04235414,0,0
-0.009459253,0.99995524,-0.04235414,1.7108737,-0.0576396,0.99833745,0.96424335,0,0
-0.0576396,0.99833745,0.96424335,1.6797117,-0.15528823,0.9878692,1.9649532,0,0
-0.15528823,0.9878692,1.9649532,-0.16279626,-0.2859436,0.95824647,2.6814356,0,0
-0.2859436,0.95824647,2.6814356,-1.4260293,-0.43433675,0.9007506,3.186216,0,0
-0.43433675,0.9007506,3.186216,1.7253828,-0.6094218,0.79284614,4.1205864,0,0
-0.6094218,0.79284614,4.1205864,-0.9101284,-0.7734501,0.6338572,4.578702,0,0
-0.7734501,0.6338572,4.578702,-1.4893731,-0.9026125,0.43045396,4.830689,0,0
-0.9026125,0.43045396,4.830689,-1.4263314,-0.9804587,0.19672516,4.9395795,0,0
-0.9804587,0.19672516,4.9395795,0.68373823,-0.9981115,-0.061428823,5.189684,0,0
-0.9981115,-0.061428823,5.189684,0.6006781,-0.9482388,-0.31755814,5.233714,0,0
-0.9482388,-0.31755814,5.233714,0.46792826,-0.83840835,-0.54504263,5.065735,0,0
-0.83840835,-0.54504263,5.065735,0.43754354,-0.6876353,-0.7260562,4.7225842,0,0
-0.6876353,-0.7260562,4.7225842,0.4687456,-0.5191101,-0.85470736,4.248354,0,0
-0.5191101,-0.85470736,4.248354,0.2895879,-0.35533398,-0.9347394,3.6507616,0,0
-0.35533398,-0.9347394,3.6507616,0.4585971,-0.21075428,-0.97753906,3.0184968,0,0
-0.21075428,-0.97753906,3.0184968,-1.1976365,-0.10685725,-0.9942744,2.105697,0,0
-0.10685725,-0.9942744,2.105697,-0.94072145,-0.046101168,-0.9989368,1.2188829,0,0
-0.046101168,-0.9989368,1.2188829,-1.4404721,-0.033430804,-0.999441,0.25360954,0,0
-0.033430804,-0.999441,0.25360954,0.54125506,-0.054149687,-0.99853283,-0.41478297,0,0
-0.054149687,-0.99853283,-0.41478297,-1.2349021,-0.12132246,-0.99261314,-1.348918,0,0
-0.12132246,-0.99261314,-1.348918,-1.9184933,-0.23836276,-0.9711762,-2.3811517,0,0
-0.23836276,-0.9711762,-2.3811517,0.96281105,-0.37920344,-0.92531335,-2.9651122,0,0
-0.37920344,-0.92531335,-2.9651122,-1.3693199,-0.5498294,-0.83527696,-3.8644953,0,0
-0.5498294,-0.83527696,-3.8644953,1.1298066,-0.7161247,-0.69797236,-4.321482,0,0
-0.7161247,-0.69797236,-4.321482,-1.5825448,-0.8685908,-0.4955301,-5.082343,0,0
