x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, x11, x12, x13, x14, a1, a2, a3, a4, a5, y1, y2, y3, y4, y5, y6, y7, y8, y9, y10, y11, y12, y13, y14, r, d
0.2221000665446783,-0.6631261938708555,0.5783251644179045,-0.07543802673770682,-0.034352464153077786,0.08626995373275517,0.2103017717933707,0.345604207466794,-0.3003759103454068,1.209387825137818,-2.460245811312956,0.06949104457726571,-0.09524822556866941,-0.03407377496832657,0.8723533,0.19615506,0.1961924442341915,0.22811116603291404,0.5373729517355246,0.19260720922592328,-0.5893010174011627,0.477409989108643,-0.0522780053023517,-0.030581331530948275,0.09574781391964093,0.15697441308837196,1.1216312073200259,-1.157980684607931,2.4697785485235073,-2.6403945455008535,0.8984616203174481,-0.07350593679864519,0.6103792446048246,1,0
0.19260720922592328,-0.5893010174011627,0.477409989108643,-0.0522780053023517,-0.030581331530948275,0.09574781391964093,0.15697441308837196,1.1216312073200259,-1.157980684607931,2.4697785485235073,-2.6403945455008535,0.8984616203174481,-0.07350593679864519,0.6103792446048246,-0.46377954,-0.6453639,0.8859034575839881,0.2665545102439677,0.19162549484422953,0.15433559275758377,-0.49275245727200384,0.3495370859116556,0.022750918933137847,-0.05822222433255636,0.12872082236069216,0.18255686374998373,0.8765890940650868,-0.7942637409560973,2.4102377141577347,-3.74478817088625,2.7548627577426905,-1.2739298857790826,1.0556731803784447,0,0
0.15433559275758377,-0.49275245727200384,0.3495370859116556,0.022750918933137847,-0.05822222433255636,0.12872082236069216,0.18255686374998373,0.8765890940650868,-0.7942637409560973,2.4102377141577347,-3.74478817088625,2.7548627577426905,-1.2739298857790826,1.0556731803784447,0.38561898,0.9123727,-0.1015598420826886,-0.19222882999423985,0.41860828128641336,0.11764069916339785,-0.40110215593892723,0.2286298559790589,0.11017329620073339,-0.11210154300185426,0.1893132239628153,-0.045184905804186555,0.9951823057557894,-1.0031431168846299,2.1222031604640765,-2.319945511079046,1.6505023736055242,-1.4080006167796002,1.9267555674188321,0,0
0.11764069916339785,-0.40110215593892723,0.2286298559790589,0.11017329620073339,-0.11210154300185426,0.1893132239628153,-0.045184905804186555,0.9951823057557894,-1.0031431168846299,2.1222031604640765,-2.319945511079046,1.6505023736055242,-1.4080006167796002,1.9267555674188321,-0.7152967,-0.9182068,-0.3143634520588432,-0.13819267370564314,0.3479577254726032,0.08850654074112284,-0.32727290564782324,0.13239032473395093,0.18351111001177886,-0.17521928088266395,0.27507430350147244,-0.10951827333811025,0.5967318514554709,-0.46562576635049197,1.5741938284728114,-2.4663872268739926,1.973439699902851,-1.7087427312828483,2.320771664826943,0,0
0.08850654074112284,-0.32727290564782324,0.13239032473395093,0.18351111001177886,-0.17521928088266395,0.27507430350147244,-0.10951827333811025,0.5967318514554709,-0.46562576635049197,1.5741938284728114,-2.4663872268739926,1.973439699902851,-1.7087427312828483,2.320771664826943,0.87361926,0.2609376,0.5168108944088441,-0.11918439961030569,-0.9804769946049388,0.050237529896178704,-0.23227295760425123,0.014757083315911718,0.2701320365364788,-0.22880619812030334,0.32481680358906106,-0.1368649638843326,1.489171040051303,-1.4161139974699606,3.116512756209798,-3.3606733784000564,2.3100308873932547,-0.9737162700071642,0.23823385206119135,0,0
0.050237529896178704,-0.23227295760425123,0.014757083315911718,0.2701320365364788,-0.22880619812030334,0.32481680358906106,-0.1368649638843326,1.489171040051303,-1.4161139974699606,3.116512756209798,-3.3606733784000564,2.3100308873932547,-0.9737162700071642,0.23823385206119135,0.37859678,-0.4176326,0.424450082258653,-0.26809966173656385,0.6859374638277489,-0.01568726515674861,-0.08830043916493921,-0.13722872021409904,0.3798436733429835,-0.2921732962882985,0.3661978713085524,-0.32576350287458206,1.9533475928248196,-1.826055915166108,3.9543944946185703,-4.085712041011503,3.024460390424505,-2.0705089642542216,1.7340751434226342,0,0
-0.01568726515674861,-0.08830043916493921,-0.13722872021409904,0.3798436733429835,-0.2921732962882985,0.3661978713085524,-0.32576350287458206,1.9533475928248196,-1.826055915166108,3.9543944946185703,-4.085712041011503,3.024460390424505,-2.0705089642542216,1.7340751434226342,0.502559,0.760837,-0.8769049814884018,0.6090968693740255,0.16603404741820293,-0.08423510123148743,0.04668977469122479,-0.25146059408828936,0.44462398270489323,-0.33773882783365283,0.42447424608171364,-0.1221451982870489,1.64969423586254,-1.6468748981891501,2.930801251635643,-1.8317482029801555,0.4238039625623362,-0.347342447922197,1.2435273718061508,0,0
-0.08423510123148743,0.04668977469122479,-0.25146059408828936,0.44462398270489323,-0.33773882783365283,0.42447424608171364,-0.1221451982870489,1.64969423586254,-1.6468748981891501,2.930801251635643,-1.8317482029801555,0.4238039625623362,-0.347342447922197,1.2435273718061508,-0.002411659,0.16335797,0.5982452638677476,0.8668783838267382,0.17728825006681892,-0.1425813852989532,0.15227230336729777,-0.3204209304402729,0.4576459663872043,-0.3397994781644363,0.46265320852282615,-0.11384896420459903,1.2929423879115538,-1.2930121311076563,2.3853870431900526,-1.636095270440924,0.23806364036687272,0.2289748310425434,0.6816182322503526,0,0
-0.1425813852989532,0.15227230336729777,-0.3204209304402729,0.4576459663872043,-0.3397994781644363,0.46265320852282615,-0.11384896420459903,1.2929423879115538,-1.2930121311076563,2.3853870431900526,-1.636095270440924,0.23806364036687272,0.2289748310425434,0.6816182322503526,0.6036948,-0.36101267,0.8678127826924538,0.06576457311741923,0.3509136671841877,-0.20533887738873755,0.2714032471729901,-0.4106336699415202,0.4881970791944309,-0.34392324170903626,0.4964226388767679,-0.2404252467700281,1.8021698845441758,-1.779849719740776,3.440410052565559,-2.7614932579052076,1.2204046496288743,-0.40676837020170226,0.994801295372556,0,0
-0.20533887738873755,0.2714032471729901,-0.4106336699415202,0.4881970791944309,-0.34392324170903626,0.4964226388767679,-0.2404252467700281,1.8021698845441758,-1.779849719740776,3.440410052565559,-2.7614932579052076,1.2204046496288743,-0.40676837020170226,0.994801295372556,0.04199259,-0.09978583,-0.466742305688187,-0.3937768015211913,0.8124330643688025,-0.2687512007591242,0.39207627015945407,-0.5021888125711985,0.5284964262436149,-0.37537332301557236,0.5676336514038325,-0.24892469214591975,1.4374873140636657,-1.423205107163723,2.6579288488034303,-1.8727439123664147,0.8195565428569895,-1.1342333855905884,2.482621885108056,0,0
-0.2687512007591242,0.39207627015945407,-0.5021888125711985,0.5284964262436149,-0.37537332301557236,0.5676336514038325,-0.24892469214591975,1.4374873140636657,-1.423205107163723,2.6579288488034303,-1.8727439123664147,0.8195565428569895,-1.1342333855905884,2.482621885108056,0.028199723,0.6297181,-0.7972930203834918,0.8511132721515371,0.23974679351571715,-0.3214712886870981,0.4849132519535144,-0.5515133089984333,0.5276098806136869,-0.39304386253468426,0.656366670650448,0.01794918402102577,1.1817115254507755,-1.2395381477726368,2.0363343615122695,-0.6366820812184919,-0.8300113678710868,0.22060737862572444,1.9783723771979376,0,0
-0.3214712886870981,0.4849132519535144,-0.5515133089984333,0.5276098806136869,-0.39304386253468426,0.656366670650448,0.01794918402102577,1.1817115254507755,-1.2395381477726368,2.0363343615122695,-0.6366820812184919,-0.8300113678710868,0.22060737862572444,1.9783723771979376,-0.21291558,0.45670825,-0.5991576830694003,-0.14607131799211315,-0.9476149623705434,-0.3637187755062726,0.550337652301928,-0.5611612403751751,0.48249220418113337,-0.3683228900678494,0.7049554667895334,0.16134445152659121,0.8094717113456487,-0.8958579255309395,1.2722918948874462,0.14027564418095811,-1.4358410243797954,1.0100508955206184,0.5104646355188518,0,0
-0.3637187755062726,0.550337652301928,-0.5611612403751751,0.48249220418113337,-0.3683228900678494,0.7049554667895334,0.16134445152659121,0.8094717113456487,-0.8958579255309395,1.2722918948874462,0.14027564418095811,-1.4358410243797954,1.0100508955206184,0.5104646355188518,-0.5380678,0.5317372,-0.346962102983035,0.3914091096533916,-0.30329020287017716,-0.387174533643696,0.5769399849564533,-0.5347558470419792,0.40892305302491133,-0.3131084568650352,0.7126238910959477,0.23171698398542706,0.1988243523009548,-0.28950260406258393,0.07044470871528641,1.190224187080232,-2.264294597833052,1.7680002621771442,-0.13416729088702276,0,0
