x1,x2,x3,x4,x5,x6,a1,a2,x11,x12,x13,x14,x15,x16,r,d
-0.04790393,-0.0119195145,-0.0119195145,0.9999544622851625,0.009543236138306032,-0.039856818,1.0,0.0,-0.04838071,-0.109548265,-0.109548265,0.9999617518517688,0.008746132490503338,0.2558218,1.0,0.0
-0.04838071,-0.109548265,-0.109548265,0.9999617518517688,0.008746132490503338,0.2558218,0.0,1.0,-0.052762643,-0.012050265,-0.012050265,0.9999039145903825,0.013862235996727073,-0.03408964,0.0,0.0
-0.052762643,-0.012050265,-0.012050265,0.9999039145903825,0.013862235996727073,-0.03408964,1.0,0.0,-0.05324465,-0.109709255,-0.109709255,0.999913133366611,0.013180505338030132,0.26293465,0.0,0.0
-0.05324465,-0.109709255,-0.109709255,0.999913133366611,0.013180505338030132,0.26293465,0.0,1.0,-0.057633024,-0.0122435775,-0.0122435775,0.9998299957618371,0.01843853505257331,-0.025561888,0.0,0.0
-0.057633024,-0.0122435775,-0.0122435775,0.9998299957618371,0.01843853505257331,-0.025561888,1.0,0.0,-0.058122765,-0.109934315,-0.109934315,0.9998392915633553,0.017927382577718132,0.27288142,0.0,0.0
-0.058122765,-0.109934315,-0.109934315,0.9998392915633553,0.017927382577718132,0.27288142,1.0,0.0,-0.06252014,-0.207620875,-0.207620875,0.9997265606192322,0.023383840412573405,0.57116467,0.0,0.0
-0.06252014,-0.207620875,-0.207620875,0.9997265606192322,0.023383840412573405,0.57116467,1.0,0.0,-0.07082497,-0.30534185,-0.30534185,0.9993942187067912,0.034802235782236825,0.8711223,0.0,0.0
-0.07082497,-0.30534185,-0.30534185,0.9993942187067912,0.034802235782236825,0.8711223,1.0,0.0,-0.08303864,-0.40313068,-0.40313068,0.9986362343241532,0.05220796390279133,1.1745429,0.0,0.0
-0.08303864,-0.40313068,-0.40313068,0.9986362343241532,0.05220796390279133,1.1745429,0.0,1.0,-0.099163875,-0.3059278,-0.3059278,0.997134415838513,0.07565022637366926,0.89868116,0.0,0.0
-0.099163875,-0.3059278,-0.3059278,0.997134415838513,0.07565022637366926,0.89868116,1.0,0.0,-0.111400984,-0.40395885,-0.40395885,0.9956137223176666,0.09355915739659186,1.2141727,0.0,0.0
-0.111400984,-0.40395885,-0.40395885,0.9956137223176666,0.09355915739659186,1.2141727,0.0,1.0,-0.12755933,-0.3070606,-0.3070606,0.9930484704886825,0.11770613943243646,0.95225936,0.0,0.0
-0.12755933,-0.3070606,-0.3070606,0.9930484704886825,0.11770613943243646,0.95225936,1.0,0.0,-0.13984177,-0.4053081,-0.4053081,0.9906267775757436,0.1365964404730161,1.2795585,0.0,0.0
-0.13984177,-0.4053081,-0.4053081,0.9906267775757436,0.1365964404730161,1.2795585,1.0,0.0,-0.1560541,-0.50359605,-0.50359605,0.9868071294011777,0.16190024509866377,1.6118181,0.0,0.0
-0.1560541,-0.50359605,-0.50359605,0.9868071294011777,0.16190024509866377,1.6118181,1.0,0.0,-0.17619793,-0.601909,-0.601909,0.9810762646122508,0.1936217007839587,1.9504642,0.0,0.0
-0.17619793,-0.601909,-0.601909,0.9810762646122508,0.1936217007839587,1.9504642,0.0,1.0,-0.20027429,-0.50561495,-0.50561495,0.9727787679761806,0.2317357731873617,1.7239738,0.0,1.0
-0.048483133,0.016829085,0.016829085,0.9992644287107741,-0.03834842256638608,-0.007898069,0.0,1.0,-0.04780997,0.114654315,0.114654315,0.9992583587274667,-0.038506265896466156,-0.31243232,1.0,0.0
-0.04780997,0.114654315,0.114654315,0.9992583587274667,-0.038506265896466156,-0.31243232,1.0,0.0,-0.0432238,0.017377975,0.017377975,0.9989982400676152,-0.044749484263033684,-0.032140575,0.0,0.0
-0.0432238,0.017377975,0.017377975,0.9989982400676152,-0.044749484263033684,-0.032140575,0.0,1.0,-0.042528678,0.115245155,0.115245155,0.9989692680766755,-0.045391645028036075,-0.33860433,0.0,0.0
-0.042528678,0.115245155,0.115245155,0.9989692680766755,-0.045391645028036075,-0.33860433,1.0,0.0,-0.037918873,0.0180214515,0.0180214515,0.9986389674508728,-0.052155658261157686,-0.060579017,0.0,0.0
-0.037918873,0.0180214515,0.0180214515,0.9986389674508728,-0.052155658261157686,-0.060579017,0.0,1.0,-0.037198015,0.11593633,0.11593633,0.9985750437498857,-0.053365550685005717,-0.36925763,0.0,0.0
-0.037198015,0.11593633,0.11593633,0.9985750437498857,-0.053365550685005717,-0.36925763,0.0,1.0,-0.03256056,0.213855475,0.213855475,0.9981537033159079,-0.06073865784439571,-0.67828596,0.0,0.0
-0.03256056,0.213855475,0.213855475,0.9981537033159079,-0.06073865784439571,-0.67828596,1.0,0.0,-0.02400634,0.11674182,0.11674182,0.9972379223227681,-0.07427332146449933,-0.40534005,0.0,0.0
-0.02400634,0.11674182,0.11674182,0.9972379223227681,-0.07427332146449933,-0.40534005,1.0,0.0,-0.019336669,0.0197451675,0.0197451675,0.9966030399704805,-0.08235521065237329,-0.13699017,0.0,0.0
-0.019336669,0.0197451675,0.0197451675,0.9966030399704805,-0.08235521065237329,-0.13699017,0.0,1.0,-0.018546863,0.117845245,0.117845245,0.9963736629465926,-0.08508539114554219,-0.45450312,0.0,0.0
-0.018546863,0.117845245,0.117845245,0.9963736629465926,-0.08508539114554219,-0.45450312,0.0,1.0,-0.013833052,0.21595359,0.21595359,0.9955590777959425,-0.09413884755026647,-0.77277595,0.0,0.0
-0.013833052,0.21595359,0.21595359,0.9955590777959425,-0.09413884755026647,-0.77277595,0.0,1.0,-0.0051949085,0.31409555,0.31409555,0.9939852671056133,-0.10951387481494156,-1.0935711,0.0,0.0
-0.0051949085,0.31409555,0.31409555,0.9939852671056133,-0.10951387481494156,-1.0935711,0.0,1.0,0.007368914,0.412287025,0.412287025,0.9913525026833793,-0.13122581843296083,-1.4185709,0.0,0.0
0.007368914,0.412287025,0.412287025,0.9913525026833793,-0.13122581843296083,-1.4185709,1.0,0.0,0.023860395,0.31565185,0.31565185,0.9872309776993844,-0.15929531277070777,-1.1697527,0.0,0.0
0.023860395,0.31565185,0.31565185,0.9872309776993844,-0.15929531277070777,-1.1697527,1.0,0.0,0.03648647,0.21929115,0.21929115,0.9832344384040044,-0.18234593260164103,-0.93119466,0.0,0.0
0.03648647,0.21929115,0.21929115,0.9832344384040044,-0.18234593260164103,-0.93119466,0.0,1.0,0.045258116,0.3178209,0.3178209,0.9796681299704725,-0.20062491151439169,-1.275438,0.0,0.0
0.045258116,0.3178209,0.3178209,0.9796681299704725,-0.20062491151439169,-1.275438,0.0,1.0,0.057970952,0.4163419,0.4163419,0.9742322805628433,-0.22554703170141993,-1.6239753,0.0,1.0
-0.02307131,-0.021815715,-0.021815715,0.999926223612521,0.012146906272896425,0.03541309,0.0,1.0,-0.023943938,0.07565712,0.07565712,0.9999173696349494,0.01285511191409993,-0.25341266,1.0,0.0
-0.023943938,0.07565712,0.07565712,0.9999173696349494,0.01285511191409993,-0.25341266,0.0,1.0,-0.020917654,0.17312515,0.17312515,0.9999696798100666,0.007787134296581842,-0.54201317,0.0,0.0
-0.020917654,0.17312515,0.17312515,0.9999696798100666,0.007787134296581842,-0.54201317,0.0,1.0,-0.013992649,0.27063095,0.27063095,0.9999953394464689,-0.0030530452570308735,-0.83223236,0.0,0.0
-0.013992649,0.27063095,0.27063095,0.9999953394464689,-0.0030530452570308735,-0.83223236,0.0,1.0,-0.00316741,0.36821273,0.36821273,0.9998060066587063,-0.019696422242905152,-1.1258739,0.0,0.0
-0.00316741,0.36821273,0.36821273,0.9998060066587063,-0.019696422242905152,-1.1258739,0.0,1.0,0.011561099,0.465899975,0.465899975,0.9991090717812654,-0.042202638358024555,-1.4246695,0.0,0.0
0.011561099,0.465899975,0.465899975,0.9991090717812654,-0.042202638358024555,-1.4246695,0.0,1.0,0.030197099,0.5637088,0.5637088,0.9975011907864114,-0.07064965944497688,-1.730242,0.0,0.0
0.030197099,0.5637088,0.5637088,0.9975011907864114,-0.07064965944497688,-1.730242,0.0,1.0,0.05274545,0.66163615,0.66163615,0.9944596668174194,-0.10511884261818716,-2.0440612,0.0,0.0
0.05274545,0.66163615,0.66163615,0.9944596668174194,-0.10511884261818716,-2.0440612,1.0,0.0,0.07921089,0.5646889,0.5646889,0.9893325862968322,-0.14567440987085267,-1.7857356,0.0,0.0
0.07921089,0.5646889,0.5646889,0.9893325862968322,-0.14567440987085267,-1.7857356,0.0,1.0,0.10179845,0.66290425,0.66290425,0.9835000713305663,-0.18090773806769858,-2.120067,0.0,0.0
0.10179845,0.66290425,0.66290425,0.9835000713305663,-0.18090773806769858,-2.120067,1.0,0.0,0.12831461,0.5664534,0.5664534,0.9749476671417286,-0.222434364105237,-1.8886756,0.0,1.0
0.044859078,-0.024114972,-0.024114972,0.9997343528134821,0.023048292878392006,-0.001536942,1.0,0.0,0.04389448,-0.12183738,-0.12183738,0.9997350607766041,0.023017564032706828,0.2983286,1.0,0.0
0.04389448,-0.12183738,-0.12183738,0.9997350607766041,0.023017564032706828,0.2983286,1.0,0.0,0.039020985,-0.21955858,-0.21955858,0.9995799304163892,0.028982110150344426,0.59818166,0.0,0.0
0.039020985,-0.21955858,-0.21955858,0.9995799304163892,0.028982110150344426,0.59818166,1.0,0.0,0.030238641,-0.317316235,-0.317316235,0.9991616739750769,0.04093835926514589,0.89985216,0.0,0.0
0.030238641,-0.317316235,-0.317316235,0.9991616739750769,0.04093835926514589,0.89985216,0.0,1.0,0.017545993,-0.220044315,-0.220044315,0.9982631378059335,0.05891271253177789,0.620317,0.0,0.0
0.017545993,-0.220044315,-0.220044315,0.9982631378059335,0.05891271253177789,0.620317,0.0,1.0,0.00874422,-0.12291866,-0.12291866,0.9974554417142636,0.07129264895207163,0.3467664,0.0,0.0
0.00874422,-0.12291866,-0.12291866,0.9974554417142636,0.07129264895207163,0.3467664,0.0,1.0,0.0038274738,-0.0258995035,-0.0258995035,0.9969370195209921,0.07820856160677611,0.077409595,0.0,0.0
0.0038274738,-0.0258995035,-0.0258995035,0.9969370195209921,0.07820856160677611,0.077409595,0.0,1.0,0.0027914937,0.07105921,0.07105921,0.9968147427622782,0.07975191917297772,-0.18958229,0.0,0.0
0.0027914937,0.07105921,0.07105921,0.9968147427622782,0.07975191917297772,-0.18958229,1.0,0.0,0.005633862,-0.027024775,-0.027024775,0.9971099675465431,0.07597178831205505,0.12717947,0.0,0.0
0.005633862,-0.027024775,-0.027024775,0.9971099675465431,0.07597178831205505,0.12717947,1.0,0.0,0.004552871,-0.125086935,-0.125086935,0.9969135010996173,0.07850777875665187,0.44285145,0.0,0.0
0.004552871,-0.125086935,-0.125086935,0.9969135010996173,0.07850777875665187,0.44285145,0.0,1.0,-0.00045060655,-0.028123401,-0.028123401,0.9961790622678669,0.0873342767709984,0.17593996,0.0,0.0
-0.00045060655,-0.028123401,-0.028123401,0.9961790622678669,0.0873342767709984,0.17593996,0.0,1.0,-0.0015755426,0.06876096,0.06876096,0.9958655842789662,0.09083907776234428,-0.08792629,0.0,0.0
-0.0015755426,0.06876096,0.06876096,0.9958655842789662,0.09083907776234428,-0.08792629,1.0,0.0,0.001174896,-0.0293890965,-0.0293890965,0.9960237870847325,0.0890876846785653,0.23201321,0.0,0.0
0.001174896,-0.0293890965,-0.0293890965,0.9960237870847325,0.0890876846785653,0.23201321,0.0,1.0,-6.67875e-07,0.06748168,0.06748168,0.9955996744322,0.09370852826982923,-0.031251807,0.0,0.0
-6.67875e-07,0.06748168,0.06748168,0.9955996744322,0.09370852826982923,-0.031251807,0.0,1.0,0.0026985994,0.164311485,0.164311485,0.9956580515289501,0.09308622038505183,-0.29291266,0.0,0.0
0.0026985994,0.164311485,0.164311485,0.9956580515289501,0.09308622038505183,-0.29291266,0.0,1.0,0.009271058,0.26115035,0.26115035,0.9961862866410807,0.0872518326928135,-0.5548005,0.0,0.0
0.009271058,0.26115035,0.26115035,0.9961862866410807,0.0872518326928135,-0.5548005,1.0,0.0,0.019717073,0.16303386,0.16303386,0.9970930882868881,0.07619300027243835,-0.23592158,0.0,0.0
0.019717073,0.16303386,0.16303386,0.9970930882868881,0.07619300027243835,-0.23592158,1.0,0.0,0.026238427,0.06497184,0.06497184,0.9974414989515444,0.07148745462874075,0.07981007,0.0,0.0
0.026238427,0.06497184,0.06497184,0.9974414989515444,0.07148745462874075,0.07981007,1.0,0.0,0.0288373,-0.03306356,-0.03306356,0.9973261203496331,0.07307947501418778,0.3941811,0.0,0.0
0.0288373,-0.03306356,-0.03306356,0.9973261203496331,0.07307947501418778,0.3941811,0.0,1.0,0.027514758,0.06394242,0.06394242,0.9967190026231355,0.08093966771578685,0.1254267,0.0,0.0
0.027514758,0.06394242,0.06394242,0.9967190026231355,0.08093966771578685,0.1254267,1.0,0.0,0.030072454,-0.034149412,-0.034149412,0.9965128267976946,0.08343971493040898,0.44253293,0.0,0.0
0.030072454,-0.034149412,-0.034149412,0.9965128267976946,0.08343971493040898,0.44253293,1.0,0.0,0.028706478,-0.132248685,-0.132248685,0.9957353096378958,0.09225612792830531,0.76033574,0.0,0.0
0.028706478,-0.132248685,-0.132248685,0.9957353096378958,0.09225612792830531,0.76033574,0.0,1.0,0.023416532,-0.035380735,-0.035380735,0.9942173243899074,0.10738673979115691,0.49809453,0.0,0.0
0.023416532,-0.035380735,-0.035380735,0.9942173243899074,0.10738673979115691,0.49809453,0.0,1.0,0.022001302,0.061346028,0.061346028,0.9930982353796399,0.11728552717980677,0.24116397,0.0,0.0
0.022001302,0.061346028,0.061346028,0.9930982353796399,0.11728552717980677,0.24116397,1.0,0.0,0.024455143,-0.0369479025,-0.0369479025,0.99252098431399,0.12207414016239593,0.5684925,0.0,0.0
0.024455143,-0.0369479025,-0.0369479025,0.99252098431399,0.12207414016239593,0.5684925,1.0,0.0,0.022977227,-0.13525125,-0.13525125,0.9910688975883534,0.13335081639422322,0.89708674,0.0,0.0
0.022977227,-0.13525125,-0.13525125,0.9910688975883534,0.13335081639422322,0.89708674,1.0,0.0,0.017567176,-0.23357962,-0.23357962,0.9885169690220401,0.15110990025633314,1.2286425,0.0,0.0
0.017567176,-0.23357962,-0.23357962,0.9885169690220401,0.15110990025633314,1.2286425,1.0,0.0,0.008223992,-0.33193612,-0.33193612,0.984505711194364,0.17535251531038712,1.56475,0.0,0.0
0.008223992,-0.33193612,-0.33193612,0.984505711194364,0.17535251531038712,1.56475,1.0,0.0,-0.005053453,-0.43030425,-0.43030425,0.9785368902001235,0.20607172178023717,1.9068356,0.0,0.0
-0.005053453,-0.43030425,-0.43030425,0.9785368902001235,0.20607172178023717,1.9068356,0.0,1.0,-0.022265624,-0.33412263,-0.33412263,0.9699683851278899,0.24323102567804472,1.6850688,0.0,1.0
-0.04490476,-0.022220385,-0.022220385,0.999062754699638,-0.043285241965027026,0.0018445452,1.0,0.0,-0.045793574,-0.11945793,-0.11945793,0.9990643508124154,-0.043248386510561676,0.28055793,1.0,0.0
-0.045793574,-0.11945793,-0.11945793,0.9990643508124154,-0.043248386510561676,0.28055793,1.0,0.0,-0.050571892,-0.216697425,-0.216697425,0.9992912953679406,-0.03764182516647349,0.55928844,0.0,0.0
-0.050571892,-0.216697425,-0.216697425,0.9992912953679406,-0.03764182516647349,0.55928844,1.0,0.0,-0.05923979,-0.313984335,-0.313984335,0.9996498236499034,-0.026461860794679066,0.83987564,0.0,0.0
-0.05923979,-0.313984335,-0.313984335,0.9996498236499034,-0.026461860794679066,0.83987564,1.0,0.0,-0.07179917,-0.411359725,-0.411359725,0.9999532706852008,-0.00966728741527968,1.1241198,0.0,0.0
-0.07179917,-0.411359725,-0.411359725,0.9999532706852008,-0.00966728741527968,1.1241198,1.0,0.0,-0.08825355,-0.5088567,-0.5088567,0.999917889562256,0.012814606250836982,1.4137547,0.0,0.0
-0.08825355,-0.5088567,-0.5088567,0.999917889562256,0.012814606250836982,1.4137547,1.0,0.0,-0.10860782,-0.60649585,-0.60649585,0.9991559225434226,0.04107849128683145,1.7104157,0.0,0.0
-0.10860782,-0.60649585,-0.60649585,0.9991559225434226,0.04107849128683145,1.7104157,1.0,0.0,-0.13286765,-0.7042805,-0.7042805,0.9971664169485843,0.07522723516069217,2.015599,0.0,0.0
-0.13286765,-0.7042805,-0.7042805,0.9971664169485843,0.07522723516069217,2.015599,0.0,1.0,-0.16103888,-0.6071485,-0.6071485,0.9933245641054705,0.11535298151620058,1.7471458,0.0,0.0
-0.16103888,-0.6071485,-0.6071485,0.9933245641054705,0.11535298151620058,1.7471458,0.0,1.0,-0.18532482,-0.5103317,-0.5103317,0.9886882484693456,0.14998515706101628,1.4925479,0.0,0.0
-0.18532482,-0.5103317,-0.5103317,0.9886882484693456,0.14998515706101628,1.4925479,0.0,1.0,-0.20573808,-0.413829925,-0.413829925,0.9837712450789391,0.1794272480863313,1.250413,0.0,0.0
-0.20573808,-0.413829925,-0.413829925,0.9837712450789391,0.1794272480863313,1.250413,1.0,0.0,-0.22229128,-0.51228785,-0.51228785,0.978976933851174,0.20397098565078833,1.5937449,0.0,0.0
-0.22229128,-0.51228785,-0.51228785,0.978976933851174,0.20397098565078833,1.5937449,1.0,0.0,-0.2427828,-0.6107283,-0.6107283,0.9719791996109816,0.235066874577418,1.9428251,0.0,1.0
0.043975044,0.015087105,0.015087105,0.9998090086849594,-0.019543442695665332,0.014965201,1.0,0.0,0.04457853,-0.08233104,-0.08233104,0.9998148133518018,-0.019244193989403996,0.30141804,1.0,0.0
0.04457853,-0.08233104,-0.08233104,0.9998148133518018,-0.019244193989403996,0.30141804,1.0,0.0,0.041285288,-0.17975226,-0.17975226,0.9999126564362384,-0.013216637190491326,0.5879698,0.0,0.0
0.041285288,-0.17975226,-0.17975226,0.9999126564362384,-0.013216637190491326,0.5879698,1.0,0.0,0.034095198,-0.27721945,-0.27721945,0.9999989376634102,-0.0014576254838368189,0.87646013,0.0,0.0
0.034095198,-0.27721945,-0.27721945,0.9999989376634102,-0.0014576254838368189,0.87646013,0.0,1.0,0.023006419,-0.17964858,-0.17964858,0.9998708549862013,0.016070885139365367,0.5833193,0.0,0.0
0.023006419,-0.17964858,-0.17964858,0.9998708549862013,0.016070885139365367,0.5833193,0.0,1.0,0.015820475,-0.08220201,-0.08220201,0.9996153273967421,0.027734405230764005,0.29574215,0.0,0.0
0.015820475,-0.08220201,-0.08220201,0.9996153273967421,0.027734405230764005,0.29574215,0.0,1.0,0.012532396,0.0151558735,0.0151558735,0.9994337977967074,0.03364645332944208,0.01193479,0.0,0.0
0.012532396,0.0151558735,0.0151558735,0.9994337977967074,0.03364645332944208,0.01193479,1.0,0.0,0.01313863,-0.08263813,-0.08263813,0.9994257379834295,0.033885015217310605,0.31504276,0.0,0.0
0.01313863,-0.08263813,-0.08263813,0.9994257379834295,0.033885015217310605,0.31504276,0.0,1.0,0.009833106,0.0146734675,0.0146734675,0.9991923958263155,0.040181539578116064,0.033237793,0.0,0.0
0.009833106,0.0146734675,0.0146734675,0.9991923958263155,0.040181539578116064,0.033237793,0.0,1.0,0.010420044,0.11193508,0.11193508,0.9991654642186292,0.040845747793023565,-0.24649802,0.0,0.0
0.010420044,0.11193508,0.11193508,0.9991654642186292,0.040845747793023565,-0.24649802,0.0,1.0,0.014897447,0.20919274,0.20919274,0.9993546893626877,0.03591942161012796,-0.52601886,0.0,0.0
0.014897447,0.20919274,0.20919274,0.9993546893626877,0.03591942161012796,-0.52601886,1.0,0.0,0.023265157,0.111388445,0.111388445,0.9996772652785674,0.025404040725145436,-0.22223501,0.0,0.0
0.023265157,0.111388445,0.111388445,0.9996772652785674,0.025404040725145436,-0.22223501,1.0,0.0,0.027720695,0.0136505885,0.0136505885,0.999780303771686,0.020960538881316687,0.07835272,0.0,0.0
0.027720695,0.0136505885,0.0136505885,0.999780303771686,0.020960538881316687,0.07835272,0.0,1.0,0.028266719,0.11105823,0.11105823,0.9997462299071871,0.022527223228037626,-0.2076436,0.0,0.0
0.028266719,0.11105823,0.11105823,0.9997462299071871,0.022527223228037626,-0.2076436,0.0,1.0,0.032709047,0.208454565,0.208454565,0.9998311613406311,0.018375222780826553,-0.49313545,0.0,0.0
0.032709047,0.208454565,0.208454565,0.9998311613406311,0.018375222780826553,-0.49313545,1.0,0.0,0.04104723,0.11076644,0.11076644,0.9999637599691179,0.008513445156004048,-0.19471824,0.0,0.0
0.04104723,0.11076644,0.11076644,0.9999637599691179,0.008513445156004048,-0.19471824,1.0,0.0,0.045477886,0.013145094,0.013145094,0.9999893315931755,0.00461916657354717,0.10063813,0.0,0.0
0.045477886,0.013145094,0.013145094,0.9999893315931755,0.00461916657354717,0.10063813,0.0,1.0,0.04600369,0.110672815,0.110672815,0.9999780087287192,0.00663189708495639,-0.19058388,0.0,0.0
0.04600369,0.110672815,0.110672815,0.9999780087287192,0.00663189708495639,-0.19058388,0.0,1.0,0.050430603,0.20818605,0.20818605,0.9999960230468401,0.002820264261307764,-0.48116735,0.0,0.0
0.050430603,0.20818605,0.20818605,0.9999960230468401,0.002820264261307764,-0.48116735,0.0,1.0,0.058758046,0.30572705,0.30572705,0.9999768591473103,-0.006803026523569384,-0.77296007,0.0,0.0
0.058758046,0.30572705,0.30572705,0.9999768591473103,-0.006803026523569384,-0.77296007,0.0,1.0,0.07098713,0.4033345,0.4033345,0.999752205678948,-0.02226044114743567,-1.0677757,0.0,0.0
0.07098713,0.4033345,0.4033345,0.999752205678948,-0.02226044114743567,-1.0677757,1.0,0.0,0.08712051,0.305924265,0.305924265,0.9990488947411705,-0.04360396675126753,-0.78216195,0.0,0.0
0.08712051,0.305924265,0.305924265,0.9990488947411705,-0.04360396675126753,-0.78216195,1.0,0.0,0.09935748,0.208676175,0.208676175,0.9982445786899111,-0.059226354912334786,-0.50351477,0.0,0.0
0.09935748,0.208676175,0.208676175,0.9982445786899111,-0.059226354912334786,-0.50351477,1.0,0.0,0.10770453,0.11155675,0.11155675,0.9975975459212453,-0.06927579932349331,-0.23008052,0.0,0.0
0.10770453,0.11155675,0.11155675,0.9975975459212453,-0.06927579932349331,-0.23008052,1.0,0.0,0.11216679,0.014523628,0.014523628,0.9972682048824388,-0.07386560451629688,0.03995243,0.0,0.0
0.11216679,0.014523628,0.014523628,0.9972682048824388,-0.07386560451629688,0.03995243,1.0,0.0,0.112747744,-0.08247046,-0.08247046,0.997326908819112,-0.0730687138610953,0.3084233,0.0,0.0
0.112747744,-0.08247046,-0.08247046,0.997326908819112,-0.0730687138610953,0.3084233,0.0,1.0,0.109448925,0.015571381,0.015571381,0.9977586540348595,-0.06691538162893171,-0.0063981963,0.0,0.0
0.109448925,0.015571381,0.015571381,0.9977586540348595,-0.06691538162893171,-0.0063981963,1.0,0.0,0.11007178,-0.081479045,-0.081479045,0.9977500827036878,-0.06704306425562617,0.26442736,0.0,0.0
0.11007178,-0.081479045,-0.081479045,0.9977500827036878,-0.06704306425562617,0.26442736,1.0,0.0,0.10681262,-0.178530725,-0.178530725,0.9980906886405271,-0.061765502095251355,0.5352167,0.0,0.0
0.10681262,-0.178530725,-0.178530725,0.9980906886405271,-0.061765502095251355,0.5352167,1.0,0.0,0.099671386,-0.27563115,-0.27563115,0.9986946531794542,-0.05107827043635808,0.80780274,0.0,0.0
0.099671386,-0.27563115,-0.27563115,0.9986946531794542,-0.05107827043635808,0.80780274,0.0,1.0,0.08864614,-0.177739335,-0.177739335,0.9993895047647299,-0.034937340570055056,0.49949363,0.0,0.0
