x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, x11, x12, a1, a2, a3, a4, y1, y2, y3, y4, y5, y6, y7, y8, y9, y10, y11, y12, r, d
0.2221000665446783,-0.6631261938708555,0.5783251644179045,-0.06802040550722149,0.09973976594200035,0.2103017717933707,0.345604207466794,-0.3003759103454068,1.209387825137818,-2.460245811312956,-0.005129526402188528,0.04135510751771504,0.8723533,0.19615506,0.1961924442341915,-0.4138745702686517,0.19333764744786447,-0.5904428219706441,0.47332813589043327,-0.030092422075415362,0.07622149552243754,0.1772187482433363,1.089635055751919,-1.129621957288482,2.4296189879192265,-2.845835481160593,1.6133305951310821,-1.1776919879629282,1,0
0.19333764744786447,-0.5904428219706441,0.47332813589043327,-0.030092422075415362,0.07622149552243754,0.1772187482433363,1.089635055751919,-1.129621957288482,2.4296189879192265,-2.845835481160593,1.6133305951310821,-1.1776919879629282,-0.46377954,-0.6453639,0.8859034575839881,-0.9853991298481328,0.15543309464493776,-0.49292323582302516,0.3264257008058102,0.10357957117806346,-0.04230906091480335,0.15889546282867278,0.9246454467353883,-0.8363389100908256,2.5531281227833986,-4.468665779433339,4.812196160028437,-4.470989058169621,0,0
0.15543309464493776,-0.49292323582302516,0.3264257008058102,0.10357957117806346,-0.04230906091480335,0.15889546282867278,0.9246454467353883,-0.8363389100908256,2.5531281227833986,-4.468665779433339,4.812196160028437,-4.470989058169621,0.38561898,0.9123727,-0.1015598420826886,0.34807692452153094,0.11746165574189704,-0.3988758970671633,0.19000120603019002,0.23891623975533455,-0.16691126864350234,-0.05738062996118123,0.991921229913735,-1.0018114029520153,2.071264223760726,-2.4197227760887805,2.1555815345479377,-1.9994869369299666,0,0
0.11746165574189704,-0.3988758970671633,0.19000120603019002,0.23891623975533455,-0.16691126864350234,-0.05738062996118123,0.991921229913735,-1.0018114029520153,2.071264223760726,-2.4197227760887805,2.1555815345479377,-1.9994869369299666,-0.7152967,-0.9182068,-0.3143634520588432,0.5742843993344096,0.08992980737167854,-0.3311554185801813,0.09927415855053512,0.30842460366611946,-0.21210235804061298,-0.048224164691306144,0.4996942283130919,-0.38339182879712075,1.324066112398501,-2.1251701745790563,1.3507027486809047,-0.33033907264048873,0,0
0.08992980737167854,-0.3311554185801813,0.09927415855053512,0.30842460366611946,-0.21210235804061298,-0.048224164691306144,0.4996942283130919,-0.38339182879712075,1.324066112398501,-2.1251701745790563,1.3507027486809047,-0.33033907264048873,0.87361926,0.2609376,0.5168108944088441,-0.9845357866532702,0.05282174198058302,-0.24141202233101267,-0.01334121212932251,0.3987170524230227,-0.2773602135415205,-0.1794952029637757,1.5103016392019337,-1.4364641238413691,3.0809189326992796,-3.391242067503676,3.0002586374135003,-2.744352428345635,0,0
0.05282174198058302,-0.24141202233101267,-0.01334121212932251,0.3987170524230227,-0.2773602135415205,-0.1794952029637757,1.5103016392019337,-1.4364641238413691,3.0809189326992796,-3.391242067503676,3.0002586374135003,-2.744352428345635,0.37859678,-0.4176326,0.424450082258653,0.10245701326564638,-0.013149058282173626,-0.10011616258741371,-0.16368526256989416,0.5217731832421105,-0.37685508473214563,-0.27291477935364317,1.9416162850318994,-1.8182286874480804,3.886543904816587,-4.0271629173283365,3.085803094182556,-2.21861657209545,0,0
-0.013149058282173626,-0.10011616258741371,-0.16368526256989416,0.5217731832421105,-0.37685508473214563,-0.27291477935364317,1.9416162850318994,-1.8182286874480804,3.886543904816587,-4.0271629173283365,3.085803094182556,-2.21861657209545,0.502559,0.760837,-0.8769049814884018,-0.36990991023431463,-0.08165400931161998,0.03268723324785211,-0.2801944299559158,0.6058578740717357,-0.4525091285908065,-0.14751549947133547,1.6477397498000417,-1.6435300163399054,2.866665207763424,-1.9702252343803834,1.2807427084640335,-1.6552063070974508,0,0
-0.08165400931161998,0.03268723324785211,-0.2801944299559158,0.6058578740717357,-0.4525091285908065,-0.14751549947133547,1.6477397498000417,-1.6435300163399054,2.866665207763424,-1.9702252343803834,1.2807427084640335,-1.6552063070974508,-0.002411659,0.16335797,0.5982452638677476,-0.9040035804274134,-0.1389598772355213,0.13214275437464462,-0.3537528988049365,0.672648904285257,-0.5495834809733736,-0.2762323933233797,1.2425789913339396,-1.2404237232816853,2.1322790917463665,-1.7024047206794164,2.0047741363618927,-3.092374274023873,0,0
-0.1389598772355213,0.13214275437464462,-0.3537528988049365,0.672648904285257,-0.5495834809733736,-0.2762323933233797,1.2425789913339396,-1.2404237232816853,2.1322790917463665,-1.7024047206794164,2.0047741363618927,-3.092374274023873,0.6036948,-0.36101267,0.8678127826924538,0.12094452049466708,-0.2010154731842853,0.24413697816887875,-0.44681136996447823,0.7632153967390354,-0.6614654335625076,-0.3351518085720289,1.8263229774896308,-1.7979241908875323,3.3397421699406373,-2.8420191657413034,2.4671497169076817,-2.514554217006357,0,0
-0.2010154731842853,0.24413697816887875,-0.44681136996447823,0.7632153967390354,-0.6614654335625076,-0.3351518085720289,1.8263229774896308,-1.7979241908875323,3.3397421699406373,-2.8420191657413034,2.4671497169076817,-2.514554217006357,0.04199259,-0.09978583,-0.466742305688187,-0.40991215448043716,-0.2658784228499602,0.3634310285430967,-0.545164879944549,0.8499207318221218,-0.75918222246467,-0.29820471509093865,1.4977453418009292,-1.474045091356777,2.6825757564970125,-2.1290180753336014,1.9060233442776053,-2.3851559073244593,0,0
-0.2658784228499602,0.3634310285430967,-0.545164879944549,0.8499207318221218,-0.75918222246467,-0.29820471509093865,1.4977453418009292,-1.474045091356777,2.6825757564970125,-2.1290180753336014,1.9060233442776053,-2.3851559073244593,0.028199723,0.6297181,-0.7972930203834918,0.13251374585361297,-0.3185236251465624,0.45327041074149044,-0.6060431900729305,0.9044663414149366,-0.8404586719829537,-0.10997758166294774,1.1380074216106193,-1.1885596787478832,1.8728309164577477,-0.9770601519395047,0.8721743167903588,-1.7260484693107505,0,0
-0.3185236251465624,0.45327041074149044,-0.6060431900729305,0.9044663414149366,-0.8404586719829537,-0.10997758166294774,1.1380074216106193,-1.1885596787478832,1.8728309164577477,-0.9770601519395047,0.8721743167903588,-1.7260484693107505,-0.21291558,0.45670825,-0.5991576830694003,0.683408378820777,-0.35873156763727226,0.5134144883400015,-0.6305827771868429,0.9228886539593338,-0.8874534948306693,0.03282479226542883,0.7660651153319171,-0.844351238673621,1.171501472693959,-0.2720585643369422,0.06864608304884179,-0.6641386546174411,0,0
-0.35873156763727226,0.5134144883400015,-0.6305827771868429,0.9228886539593338,-0.8874534948306693,0.03282479226542883,0.7660651153319171,-0.844351238673621,1.171501472693959,-0.2720585643369422,0.06864608304884179,-0.6641386546174411,-0.5380678,0.5317372,-0.346962102983035,0.978246088836147,-0.3800756021315699,0.537849958947794,-0.6261417524635859,0.9123442566592005,-0.8914415374917224,0.10548099356005033,0.15974270356664952,-0.24016604192804392,0.07486122912009036,0.48775051286300053,-0.5952787255696546,0.4560678056588514,0,0
-0.3800756021315699,0.537849958947794,-0.6261417524635859,0.9123442566592005,-0.8914415374917224,0.10548099356005033,0.15974270356664952,-0.24016604192804392,0.07486122912009036,0.48775051286300053,-0.5952787255696546,0.4560678056588514,0.69050175,0.55195665,0.3371775421882454,0.5983908646771297,-0.4022808669309181,0.5587011664247185,-0.6115255854665502,0.8835730635592739,-0.8590989796768882,0.27699186282894256,0.6614110962075153,-0.8550835897662059,0.9460287321432628,0.2518315911139768,-0.8459812501478832,1.1567555319167024,0,0
-0.4022808669309181,0.5587011664247185,-0.6115255854665502,0.8835730635592739,-0.8590989796768882,0.27699186282894256,0.6614110962075153,-0.8550835897662059,0.9460287321432628,0.2518315911139768,-0.8459812501478832,1.1567555319167024,-0.64218163,0.10324449,0.4487807329020037,-0.4110550778426121,-0.4190550457093234,0.5680474606423799,-0.5911054710251786,0.8598478637377533,-0.8320406341567135,0.046553826932821674,-0.12269833245140038,0.0008937013204586564,-0.4545987363022014,0.7590685715589827,-0.34025055010607397,0.2016244931961592,0,0
-0.4190550457093234,0.5680474606423799,-0.5911054710251786,0.8598478637377533,-0.8320406341567135,0.046553826932821674,-0.12269833245140038,0.0008937013204586564,-0.4545987363022014,0.7590685715589827,-0.34025055010607397,0.2016244931961592,-0.9391182,0.48711962,0.8479358046865677,0.3128009727761947,-0.3953979104326012,0.5106677339971872,-0.5459440654346895,0.8536901367631332,-0.8290943514280763,-0.21448949403044895,-1.2287061257967382,1.1677747972729988,-2.3944379054263596,1.5040158174059528,0.009450690454240893,-0.042176455504910365,0,0
-0.3953979104326012,0.5106677339971872,-0.5459440654346895,0.8536901367631332,-0.8290943514280763,-0.21448949403044895,-1.2287061257967382,1.1677747972729988,-2.3944379054263596,1.5040158174059528,0.009450690454240893,-0.042176455504910365,-0.13218692,0.877686,-0.5428492600006332,-0.12259726842922336,-0.3455151136927241,0.4004370084581628,-0.4609214661075577,0.8371957886032345,-0.8333612409192478,-0.1032357711999192,-1.5006136230093858,1.332383972693741,-3.1236024257619484,2.753666547102947,-0.855155492908519,-0.14752130905182959,0,0
-0.3455151136927241,0.4004370084581628,-0.4609214661075577,0.8371957886032345,-0.8333612409192478,-0.1032357711999192,-1.5006136230093858,1.332383972693741,-3.1236024257619484,2.753666547102947,-0.855155492908519,-0.14752130905182959,0.08258968,0.8865561,0.6330262544479641,-0.10041667946899246,-0.2915085631886643,0.26944319517353144,-0.3412213803862143,0.8010544950967233,-0.8456452255984342,-0.17303784587743332,-1.6066292039792833,1.36381994641026,-3.407976573870885,3.214535510904903,-0.962694025408664,-0.4442181831923522,0,0
-0.2915085631886643,0.26944319517353144,-0.3412213803862143,0.8010544950967233,-0.8456452255984342,-0.17303784587743332,-1.6066292039792833,1.36381994641026,-3.407976573870885,3.214535510904903,-0.962694025408664,-0.4442181831923522,-0.22304204,-0.0756246,0.0782017935317604,-0.1862591157643667,-0.23657045777720878,0.13595072701110755,-0.2173100525322439,0.7628468593352752,-0.8637463704964983,-0.26779289001472517,-1.562388980470958,1.3738823305910595,-3.2532805588366482,2.9709627049373415,-0.9366555477290067,-0.46432760417800933,0,0
-0.23657045777720878,0.13595072701110755,-0.2173100525322439,0.7628468593352752,-0.8637463704964983,-0.26779289001472517,-1.562388980470958,1.3738823305910595,-3.2532805588366482,2.9709627049373415,-0.9366555477290067,-0.46432760417800933,0.728401,0.48242876,-0.3591489503916316,-0.3657815037633221,-0.20105829659432892,0.034578923701358386,-0.10387257585998048,0.7174279888298055,-0.883581626683304,-0.1485509437753877,-0.682437452075802,0.43834551944906,-1.870544747342363,2.7125375625138046,-1.3180695126731885,-0.5326600960409833,0,0
-0.20105829659432892,0.034578923701358386,-0.10387257585998048,0.7174279888298055,-0.883581626683304,-0.1485509437753877,-0.682437452075802,0.43834551944906,-1.870544747342363,2.7125375625138046,-1.3180695126731885,-0.5326600960409833,0.42452607,-0.4437388,0.960886058777227,-0.676103389417275,-0.20168005515971085,0.003709783456693816,-0.04449983917742487,0.7016776183789644,-0.9256871054479374,-0.16395260095797964,0.3152710501719258,-0.4570213189783096,0.2900754206246371,0.29189850388809424,0.5315786750053195,-1.5831631965582047,0,0
-0.20168005515971085,0.003709783456693816,-0.04449983917742487,0.7016776183789644,-0.9256871054479374,-0.16395260095797964,0.3152710501719258,-0.4570213189783096,0.2900754206246371,0.29189850388809424,0.5315786750053195,-1.5831631965582047,0.74276227,0.421731,-0.0967039878706752,0.11288967556202811,-0.23499617145860624,0.037059008606358426,-0.03765550562058303,0.717259967846595,-0.9824030430604554,0.027408008238933232,0.9656142201225124,-1.1822988965811758,1.3412962196760074,0.057885979625803156,0.2522950764241667,-1.2606294334050971,0,0
-0.23499617145860624,0.037059008606358426,-0.03765550562058303,0.717259967846595,-0.9824030430604554,0.027408008238933232,0.9656142201225124,-1.1822988965811758,1.3412962196760074,0.057885979625803156,0.2522950764241667,-1.2606294334050971,-0.8533937,0.86789405,-0.5235829413966475,0.4825909679394489,-0.24729218817768786,0.0186483562292768,0.027911602138909083,0.6892597065263347,-1.016089022157563,-0.27585085968069345,-0.7690976653332166,0.5240701428408807,-2.1656723797670425,3.1454902625871286,-1.652280035134918,-0.3887175869318201,0,0
-0.24729218817768786,0.0186483562292768,0.027911602138909083,0.6892597065263347,-1.016089022157563,-0.27585085968069345,-0.7690976653332166,0.5240701428408807,-2.1656723797670425,3.1454902625871286,-1.652280035134918,-0.3887175869318201,-0.57236177,0.81494164,-0.1072665667683638,-0.32601015996461347,-0.2068660752691561,-0.10599629903257693,0.18555491489065162,0.604430598316755,-1.0296765102639571,-0.6328262513188873,-1.6070203647914751,1.415686277452459,-3.8918148074296672,4.591655020281609,-2.561341231313335,-0.2277994950690453,0,0
