x1,x2,a,x11,x12,r,d
-0.3551924,0.00763029,0,-0.3497721,0.005420292,0,0
-0.3497721,0.005420292,1,-0.3455972,0.004174882,0,1
-0.4457867,0.0,0,-0.44736502,-0.0015783047,1,0
-0.44736502,-0.0015783047,2,-0.4485101,-0.0011450868,0,0
-0.4485101,-0.0011450868,1,-0.4502136,-0.001703501,0,0
-0.4502136,-0.001703501,1,-0.45246306,-0.0022494546,0,0
-0.45246306,-0.0022494546,1,-0.45524198,-0.002778932,0,0
-0.45524198,-0.002778932,1,-0.45853,-0.0032880222,0,0
-0.45853,-0.0032880222,2,-0.46130297,-0.0027729445,0,0
-0.46130297,-0.0027729445,2,-0.4635404,-0.0022374482,0,0
-0.4635404,-0.0022374482,2,-0.46522585,-0.0016854528,0,0
-0.46522585,-0.0016854528,1,-0.46734688,-0.0021210155,0,0
-0.46734688,-0.0021210155,2,-0.46888778,-0.0015409052,0,0
-0.46888778,-0.0015409052,0,-0.47183716,-0.0029493978,0,0
-0.47183716,-0.0029493978,2,-0.47417322,-0.0023360515,0,0
-0.47417322,-0.0023360515,0,-0.4778786,-0.0037053863,0,0
-0.4778786,-0.0037053863,0,-0.48292583,-0.0050472133,0,0
-0.48292583,-0.0050472133,0,-0.48927733,-0.006351504,0,0
-0.48927733,-0.006351504,0,-0.49688578,-0.0076084607,0,0
-0.49688578,-0.0076084607,0,-0.5056944,-0.008808593,0,0
-0.5056944,-0.008808593,1,-0.5146372,-0.008942812,0,0
-0.5146372,-0.008942812,0,-0.52464724,-0.010010016,0,0
-0.52464724,-0.010010016,0,-0.53564936,-0.011002152,0,0
-0.53564936,-0.011002152,0,-0.54756117,-0.011911793,0,0
-0.54756117,-0.011911793,2,-0.5582934,-0.01073223,0,0
-0.5582934,-0.01073223,2,-0.5677659,-0.009472489,0,0
-0.5677659,-0.009472489,0,-0.5779081,-0.010142205,0,0
-0.5779081,-0.010142205,2,-0.58664477,-0.008736685,0,0
-0.58664477,-0.008736685,2,-0.5939114,-0.007266654,0,0
-0.5939114,-0.007266654,0,-0.60165465,-0.0077432115,0,0
-0.60165465,-0.0077432115,2,-0.60781777,-0.0061631277,0,0
-0.60781777,-0.0061631277,2,-0.61235595,-0.0045381845,0,0
-0.61235595,-0.0045381845,0,-0.61723626,-0.004880344,0,0
-0.61723626,-0.004880344,0,-0.6224235,-0.005187263,0,0
-0.6224235,-0.005187263,0,-0.62788045,-0.005456887,0,0
-0.62788045,-0.005456887,0,-0.6335679,-0.00568747,0,0
-0.6335679,-0.00568747,0,-0.6394455,-0.005877582,0,0
-0.6394455,-0.005877582,2,-0.6434716,-0.004026117,0,0
-0.6434716,-0.004026117,2,-0.6456179,-0.002146324,0,0
-0.6456179,-0.002146324,2,-0.64586943,-0.00025148157,0,0
-0.64586943,-0.00025148157,0,-0.64622426,-0.00035487846,0,0
-0.64622426,-0.00035487846,0,-0.64668006,-0.00045579133,0,0
-0.64668006,-0.00045579133,1,-0.6462336,0.00044648466,0,0
-0.6462336,0.00044648466,2,-0.64388794,0.002345637,0,0
-0.64388794,0.002345637,0,-0.6416596,0.002228352,0,0
-0.6416596,0.002228352,1,-0.63856417,0.0030954112,0,0
-0.63856417,0.0030954112,0,-0.6356235,0.002940659,0,0
-0.6356235,0.002940659,0,-0.6328584,0.0027651177,0,0
-0.6328584,0.0027651177,2,-0.62828845,0.00456997,0,0
-0.62828845,0.00456997,0,-0.62394613,0.004342298,0,0
-0.62394613,0.004342298,0,-0.61986256,0.0040835873,0,0
-0.61986256,0.0040835873,0,-0.616067,0.0037955719,0,0
-0.616067,0.0037955719,2,-0.61058676,0.005480223,0,0
-0.61058676,0.005480223,0,-0.60546154,0.005125253,0,0
-0.60546154,0.005125253,2,-0.5987284,0.00673307,0,0
-0.5987284,0.00673307,2,-0.59043664,0.008291784,0,0
-0.59043664,0.008291784,2,-0.58064693,0.0097897155,0,0
-0.58064693,0.0097897155,2,-0.5694314,0.011215491,0,0
-0.5694314,0.011215491,0,-0.5588733,0.010558154,0,0
-0.5588733,0.010558154,1,-0.54805106,0.01082222,0,0
-0.54805106,0.01082222,1,-0.53704566,0.011005447,0,0
-0.53704566,0.011005447,2,-0.52493936,0.012106271,0,0
-0.52493936,0.012106271,2,-0.51182306,0.013116326,0,0
-0.51182306,0.013116326,2,-0.49779502,0.014028027,0,0
-0.49779502,0.014028027,0,-0.48496032,0.012834691,0,0
-0.48496032,0.012834691,2,-0.47141477,0.013545551,0,0
-0.47141477,0.013545551,2,-0.457259,0.014155768,0,0
-0.457259,0.014155768,2,-0.4425975,0.014661497,0,0
-0.4425975,0.014661497,2,-0.42753756,0.01505995,0,0
-0.42753756,0.01505995,1,-0.41318813,0.0143494215,0,0
-0.41318813,0.0143494215,2,-0.39865172,0.0145364,0,0
-0.39865172,0.0145364,0,-0.38603064,0.012621089,0,0
-0.38603064,0.012621089,1,-0.37441227,0.011618368,0,0
-0.37441227,0.011618368,2,-0.36287582,0.011536452,0,0
-0.36287582,0.011536452,2,-0.35149863,0.011377197,0,0
-0.35149863,0.011377197,0,-0.34235558,0.009143031,0,0
-0.34235558,0.009143031,2,-0.3335059,0.008849704,0,0
-0.3335059,0.008849704,0,-0.32700586,0.0065000365,0,0
-0.32700586,0.0065000365,1,-0.32189626,0.0051095937,0,0
-0.32189626,0.0051095937,2,-0.3172088,0.004687467,0,0
-0.3172088,0.004687467,1,-0.3139722,0.0032365688,0,0
-0.3139722,0.0032365688,2,-0.31120625,0.002765971,0,0
-0.31120625,0.002765971,2,-0.3089276,0.0022786479,0,0
-0.3089276,0.0022786479,0,-0.30914998,-0.00022237671,0,0
-0.30914998,-0.00022237671,2,-0.30987203,-0.00072206726,0,0
-0.30987203,-0.00072206726,0,-0.31308946,-0.0032174215,0,0
-0.31308946,-0.0032174215,1,-0.31778282,-0.004693368,0,0
-0.31778282,-0.004693368,0,-0.3249236,-0.0071407584,0,0
-0.3249236,-0.0071407584,2,-0.33246773,-0.007544153,0,0
-0.33246773,-0.007544153,2,-0.34036812,-0.007900367,0,0
-0.34036812,-0.007900367,0,-0.35057455,-0.010206428,0,0
-0.35057455,-0.010206428,1,-0.36202115,-0.011446617,0,0
-0.36202115,-0.011446617,1,-0.37463272,-0.012611547,0,0
-0.37463272,-0.012611547,1,-0.38832468,-0.013691973,0,0
-0.38832468,-0.013691973,0,-0.4040036,-0.015678909,0,0
-0.4040036,-0.015678909,0,-0.42156035,-0.017556751,0,0
-0.42156035,-0.017556751,0,-0.4408705,-0.019310145,0,0
-0.4408705,-0.019310145,0,-0.46179473,-0.020924257,0,0
-0.46179473,-0.020924257,0,-0.48417988,-0.022385135,0,0
-0.48417988,-0.022385135,0,-0.50785995,-0.023680089,0,0
-0.50785995,-0.023680089,1,-0.53165805,-0.023798086,0,0
-0.53165805,-0.023798086,2,-0.5543957,-0.022737646,0,0
-0.5543957,-0.022737646,2,-0.5759027,-0.021506999,0,0
-0.5759027,-0.021506999,1,-0.597019,-0.021116327,0,0
-0.597019,-0.021116327,0,-0.61858916,-0.021570116,0,0
-0.61858916,-0.021570116,0,-0.64045644,-0.021867292,0,0
-0.64045644,-0.021867292,0,-0.66246516,-0.022008702,0,0
-0.66246516,-0.022008702,1,-0.6834622,-0.020997072,0,0
-0.6834622,-0.020997072,1,-0.7033057,-0.019843532,0,0
-0.7033057,-0.019843532,1,-0.72186583,-0.018560078,0,0
-0.72186583,-0.018560078,2,-0.738025,-0.016159218,0,0
-0.738025,-0.016159218,2,-0.75168467,-0.013659662,0,0
-0.75168467,-0.013659662,0,-0.76476413,-0.013079417,0,0
-0.76476413,-0.013079417,0,-0.7771885,-0.0124243945,0,0
-0.7771885,-0.0124243945,2,-0.7868892,-0.009700698,0,0
-0.7868892,-0.009700698,2,-0.79381424,-0.006925041,0,0
-0.79381424,-0.006925041,2,-0.79792744,-0.004113209,0,0
-0.79792744,-0.004113209,2,-0.7992077,-0.0012802599,0,0
-0.7992077,-0.0012802599,2,-0.7976485,0.0015592055,0,0
-0.7976485,0.0015592055,2,-0.7932578,0.0043907315,0,0
-0.7932578,0.0043907315,2,-0.78605807,0.007199685,0,0
-0.78605807,0.007199685,0,-0.77808714,0.007970948,0,0
-0.77808714,0.007970948,2,-0.7673876,0.010699521,0,0
-0.7673876,0.010699521,1,-0.75501835,0.012369239,0,0
-0.75501835,0.012369239,1,-0.7410496,0.013968779,0,0
-0.7410496,0.013968779,1,-0.72556317,0.015486423,0,0
-0.72556317,0.015486423,2,-0.707653,0.017910164,0,0
-0.707653,0.017910164,1,-0.6884315,0.019221488,0,0
-0.6884315,0.019221488,2,-0.66702354,0.021407964,0,0
-0.66702354,0.021407964,0,-0.6455728,0.021450764,0,0
-0.6455728,0.021450764,2,-0.6222275,0.02334529,0,0
-0.6222275,0.02334529,0,-0.5991532,0.02307426,0,0
-0.5991532,0.02307426,2,-0.5745172,0.024636079,0,0
-0.5745172,0.024636079,1,-0.5495007,0.025016483,0,0
-0.5495007,0.025016483,0,-0.52529013,0.024210552,0,0
-0.52529013,0.024210552,1,-0.5010669,0.024223236,0,0
-0.5010669,0.024223236,1,-0.47701252,0.024054376,0,0
-0.47701252,0.024054376,1,-0.4533064,0.023706116,0,0
-0.4533064,0.023706116,0,-0.43112358,0.022182822,0,0
-0.43112358,0.022182822,0,-0.41062546,0.02049812,0,0
-0.41062546,0.02049812,1,-0.39095852,0.01966695,0,0
-0.39095852,0.01966695,1,-0.37226033,0.018698193,0,0
-0.37226033,0.018698193,2,-0.3536586,0.01860175,0,0
-0.3536586,0.01860175,1,-0.3362769,0.017381696,0,0
-0.3362769,0.017381696,1,-0.32022732,0.01604957,0,0
-0.32022732,0.01604957,0,-0.30661014,0.013617167,0,0
-0.30661014,0.013617167,2,-0.29350787,0.01310228,0,0
-0.29350787,0.01310228,0,-0.28299746,0.010510411,0,0
-0.28299746,0.010510411,0,-0.27513888,0.007858561,0,0
-0.27513888,0.007858561,1,-0.26897597,0.006162934,0,0
-0.26897597,0.006162934,0,-0.26554233,0.0034336336,0,0
-0.26554233,0.0034336336,1,-0.2638565,0.0016858275,0,0
-0.2638565,0.0016858275,0,-0.2649275,-0.0010709964,0,0
-0.2649275,-0.0010709964,0,-0.2687496,-0.0038220964,0,0
-0.2687496,-0.0038220964,1,-0.2743022,-0.005552623,0,0
-0.2743022,-0.005552623,0,-0.28255507,-0.008252855,0,0
-0.28255507,-0.008252855,2,-0.29146227,-0.008907194,0,0
-0.29146227,-0.008907194,1,-0.30197313,-0.010510863,0,0
-0.30197313,-0.010510863,0,-0.3150264,-0.013053268,0,0
-0.3150264,-0.013053268,2,-0.32854387,-0.013517465,0,0
-0.32854387,-0.013517465,0,-0.34444216,-0.015898308,0,0
-0.34444216,-0.015898308,1,-0.3616204,-0.017178217,0,0
-0.3616204,-0.017178217,1,-0.3799662,-0.018345807,0,0
-0.3799662,-0.018345807,2,-0.3983562,-0.018390022,0,0
-0.3983562,-0.018390022,2,-0.41666362,-0.018307397,0,0
-0.41666362,-0.018307397,1,-0.43575934,-0.019095724,0,0
-0.43575934,-0.019095724,0,-0.45650625,-0.020746922,0,0
-0.45650625,-0.020746922,2,-0.476753,-0.020246726,0,0
-0.476753,-0.020246726,2,-0.4963499,-0.019596914,0,0
-0.4963499,-0.019596914,1,-0.51615095,-0.019801052,0,0
-0.51615095,-0.019801052,1,-0.5360079,-0.019856906,0,0
-0.5360079,-0.019856906,1,-0.5557717,-0.019763859,0,0
-0.5557717,-0.019763859,1,-0.5752947,-0.019522937,0,0
-0.5752947,-0.019522937,0,-0.59543145,-0.02013677,0,0
-0.59543145,-0.02013677,0,-0.6160336,-0.020602185,0,0
-0.6160336,-0.020602185,0,-0.6369514,-0.020917775,0,0
-0.6369514,-0.020917775,1,-0.6570353,-0.020083921,0,0
-0.6570353,-0.020083921,0,-0.67714494,-0.020109663,0,0
-0.67714494,-0.020109663,2,-0.69514334,-0.017998362,0,0
-0.69514334,-0.017998362,0,-0.7129111,-0.017767822,0,0
-0.7129111,-0.017767822,0,-0.7303342,-0.017423088,0,0
-0.7303342,-0.017423088,0,-0.7473043,-0.01697008,0,0
-0.7473043,-0.01697008,0,-0.76371974,-0.016415427,0,0
-0.76371974,-0.016415427,0,-0.779486,-0.015766283,0,0
-0.779486,-0.015766283,2,-0.7925162,-0.013030146,0,0
-0.7925162,-0.013030146,2,-0.8027412,-0.010225036,0,0
-0.8027412,-0.010225036,2,-0.81010896,-0.007367728,0,0
-0.81010896,-0.007367728,1,-0.8155828,-0.0054738875,0,0
-0.8155828,-0.0054738875,0,-0.8201363,-0.004553504,0,0
-0.8201363,-0.004553504,1,-0.82274777,-0.002611434,0,0
-0.82274777,-0.002611434,0,-0.82440484,-0.0016570906,0,0
-0.82440484,-0.0016570906,1,-0.8240999,0.0003049789,0,0
-0.8240999,0.0003049789,0,-0.82283425,0.0012656301,0,0
-0.82283425,0.0012656301,2,-0.8186139,0.004220378,0,0
-0.8186139,0.004220378,2,-0.81145865,0.0071552373,0,0
-0.81145865,0.0071552373,2,-0.801403,0.01005567,0,0
-0.801403,0.01005567,2,-0.78849673,0.012906245,0,0
-0.78849673,0.012906245,1,-0.77380633,0.014690368,0,0
-0.77380633,0.014690368,2,-0.7564107,0.017395604,0,0
-0.7564107,0.017395604,0,-0.7384076,0.018003155,0,0
-0.7384076,0.018003155,0,-0.7199026,0.018505005,0,0
-0.7199026,0.018505005,1,-0.7000089,0.019893646,0,1
-0.47743392,0.0,0,-0.47877905,-0.0013451306,1,0
-0.47877905,-0.0013451306,1,-0.4804593,-0.0016802666,0,0
-0.4804593,-0.0016802666,0,-0.4834622,-0.0030029102,0,0
-0.4834622,-0.0030029102,0,-0.48776543,-0.0043032076,0,0
-0.48776543,-0.0043032076,2,-0.49133688,-0.0035714402,0,0
-0.49133688,-0.0035714402,2,-0.4941499,-0.0028130268,0,0
-0.4941499,-0.0028130268,0,-0.49818352,-0.004033606,0,0
-0.49818352,-0.004033606,0,-0.50340754,-0.005224036,0,0
-0.50340754,-0.005224036,1,-0.5087829,-0.005375378,0,0
-0.5087829,-0.005375378,1,-0.51426935,-0.00548646,0,0
-0.51426935,-0.00548646,1,-0.5198258,-0.0055564214,0,0
-0.5198258,-0.0055564214,0,-0.5264105,-0.0065847184,0,0
-0.5264105,-0.0065847184,0,-0.5339742,-0.00756363,0,0
-0.5339742,-0.00756363,0,-0.54245996,-0.008485828,0,0
