x1, x2, a, x11, x12, r, d
-0.46778545,-0.01807411,1,-0.4862762,-0.018490758,0,0
-0.4862762,-0.018490758,1,-0.5050463,-0.018770093,0,0
-0.5050463,-0.018770093,0,-0.52495545,-0.019909164,0,0
-0.52495545,-0.019909164,2,-0.5438544,-0.01889899,0,0
-0.5438544,-0.01889899,2,-0.56160164,-0.017747166,0,0
-0.56160164,-0.017747166,1,-0.57906437,-0.01746276,0,0
-0.57906437,-0.01746276,1,-0.5961131,-0.017048687,0,0
-0.5961131,-0.017048687,0,-0.6136222,-0.017509108,0,0
-0.6136222,-0.017509108,1,-0.63046426,-0.01684211,0,0
-0.63046426,-0.01684211,2,-0.64551854,-0.015054279,0,0
-0.64551854,-0.015054279,2,-0.6586787,-0.013160133,0,0
-0.6586787,-0.013160133,0,-0.67185324,-0.013174535,0,0
-0.67185324,-0.013174535,0,-0.68495214,-0.013098924,0,0
-0.68495214,-0.013098924,2,-0.6958876,-0.010935483,0,0
-0.6958876,-0.010935483,0,-0.70658773,-0.010700086,0,0
-0.70658773,-0.010700086,1,-0.7159833,-0.009395571,0,0
-0.7159833,-0.009395571,2,-0.7230148,-0.007031469,0,0
-0.7230148,-0.007031469,2,-0.72763824,-0.00462348,0,0
-0.72763824,-0.00462348,0,-0.73182523,-0.004186974,0,0
-0.73182523,-0.004186974,1,-0.7345501,-0.002724881,0,0
-0.7345501,-0.002724881,0,-0.7367964,-0.0022462602,0,0
-0.7367964,-0.0022462602,1,-0.73755044,-0.0007540883,0,0
-0.73755044,-0.0007540883,1,-0.7368078,0.00074261747,0,0
-0.7368078,0.00074261747,2,-0.73357296,0.0032348584,0,0
-0.73357296,0.0032348584,1,-0.7288654,0.0047075637,0,0
-0.7288654,0.0047075637,0,-0.7237138,0.005151593,0,0
-0.7237138,0.005151593,0,-0.7181499,0.005563911,0,0
-0.7181499,0.005563911,0,-0.7122083,0.0059416015,0,0
-0.7122083,0.0059416015,0,-0.7059264,0.00628189,0,0
-0.7059264,0.00628189,1,-0.69834423,0.007582172,0,0
-0.69834423,0.007582172,2,-0.68851066,0.009833552,0,0
-0.68851066,0.009833552,0,-0.6784901,0.010020549,0,0
-0.6784901,0.010020549,0,-0.66834927,0.010140878,0,0
-0.66834927,0.010140878,0,-0.6581566,0.010192707,0,0
-0.6581566,0.010192707,0,-0.6479818,0.010174705,0,0
-0.6479818,0.010174705,0,-0.63789576,0.010086079,0,0
-0.63789576,0.010086079,0,-0.62796915,0.009926607,0,0
-0.62796915,0.009926607,2,-0.6162725,0.011696657,0,0
-0.6162725,0.011696657,0,-0.6048897,0.01138279,0,0
-0.6048897,0.01138279,1,-0.59290326,0.011986447,0,0
-0.59290326,0.011986447,0,-0.58140075,0.011502493,0,0
-0.58140075,0.011502493,2,-0.5684669,0.012933839,0,0
-0.5684669,0.012933839,0,-0.5561976,0.012269335,0,0
-0.5561976,0.012269335,1,-0.5436842,0.012513436,0,0
-0.5436842,0.012513436,1,-0.53102016,0.012663986,0,0
-0.53102016,0.012663986,1,-0.51830053,0.012719641,0,0
-0.51830053,0.012719641,0,-0.50662065,0.011679906,0,0
-0.50662065,0.011679906,0,-0.496068,0.010552625,0,0
-0.496068,0.010552625,1,-0.48572162,0.010346379,0,0
-0.48572162,0.010346379,1,-0.4756587,0.010062912,0,0
-0.4756587,0.010062912,2,-0.4649541,0.010704599,0,0
-0.4649541,0.010704599,0,-0.45568708,0.00926703,0,0
-0.45568708,0.00926703,2,-0.44592586,0.009761209,0,0
-0.44592586,0.009761209,2,-0.43574196,0.010183919,0,0
-0.43574196,0.010183919,1,-0.42620936,0.009532596,0,0
-0.42620936,0.009532596,0,-0.41839683,0.007812522,0,0
-0.41839683,0.007812522,1,-0.4113603,0.0070365416,0,0
-0.4113603,0.0070365416,2,-0.4041497,0.0072105695,0,0
-0.4041497,0.0072105695,1,-0.39781597,0.0063337525,0,0
-0.39781597,0.0063337525,2,-0.39140335,0.0064126104,0,0
-0.39140335,0.0064126104,0,-0.38695642,0.004446931,0,0
-0.38695642,0.004446931,1,-0.38350585,0.003450575,0,0
-0.38350585,0.003450575,2,-0.3800753,0.0034305374,0,0
-0.3800753,0.0034305374,0,-0.37868825,0.0013870646,0,0
-0.37868825,0.0013870646,1,-0.3783541,0.00033414716,0,0
-0.3783541,0.00033414716,0,-0.38007516,-0.0017210427,0,0
-0.38007516,-0.0017210427,2,-0.38183966,-0.0017645168,0,0
-0.38183966,-0.0017645168,1,-0.38463563,-0.0027959505,0,0
-0.38463563,-0.0027959505,2,-0.38744387,-0.0028082463,0,0
-0.38744387,-0.0028082463,1,-0.3912451,-0.0038012483,0,0
-0.3912451,-0.0038012483,2,-0.39501312,-0.0037680224,0,0
-0.39501312,-0.0037680224,2,-0.3987218,-0.0037086739,0,0
-0.3987218,-0.0037086739,0,-0.4043453,-0.0056234966,0,0
-0.4043453,-0.0056234966,0,-0.41184425,-0.00749894,0,0
-0.41184425,-0.00749894,1,-0.42016572,-0.0083214855,0,0
-0.42016572,-0.0083214855,1,-0.42925057,-0.009084844,0,0
-0.42925057,-0.009084844,1,-0.43903363,-0.009783045,0,0
-0.43903363,-0.009783045,2,-0.44844413,-0.009410502,0,0
-0.44844413,-0.009410502,2,-0.45741352,-0.008969398,0,0
-0.45741352,-0.008969398,0,-0.46787605,-0.010462533,0,0
-0.46787605,-0.010462533,0,-0.47975457,-0.01187851,0,0
-0.47975457,-0.01187851,1,-0.49196094,-0.012206394,0,0
-0.49196094,-0.012206394,1,-0.50440425,-0.012443322,0,0
-0.50440425,-0.012443322,0,-0.5179915,-0.013587201,0,0
-0.5179915,-0.013587201,0,-0.5326207,-0.014629253,0,0
-0.5326207,-0.014629253,0,-0.5481823,-0.015561597,0,0
-0.5481823,-0.015561597,2,-0.5625597,-0.014377387,0,0
-0.5625597,-0.014377387,1,-0.57664555,-0.014085845,0,0
-0.57664555,-0.014085845,1,-0.59033525,-0.013689672,0,0
-0.59033525,-0.013689672,0,-0.6045277,-0.014192485,0,0
-0.6045277,-0.014192485,1,-0.6181192,-0.013591464,0,0
-0.6181192,-0.013591464,2,-0.6300112,-0.011892023,0,0
-0.6300112,-0.011892023,2,-0.6401186,-0.010107417,0,0
-0.6401186,-0.010107417,2,-0.64836985,-0.008251207,0,0
-0.64836985,-0.008251207,2,-0.65470695,-0.0063371235,0,0
-0.65470695,-0.0063371235,2,-0.6590859,-0.0043789702,0,0
-0.6590859,-0.0043789702,2,-0.6614765,-0.0023905665,0,0
-0.6614765,-0.0023905665,1,-0.6628622,-0.0013857197,0,0
-0.6628622,-0.0013857197,2,-0.6622336,0.00062863476,0,0
-0.6622336,0.00062863476,1,-0.6605949,0.0016386781,0,0
-0.6605949,0.0016386781,0,-0.6589574,0.0016374671,0,0
-0.6589574,0.0016374671,1,-0.65633243,0.0026249858,0,0
-0.65633243,0.0026249858,0,-0.653738,0.0025943874,0,0
-0.653738,0.0025943874,1,-0.6501922,0.0035458247,0,0
-0.6501922,0.0035458247,2,-0.6447196,0.005472616,0,0
-0.6447196,0.005472616,0,-0.63935846,0.005361164,0,0
-0.63935846,0.005361164,0,-0.63414645,0.005212015,0,0
-0.63414645,0.005212015,1,-0.6281204,0.0060260072,0,0
-0.6281204,0.0060260072,0,-0.6223233,0.0057971366,0,0
-0.6223233,0.0057971366,2,-0.6147965,0.007526793,0,0
-0.6147965,0.007526793,2,-0.6055942,0.0092022745,0,0
-0.6055942,0.0092022745,2,-0.5947832,0.010811057,0,0
-0.5947832,0.010811057,0,-0.58444226,0.010340892,0,0
-0.58444226,0.010340892,2,-0.5726476,0.011794688,0,0
-0.5726476,0.011794688,0,-0.56148636,0.011161228,0,0
-0.56148636,0.011161228,0,-0.5510416,0.010444773,0,0
-0.5510416,0.010444773,0,-0.5413912,0.009650362,0,0
-0.5413912,0.009650362,2,-0.53060746,0.010783742,0,0
-0.53060746,0.010783742,2,-0.5187712,0.011836303,0,0
-0.5187712,0.011836303,1,-0.50697106,0.011800097,0,1
-0.48372716,0.0,1,-0.48402548,-0.00029832448,1,0
-0.48402548,-0.00029832448,1,-0.48461992,-0.0005944274,0,0
-0.48461992,-0.0005944274,2,-0.484506,0.00011389698,0,0
-0.484506,0.00011389698,1,-0.48468465,-0.00017862701,0,0
-0.48468465,-0.00017862701,1,-0.48515448,-0.0004698205,0,0
-0.48515448,-0.0004698205,0,-0.48691198,-0.001757514,0,0
-0.48691198,-0.001757514,2,-0.4879441,-0.0010321097,0,0
-0.4879441,-0.0010321097,1,-0.4892431,-0.0012990102,0,0
-0.4892431,-0.0012990102,2,-0.48979932,-0.0005562218,0,0
-0.48979932,-0.0005562218,1,-0.4906086,-0.0008092835,0,0
-0.4906086,-0.0008092835,1,-0.49166492,-0.0010563061,0,0
-0.49166492,-0.0010563061,1,-0.49296036,-0.0012954439,0,0
-0.49296036,-0.0012954439,0,-0.49548528,-0.0025249086,0,0
-0.49548528,-0.0025249086,0,-0.4992208,-0.00373551,0,0
-0.4992208,-0.00373551,0,-0.50413895,-0.004918182,0,0
-0.50413895,-0.004918182,2,-0.508203,-0.0040640477,0,0
-0.508203,-0.0040640477,2,-0.51138246,-0.003179475,0,0
-0.51138246,-0.003179475,0,-0.51565355,-0.0042710765,0,0
-0.51565355,-0.0042710765,0,-0.52098423,-0.00533066,0,0
-0.52098423,-0.00533066,1,-0.52633446,-0.005350269,0,0
-0.52633446,-0.005350269,2,-0.53066427,-0.0043297512,0,0
-0.53066427,-0.0043297512,1,-0.534941,-0.0042767646,0,0
-0.534941,-0.0042767646,1,-0.5391327,-0.0041917143,0,0
-0.5391327,-0.0041917143,0,-0.544208,-0.0050752517,0,0
-0.544208,-0.0050752517,1,-0.5491288,-0.004920781,0,0
-0.5491288,-0.004920781,1,-0.5538582,-0.0047294935,0,0
-0.5538582,-0.0047294935,1,-0.5583611,-0.004502859,0,0
-0.5583611,-0.004502859,1,-0.5626037,-0.004242614,0,0
-0.5626037,-0.004242614,0,-0.5675545,-0.004950744,0,0
-0.5675545,-0.004950744,1,-0.5721765,-0.004622031,0,0
-0.5721765,-0.004622031,2,-0.57543546,-0.0032589864,0,0
-0.57543546,-0.0032589864,2,-0.5773073,-0.0018717762,0,0
-0.5773073,-0.0018717762,0,-0.57977796,-0.0024707033,0,0
-0.57977796,-0.0024707033,2,-0.5808293,-0.0010513513,0,0
-0.5808293,-0.0010513513,2,-0.5804535,0.000375772,0,0
-0.5804535,0.000375772,2,-0.5786534,0.0018001182,0,0
-0.5786534,0.0018001182,2,-0.57544225,0.0032111532,0,0
-0.57544225,0.0032111532,0,-0.57284385,0.0025984137,0,0
-0.57284385,0.0025984137,2,-0.56887746,0.0039664097,0,0
-0.56887746,0.0039664097,1,-0.5645725,0.0043049566,0,0
-0.5645725,0.0043049566,2,-0.558961,0.005611486,0,0
-0.558961,0.005611486,1,-0.5530848,0.0058762054,0,0
-0.5530848,0.0058762054,1,-0.5469877,0.0060970625,0,0
-0.5469877,0.0060970625,0,-0.5417154,0.005272336,0,0
-0.5417154,0.005272336,0,-0.53730726,0.0044081435,0,0
-0.53730726,0.0044081435,1,-0.5327963,0.004510928,0,0
-0.5327963,0.004510928,2,-0.52721643,0.005579901,0,0
-0.52721643,0.005579901,2,-0.5206094,0.006607033,0,0
-0.5206094,0.006607033,0,-0.5150248,0.0055846125,0,0
-0.5150248,0.0055846125,1,-0.50950444,0.005520315,0,0
-0.50950444,0.005520315,2,-0.50308985,0.006414639,0,0
-0.50308985,0.006414639,1,-0.4968289,0.006260919,0,0
-0.4968289,0.006260919,2,-0.48976853,0.0070603606,0,0
-0.48976853,0.0070603606,0,-0.48396146,0.005807069,0,0
-0.48396146,0.005807069,2,-0.477451,0.0065104896,0,0
-0.477451,0.0065104896,1,-0.4712855,0.006165486,0,0
-0.4712855,0.006165486,2,-0.46451077,0.006774745,0,0
-0.46451077,0.006774745,1,-0.45817685,0.006333902,0,0
-0.45817685,0.006333902,0,-0.4533305,0.0048463815,0,0
-0.4533305,0.0048463815,0,-0.4500072,0.003323264,0,0
-0.4500072,0.003323264,1,-0.4472314,0.0027758,0,0
-0.4472314,0.0027758,2,-0.44402337,0.003208042,0,0
-0.44402337,0.003208042,1,-0.4414065,0.002616879,0,0
-0.4414065,0.002616879,2,-0.43839982,0.0030066646,0,0
-0.43839982,0.0030066646,2,-0.43502522,0.0033746073,0,0
-0.43502522,0.0033746073,1,-0.43230712,0.0027180954,0,0
-0.43230712,0.0027180954,0,-0.43126518,0.0010419355,0,0
-0.43126518,0.0010419355,1,-0.43090692,0.00035825552,0,0
-0.43090692,0.00035825552,0,-0.43223494,-0.0013280085,0,0
-0.43223494,-0.0013280085,2,-0.43323964,-0.0010046897,0,0
-0.43323964,-0.0010046897,0,-0.43591374,-0.002674114,0,0
-0.43591374,-0.002674114,2,-0.43823794,-0.0023241933,0,0
-0.43823794,-0.0023241933,2,-0.44019535,-0.0019574254,0,0
-0.44019535,-0.0019574254,0,-0.4437718,-0.0035764445,0,0
-0.4437718,-0.0035764445,2,-0.44694126,-0.0031694404,0,0
-0.44694126,-0.0031694404,2,-0.44968057,-0.0027393175,0,0
-0.44968057,-0.0027393175,0,-0.45396975,-0.0042891717,0,0
-0.45396975,-0.0042891717,1,-0.45877734,-0.0048076,0,0
-0.45877734,-0.0048076,0,-0.46506804,-0.006290702,0,0
-0.46506804,-0.006290702,2,-0.47079548,-0.0057274303,0,0
-0.47079548,-0.0057274303,2,-0.47591728,-0.005121801,0,0
-0.47591728,-0.005121801,2,-0.48039547,-0.0044781943,0,0
-0.48039547,-0.0044781943,1,-0.48519677,-0.0048013125,0,0
-0.48519677,-0.0048013125,1,-0.49028546,-0.0050886907,0,0
-0.49028546,-0.0050886907,0,-0.4966236,-0.006338125,0,0
-0.4966236,-0.006338125,0,-0.5041638,-0.007540218,0,0
-0.5041638,-0.007540218,0,-0.5128497,-0.008685898,0,0
-0.5128497,-0.008685898,2,-0.52061623,-0.007766502,0,0
-0.52061623,-0.007766502,2,-0.5274051,-0.006788871,0,0
-0.5274051,-0.006788871,0,-0.5351654,-0.007760324,0,0
-0.5351654,-0.007760324,2,-0.541839,-0.0066735917,0,0
-0.541839,-0.0066735917,2,-0.54737586,-0.0055368585,0,0
-0.54737586,-0.0055368585,0,-0.55373454,-0.0063586812,0,0
-0.55373454,-0.0063586812,2,-0.5588675,-0.005132971,0,0
-0.5588675,-0.005132971,1,-0.56373644,-0.004868949,0,0
-0.56373644,-0.004868949,2,-0.5673051,-0.0035686432,0,0
-0.5673051,-0.0035686432,0,-0.5715469,-0.004241784,0,0
-0.5715469,-0.004241784,0,-0.5764303,-0.0048834123,0,0
-0.5764303,-0.0048834123,0,-0.58191913,-0.0054888325,0,0
-0.58191913,-0.0054888325,2,-0.5859728,-0.0040536583,0,0
-0.5859728,-0.0040536583,1,-0.58956134,-0.0035885784,0,0
-0.58956134,-0.0035885784,1,-0.59265846,-0.0030970816,0,0
-0.59265846,-0.0030970816,0,-0.5962413,-0.0035828312,0,0
-0.5962413,-0.0035828312,2,-0.5982836,-0.0020423147,0,0
-0.5982836,-0.0020423147,0,-0.6007705,-0.0024868534,0,0
-0.6007705,-0.0024868534,0,-0.60368365,-0.0029132224,0,0
-0.60368365,-0.0029132224,1,-0.60600203,-0.0023183476,0,0
-0.60600203,-0.0023183476,2,-0.6067086,-0.00070659886,0,0
-0.6067086,-0.00070659886,0,-0.60779834,-0.0010897132,0,0
-0.60779834,-0.0010897132,0,-0.60926324,-0.0014649107,0,0
-0.60926324,-0.0014649107,0,-0.6110927,-0.0018294761,0,0
-0.6110927,-0.0018294761,0,-0.6132735,-0.0021807807,0,0
-0.6132735,-0.0021807807,0,-0.6157898,-0.0025163037,0,0
-0.6157898,-0.0025163037,0,-0.61862344,-0.0028336523,0,0
-0.61862344,-0.0028336523,2,-0.619754,-0.001130581,0,0
-0.619754,-0.001130581,2,-0.6191734,0.0005806232,0,0
-0.6191734,0.0005806232,0,-0.61888576,0.00028765172,0,0
-0.61888576,0.00028765172,0,-0.61889315,-7.3893634e-06,0,0
-0.61889315,-7.3893634e-06,0,-0.6191955,-0.00030237727,0,0
-0.6191955,-0.00030237727,0,-0.61979073,-0.0005951897,0,0
-0.61979073,-0.0005951897,2,-0.61867446,0.0011162783,0,0
-0.61867446,0.0011162783,2,-0.61585474,0.0028197165,0,0
-0.61585474,0.0028197165,2,-0.6113519,0.004502836,0,0
-0.6113519,0.004502836,1,-0.6061985,0.0051534087,0,0
-0.6061985,0.0051534087,1,-0.60043186,0.005766586,0,0
-0.60043186,0.005766586,2,-0.59309417,0.0073377453,0,0
-0.59309417,0.0073377453,2,-0.58423895,0.008855193,0,0
-0.58423895,0.008855193,0,-0.5759315,0.00830749,0,0
-0.5759315,0.00830749,0,-0.5682331,0.0076983743,0,0
-0.5682331,0.0076983743,1,-0.5602009,0.008032132,0,0
-0.5602009,0.008032132,0,-0.55289483,0.007306097,0,0
-0.55289483,0.007306097,2,-0.54436934,0.0085255345,0,0
-0.54436934,0.0085255345,1,-0.5356881,0.0086812135,0,0
-0.5356881,0.0086812135,0,-0.52791625,0.007771863,0,0
-0.52791625,0.007771863,2,-0.519112,0.008804243,0,0
-0.519112,0.008804243,0,-0.5113414,0.0077705937,0,0
-0.5113414,0.0077705937,2,-0.5026627,0.008678684,0,0
-0.5026627,0.008678684,2,-0.49314097,0.009521767,0,0
-0.49314097,0.009521767,2,-0.4828473,0.010293651,0,0
-0.4828473,0.010293651,1,-0.47285852,0.0099887755,0,0
-0.47285852,0.0099887755,2,-0.46224883,0.010609692,0,0
-0.46224883,0.010609692,1,-0.45209667,0.010152161,0,0
-0.45209667,0.010152161,0,-0.44347668,0.008619998,0,0
-0.44347668,0.008619998,2,-0.43445182,0.009024852,0,0
-0.43445182,0.009024852,1,-0.42608765,0.008364192,0,0
-0.42608765,0.008364192,0,-0.41944438,0.0066432445,0,0
-0.41944438,0.0066432445,2,-0.41256964,0.006874736,0,0
-0.41256964,0.006874736,2,-0.40551233,0.00705733,0,0
-0.40551233,0.00705733,2,-0.39832222,0.0071900906,0,0
-0.39832222,0.0071900906,1,-0.39204976,0.00627248,0,0
-0.39204976,0.00627248,0,-0.3877385,0.004311274,0,0
-0.3877385,0.004311274,1,-0.3844182,0.0033202998,0,0
-0.3844182,0.0033202998,2,-0.38111168,0.0033065132,0,0
-0.38111168,0.0033065132,0,-0.37984157,0.0012701085,0,0
-0.37984157,0.0012701085,1,-0.37961653,0.00022504265,0,0
-0.37961653,0.00022504265,0,-0.38143808,-0.0018215562,0,0
-0.38143808,-0.0018215562,1,-0.3842938,-0.0028557328,0,0
-0.3842938,-0.0028557328,2,-0.38716418,-0.002870372,0,0
-0.38716418,-0.002870372,1,-0.39102948,-0.0038652988,0,0
-0.39102948,-0.0038652988,1,-0.39586303,-0.004833564,0,0
-0.39586303,-0.004833564,2,-0.40063134,-0.0047683064,0,0
-0.40063134,-0.0047683064,1,-0.40630114,-0.005669786,0,0
-0.40630114,-0.005669786,0,-0.4138326,-0.0075314743,0,0
-0.4138326,-0.0075314743,2,-0.42117253,-0.0073399227,0,0
-0.42117253,-0.0073399227,0,-0.43026862,-0.009096088,0,0
-0.43026862,-0.009096088,1,-0.44005558,-0.009786954,0,0
-0.44005558,-0.009786954,0,-0.45146257,-0.011406989,0,0
-0.45146257,-0.011406989,0,-0.46440637,-0.012943797,0,0
-0.46440637,-0.012943797,0,-0.47879177,-0.014385411,0,0
-0.47879177,-0.014385411,0,-0.49451223,-0.015720453,0,0
-0.49451223,-0.015720453,1,-0.51045054,-0.015938325,0,0
-0.51045054,-0.015938325,2,-0.5254875,-0.015036911,0,0
-0.5254875,-0.015036911,2,-0.5395102,-0.014022746,0,0
-0.5395102,-0.014022746,2,-0.55241364,-0.012903456,0,0
-0.55241364,-0.012903456,0,-0.56610125,-0.0136876125,0,0
-0.56610125,-0.0136876125,2,-0.578471,-0.012369707,0,0
-0.578471,-0.012369707,0,-0.591431,-0.012960022,0,0
-0.591431,-0.012960022,2,-0.6028858,-0.011454784,0,0
-0.6028858,-0.011454784,1,-0.61375153,-0.010865723,0,0
-0.61375153,-0.010865723,1,-0.6239493,-0.01019779,0,0
-0.6239493,-0.01019779,1,-0.6334058,-0.009456479,0,0
-0.6334058,-0.009456479,2,-0.6410535,-0.007647741,0,0
-0.6410535,-0.007647741,2,-0.6468385,-0.0057849465,0,0
-0.6468385,-0.0057849465,1,-0.65172005,-0.004881563,0,0
-0.65172005,-0.004881563,2,-0.65466416,-0.0029441395,0,0
-0.65466416,-0.0029441395,2,-0.65565044,-0.0009862828,0,0
-0.65565044,-0.0009862828,0,-0.65667206,-0.0010215978,0,0
-0.65667206,-0.0010215978,0,-0.6577219,-0.0010498487,0,0
-0.6577219,-0.0010498487,2,-0.65679276,0.0009291502,0,0
-0.65679276,0.0009291502,2,-0.653891,0.0029017334,0,0
-0.653891,0.0029017334,0,-0.6510368,0.002854231,0,0
-0.6510368,0.002854231,1,-0.6472499,0.0037869022,0,0
-0.6472499,0.0037869022,1,-0.6425567,0.004693162,0,0
-0.6425567,0.004693162,0,-0.6379902,0.0045665293,0,0
-0.6379902,0.0045665293,0,-0.6335825,0.004407724,0,0
-0.6335825,0.004407724,0,-0.6293647,0.004217716,0,0
-0.6293647,0.004217716,0,-0.62536705,0.003997717,0,0
-0.62536705,0.003997717,0,-0.62161785,0.0037491769,0,0
-0.62161785,0.0037491769,2,-0.61614406,0.005473771,0,0
-0.61614406,0.005473771,1,-0.6099851,0.006158978,0,1
-0.46925715,0.0,1,-0.4696629,-0.00040575935,1,0
-0.4696629,-0.00040575935,0,-0.47147143,-0.0018085155,0,0
-0.47147143,-0.0018085155,2,-0.4726693,-0.0011978792,0,0
-0.4726693,-0.0011978792,1,-0.47424766,-0.0015783659,0,0
-0.47424766,-0.0015783659,0,-0.47719482,-0.0029471484,0,0
-0.47719482,-0.0029471484,0,-0.48148885,-0.004294055,0,0
-0.48148885,-0.004294055,1,-0.4860979,-0.00460904,0,0
-0.4860979,-0.00460904,0,-0.49198762,-0.0058897035,0,0
-0.49198762,-0.0058897035,0,-0.49911404,-0.0071264324,0,0
-0.49911404,-0.0071264324,1,-0.50642395,-0.007309903,0,0
-0.50642395,-0.007309903,1,-0.5138626,-0.007438657,0,0
