x1,x2,x3,x4,a1,a2,x11,x12,x13,x14,d,r
0.7335566,0.3398142,0.3398142,0.84613395,0.5273232,0.5273232,0.69156796,0.36115572,0.36115572,1.1976583,0.0,0.0
0.69156796,0.36115572,0.36115572,1.1976583,-0.8574218,-0.8574218,0.61613536,0.39382015,0.39382015,1.9966184,0.0,0.0
0.61613536,0.39382015,0.39382015,1.9966184,-0.62578355,-0.62578355,0.50127566,0.43264383,0.43264383,2.7750838,0.0,0.0
0.50127566,0.43264383,0.43264383,2.7750838,0.77211715,0.77211715,0.3573712,0.4669812,0.4669812,3.1924143,0.0,0.0
0.3573712,0.4669812,0.4669812,3.1924143,0.393748375,0.393748375,0.17579533,0.49221337,0.49221337,3.7747617,0.0,0.0
0.17579533,0.49221337,0.49221337,3.7747617,0.22397945,0.22397945,-0.045564987,0.4994807,0.4994807,4.445888,0.0,0.0
-0.045564987,0.4994807,0.4994807,4.445888,0.5891288,0.5891288,-0.29217404,0.478182585,0.478182585,5.01837,0.0,0.0
-0.29217404,0.478182585,0.478182585,5.01837,0.074956245,0.074956245,-0.54982704,0.41763925,0.41763925,5.713157,0.0,0.0
-0.54982704,0.41763925,0.41763925,5.713157,0.23919599,0.23919599,-0.780553,0.3125448,0.3125448,6.2678576,0.0,0.0
-0.780553,0.3125448,0.3125448,6.2678576,0.240568965,0.240568965,-0.9420787,0.167695925,0.167695925,6.664504,0.0,0.0
-0.9420787,0.167695925,0.167695925,6.664504,-0.338550775,-0.338550775,-0.9999608,-0.0044297015,-0.0044297015,7.017613,0.0,0.0
-0.9999608,-0.0044297015,-0.0044297015,7.017613,-0.6826434,-0.6826434,-0.9324547,-0.180643425,-0.180643425,7.215761,0.0,0.0
-0.9324547,-0.180643425,-0.180643425,7.215761,-0.43050505,-0.43050505,-0.7495959,-0.330947875,-0.330947875,7.073948,0.0,0.0
-0.7495959,-0.330947875,-0.330947875,7.073948,0.07187704,0.07187704,-0.49657914,-0.433995725,-0.433995725,6.555963,0.0,0.0
-0.49657914,-0.433995725,-0.433995725,6.555963,-0.7753788,-0.7753788,-0.21117221,-0.48872445,-0.48872445,6.137583,0.0,0.0
-0.21117221,-0.48872445,-0.48872445,6.137583,-0.3723672,-0.3723672,0.062994525,-0.499006925,-0.499006925,5.5162063,0.0,0.0
0.062994525,-0.499006925,-0.499006925,5.5162063,-0.10608481,-0.10608481,0.29839665,-0.47722098,-0.47722098,4.7995214,0.0,0.0
0.29839665,-0.47722098,-0.47722098,4.7995214,-0.23223385,-0.23223385,0.4887709,-0.4362061,-0.4362061,4.1533604,0.0,0.0
0.4887709,-0.4362061,-0.4362061,4.1533604,-0.9737912,-0.9737912,0.6444011,-0.38234385,-0.38234385,3.7911885,0.0,0.0
0.6444011,-0.38234385,-0.38234385,3.7911885,0.411262335,0.411262335,0.75454104,-0.32812643,-0.32812643,3.0942938,0.0,0.0
0.75454104,-0.32812643,-0.32812643,3.0942938,0.7900293,0.7900293,0.8266956,-0.281324685,-0.281324685,2.3650954,0.0,0.0
0.8266956,-0.281324685,-0.281324685,2.3650954,-0.380081325,-0.380081325,0.88009673,-0.237397225,-0.237397225,2.057133,0.0,0.0
0.88009673,-0.237397225,-0.237397225,2.057133,-0.6987707,-0.6987707,0.92137337,-0.19433932,-0.19433932,1.9106683,0.0,0.0
0.92137337,-0.19433932,-0.19433932,1.9106683,-0.8703656,-0.8703656,0.9537918,-0.15023415,-0.15023415,1.8802689,0.0,0.0
0.9537918,-0.15023415,-0.15023415,1.8802689,-0.69887675,-0.69887675,0.9776216,-0.10518556,-0.10518556,1.8645808,0.0,0.0
0.9776216,-0.10518556,-0.10518556,1.8645808,-0.2976606,-0.2976606,0.992549,-0.060923,-0.060923,1.7961006,0.0,0.0
0.992549,-0.060923,-0.060923,1.7961006,-0.30555117,-0.30555117,0.99947745,-0.01616241,-0.01616241,1.7963815,0.0,0.0
0.99947745,-0.01616241,-0.01616241,1.7963815,-0.0047996895,-0.0047996895,0.99841285,0.02815931,0.02815931,1.7735777,0.0,0.0
0.99841285,0.02815931,0.02815931,1.7735777,-0.6424639,-0.6424639,0.98773575,0.07806739,0.07806739,2.008556,0.0,0.0
0.98773575,0.07806739,0.07806739,2.008556,-0.67807675,-0.67807675,0.9629043,0.13492161,0.13492161,2.3290799,0.0,0.0
0.9629043,0.13492161,0.13492161,2.3290799,0.4020163,0.4020163,0.923468,0.19183775,0.19183775,2.4108574,0.0,0.0
0.923468,0.19183775,0.19183775,2.4108574,0.17683883,0.17683883,0.8647966,0.2510612,0.2510612,2.6455624,0.0,0.0
0.8647966,0.2510612,0.2510612,2.6455624,-0.81408525,-0.81408525,0.77164674,0.31802568,0.31802568,3.2663798,0.0,0.0
0.77164674,0.31802568,0.31802568,3.2663798,-0.76950325,-0.76950325,0.63089997,0.3879321,0.3879321,3.9742694,0.0,0.0
0.63089997,0.3879321,0.3879321,3.9742694,0.90279735,0.90279735,0.45150045,0.44613543,0.44613543,4.2853284,0.0,0.0
0.45150045,0.44613543,0.44613543,4.2853284,-0.86428935,-0.86428935,0.20626402,0.4892482,0.4892482,5.213818,0.0,0.0
0.20626402,0.4892482,0.4892482,5.213818,-0.302580625,-0.302580625,-0.094028786,0.497784735,0.497784735,6.0384645,0.0,0.0
-0.094028786,0.497784735,0.497784735,6.0384645,0.328471185,0.328471185,-0.415505,0.45479545,0.45479545,6.6866,0.0,0.0
-0.415505,0.45479545,0.45479545,6.6866,-0.19362168,-0.19362168,-0.71724594,0.34841005,0.34841005,7.42688,0.0,0.0
-0.71724594,0.34841005,0.34841005,7.42688,0.48804705,0.48804705,-0.9283675,0.1858318,0.1858318,7.803081,0.0,0.0
-0.9283675,0.1858318,0.1858318,7.803081,-0.915845,-0.915845,-0.9998157,-0.009599235,-0.009599235,8.0,0.0,0.0
-0.9998157,-0.009599235,-0.009599235,8.0,0.77956555,0.77956555,-0.9183971,-0.19782993,-0.19782993,7.7517314,0.0,0.0
-0.9183971,-0.19782993,-0.19782993,7.7517314,-0.38887772,-0.38887772,-0.70712763,-0.353542985,-0.353542985,7.57165,0.0,0.0
-0.70712763,-0.353542985,-0.353542985,7.57165,0.311275,0.311275,-0.42415625,-0.45279452,-0.45279452,6.9479527,0.0,0.0
-0.42415625,-0.45279452,-0.45279452,6.9479527,-0.1160071,-0.1160071,-0.12254301,-0.496231615,-0.496231615,6.303563,0.0,0.0
-0.12254301,-0.496231615,-0.496231615,6.303563,-0.37700395,-0.37700395,0.16007246,-0.493552625,-0.493552625,5.672317,0.0,0.0
0.16007246,-0.493552625,-0.493552625,5.672317,-0.4721233,-0.4721233,0.40268227,-0.4576699,-0.4576699,5.073625,0.0,0.0
0.40268227,-0.4576699,-0.4576699,5.073625,0.6154074,0.6154074,0.5847487,-0.40560725,-0.40560725,4.202498,0.0,0.0
0.5847487,-0.40560725,-0.40560725,4.202498,0.83694895,0.83694895,0.71156305,-0.351311115,-0.351311115,3.3430026,0.0,0.0
0.71156305,-0.351311115,-0.351311115,3.3430026,0.78341345,0.78341345,0.79606843,-0.3026033,-0.3026033,2.5810118,0.0,0.0
0.79606843,-0.3026033,-0.3026033,2.5810118,-0.8319986,-0.8319986,0.86220485,-0.2532799,-0.2532799,2.3767064,0.0,0.0
0.86220485,-0.2532799,-0.2532799,2.3767064,0.8729404,0.8729404,0.9028495,-0.214978365,-0.214978365,1.7349044,0.0,0.0
0.9028495,-0.214978365,-0.214978365,1.7349044,0.77130065,0.77130065,0.92665094,-0.18796146,-0.18796146,1.1810466,0.0,0.0
0.92665094,-0.18796146,-0.18796146,1.1810466,-0.5289515,-0.5289515,0.9452283,-0.163205,-0.163205,1.0577899,0.0,0.0
0.9452283,-0.163205,-0.163205,1.0577899,0.251148375,0.251148375,0.95662135,-0.14566706,-0.14566706,0.7376379,0.0,0.0
0.95662135,-0.14566706,-0.14566706,0.7376379,0.52130685,0.52130685,0.96174777,-0.13696833,-0.13696833,0.36274523,0.0,0.0
0.96174777,-0.13696833,-0.13696833,0.36274523,-0.8740778,-0.8740778,0.96728176,-0.126852215,-0.126852215,0.41951606,0.0,0.0
0.96728176,-0.126852215,-0.126852215,0.41951606,0.08182271,0.08182271,0.96982765,-0.12189582,-0.12189582,0.20469093,0.0,0.0
0.96982765,-0.12189582,-0.12189582,0.20469093,-0.62966365,-0.62966365,0.97234267,-0.116779455,-0.116779455,0.21074629,0.0,0.0
0.97234267,-0.116779455,-0.116779455,0.21074629,-0.5123045,-0.5123045,0.97450936,-0.11217345,-0.11217345,0.18926845,0.0,0.0
0.97450936,-0.11217345,-0.11217345,0.18926845,-0.58895295,-0.58895295,0.9766793,-0.107351675,-0.107351675,0.19769417,0.0,0.0
0.9766793,-0.107351675,-0.107351675,0.19769417,0.7667386,0.7667386,0.974558,-0.11206773,-0.11206773,-0.19335493,0.0,0.0
0.974558,-0.11206773,-0.11206773,-0.19335493,-0.13506426,-0.13506426,0.970836,-0.119872265,-0.119872265,-0.32093725,0.0,0.0
0.970836,-0.119872265,-0.119872265,-0.32093725,0.43172895,0.43172895,0.96280015,-0.13510731,-0.13510731,-0.63026434,0.0,0.0
0.96280015,-0.13510731,-0.13510731,-0.63026434,0.9153731,0.9153731,0.9463682,-0.161545,-0.161545,-1.1075373,0.0,0.0
0.9463682,-0.161545,-0.161545,-1.1075373,0.9606915,0.9606915,0.91676337,-0.1997154,-0.1997154,-1.6380621,0.0,0.0
0.91676337,-0.1997154,-0.1997154,-1.6380621,-0.69355265,-0.69355265,0.87883836,-0.23855984,-0.23855984,-1.7295694,0.0,0.0
0.87883836,-0.23855984,-0.23855984,-1.7295694,-0.3693778,-0.3693778,0.827473,-0.28075278,-0.28075278,-1.9765959,0.0,0.0
0.827473,-0.28075278,-0.28075278,-1.9765959,-0.7442725,-0.7442725,0.7616593,-0.32398885,-0.32398885,-2.1744432,0.0,0.0
0.7616593,-0.32398885,-0.32398885,-2.1744432,-0.159044,-0.159044,0.670761,-0.3708368,-0.3708368,-2.6127133,0.0,0.0
0.670761,-0.3708368,-0.3708368,-2.6127133,0.02808498,0.02808498,0.54497945,-0.4192247,-0.4192247,-3.1773942,0.0,0.0
0.54497945,-0.4192247,-0.4192247,-3.1773942,0.8389888,0.8389888,0.3648468,-0.4655338,-0.4655338,-4.0579276,0.0,0.0
0.3648468,-0.4655338,-0.4655338,-4.0579276,0.5860402,0.5860402,0.12652616,-0.495981635,-0.495981635,-4.9320407,0.0,0.0
0.12652616,-0.495981635,-0.495981635,-4.9320407,0.23261857,0.23261857,-0.1597365,-0.493579835,-0.493579835,-5.7457986,0.0,0.0
-0.1597365,-0.493579835,-0.493579835,-5.7457986,-0.6781286,-0.6781286,-0.4569473,-0.44474688,-0.44474688,-6.2827296,0.0,0.0
-0.4569473,-0.44474688,-0.44474688,-6.2827296,0.92645975,0.92645975,-0.7419335,-0.33523673,-0.33523673,-7.227788,0.0,0.0
-0.7419335,-0.33523673,-0.33523673,-7.227788,0.3960775,0.3960775,-0.9419605,-0.16786185,-0.16786185,-7.8494663,0.0,0.0
-0.9419605,-0.16786185,-0.16786185,-7.8494663,0.067553885,0.067553885,-0.9983401,0.028797349,0.028797349,-8.0,0.0,0.0
-0.9983401,0.028797349,0.028797349,-8.0,0.81238165,0.81238165,-0.89710367,0.22091007,0.22091007,-8.0,0.0,0.0
-0.89710367,0.22091007,0.22091007,-8.0,-0.4702933,-0.4702933,-0.6719157,0.3703138,0.3703138,-7.527547,0.0,0.0
-0.6719157,0.3703138,0.3703138,-7.527547,0.6927448,0.6927448,-0.3688741,0.46473968,0.46473968,-7.1798997,0.0,0.0
-0.3688741,0.46473968,0.46473968,-7.1798997,0.45639705,0.45639705,-0.046794858,0.49945225,0.49945225,-6.619709,0.0,0.0
-0.046794858,0.49945225,0.49945225,-6.619709,0.85731145,0.85731145,0.2566691,0.48324965,0.48324965,-6.127724,0.0,0.0
0.2566691,0.48324965,0.48324965,-6.127724,0.9462841,0.9462841,0.5174866,0.42784565,0.42784565,-5.686735,0.0,0.0
0.5174866,0.42784565,0.42784565,-5.686735,-0.5303886,-0.5303886,0.70908767,0.35256015,0.35256015,-4.88585,0.0,0.0
0.70908767,0.35256015,0.35256015,-4.88585,-0.58245935,-0.58245935,0.8400184,0.271278975,0.271278975,-4.182272,0.0,0.0
0.8400184,0.271278975,0.271278975,-4.182272,0.6036519,0.6036519,0.93026686,0.1834418,0.1834418,-3.956449,0.0,0.0
0.93026686,0.1834418,0.1834418,-3.956449,-0.22333917,-0.22333917,0.9810588,0.09685509,0.09685509,-3.6142845,0.0,0.0
0.9810588,0.09685509,0.09685509,-3.6142845,0.31614785,0.31614785,0.9998597,0.008374731,0.008374731,-3.5638463,0.0,0.0
0.9998597,0.008374731,0.008374731,-3.5638463,-0.365759285,-0.365759285,0.98796093,-0.07735187,-0.07735187,-3.4415565,0.0,0.0
0.98796093,-0.07735187,-0.07735187,-3.4415565,0.0170433,0.0170433,0.9449147,-0.163658335,-0.163658335,-3.5626972,0.0,0.0
0.9449147,-0.163658335,-0.163658335,-3.5626972,-0.81838565,-0.81838565,0.87196434,-0.244784715,-0.244784715,-3.562669,0.0,0.0
0.87196434,-0.244784715,-0.244784715,-3.562669,-0.6690843,-0.6690843,0.7660957,-0.32136325,-0.32136325,-3.7291207,0.0,0.0
0.7660957,-0.32136325,-0.32136325,-3.7291207,0.09074588,0.09074588,0.61376834,-0.394743085,-0.394743085,-4.2383895,0.0,0.0
0.61376834,-0.394743085,-0.394743085,-4.2383895,0.72202415,0.72202415,0.39720508,-0.458864925,-0.458864925,-5.047111,0.0,0.0
0.39720508,-0.458864925,-0.458864925,-5.047111,-0.74409365,-0.74409365,0.13246982,-0.49559352,-0.49559352,-5.5121803,0.0,0.0
0.13246982,-0.49559352,-0.49559352,-5.5121803,0.83397795,0.83397795,-0.1912425,-0.4907714,-0.4907714,-6.505764,0.0,0.0
-0.1912425,-0.4907714,-0.4907714,-6.505764,0.5947988,0.5947988,-0.5341026,-0.422709825,-0.422709825,-7.420361,0.0,0.0
-0.5341026,-0.422709825,-0.422709825,-7.420361,-0.32479623,-0.32479623,-0.8199337,-0.286229225,-0.286229225,-7.956987,0.0,0.0
-0.8199337,-0.286229225,-0.286229225,-7.956987,0.5170936,0.5170936,-0.9781348,-0.10398596,-0.10398596,-8.0,0.0,0.0
-0.9781348,-0.10398596,-0.10398596,-8.0,0.5714033,0.5714033,-0.9819099,0.09467441,0.09467441,-8.0,0.0,0.0
-0.9819099,0.09467441,0.09467441,-8.0,0.057222715,0.057222715,-0.8341223,0.27578977,0.27578977,-7.875155,0.0,0.0
-0.8341223,0.27578977,0.27578977,-7.875155,0.19091074,0.19091074,-0.57336116,0.40965137,0.40965137,-7.518744,0.0,0.0
-0.57336116,0.40965137,0.40965137,-7.518744,0.87983795,0.87983795,-0.24952678,0.48418395,0.48418395,-7.168218,0.0,0.0
-0.24952678,0.48418395,0.48418395,-7.168218,0.22008379,0.22008379,0.07314145,0.4986608,0.4986608,-6.5079675,0.0,0.0
0.07314145,0.4986608,0.4986608,-6.5079675,0.32978633,0.32978633,0.35802555,0.466855885,0.466855885,-5.858912,0.0,0.0
0.35802555,0.466855885,0.466855885,-5.858912,-0.1959487,-0.1959487,0.58196634,0.40660645,0.40660645,-5.0998435,0.0,0.0
0.58196634,0.40660645,0.40660645,-5.0998435,0.6079731,0.6079731,0.75441396,0.32819945,0.32819945,-4.672326,0.0,0.0
0.75441396,0.32819945,0.32819945,-4.672326,-0.12520355,-0.12520355,0.87327504,0.24361378,0.24361378,-4.1424656,0.0,0.0
0.87327504,0.24361378,0.24361378,-4.1424656,0.54119305,0.54119305,0.9517394,0.15345375,0.15345375,-3.9394028,0.0,0.0
0.9517394,0.15345375,0.15345375,-3.9394028,0.1961316,0.1961316,0.9923788,0.06161246,0.06161246,-3.7680616,0.0,0.0
0.9923788,0.06161246,0.06161246,-3.7680616,-0.375014575,-0.375014575,0.9985088,-0.02729543,-0.02729543,-3.5631387,0.0,0.0
0.9985088,-0.02729543,-0.02729543,-3.5631387,-0.52261295,-0.52261295,0.9743498,-0.11251942,-0.11251942,-3.4472978,0.0,0.0
0.9743498,-0.11251942,-0.11251942,-3.4472978,-0.9045079,-0.9045079,0.92329675,-0.192043675,-0.192043675,-3.3447247,0.0,0.0
0.92329675,-0.192043675,-0.192043675,-3.3447247,0.07346961,0.07346961,0.8381244,-0.27273955,-0.27273955,-3.6548312,0.0,0.0
0.8381244,-0.27273955,-0.27273955,-3.6548312,-0.056396885,-0.056396885,0.7113974,-0.35139498,-0.35139498,-4.0470214,0.0,0.0
0.7113974,-0.35139498,-0.35139498,-4.0470214,-0.17686844,-0.17686844,0.53578055,-0.422178625,-0.422178625,-4.5210533,0.0,0.0
0.53578055,-0.422178625,-0.422178625,-4.5210533,0.316912385,0.316912385,0.29834875,-0.47722845,-0.47722845,-5.249395,0.0,0.0
0.29834875,-0.47722845,-0.47722845,-5.249395,0.7766757,0.7766757,-0.0069498173,-0.49998793,-0.49998793,-6.1982403,0.0,0.0
-0.0069498173,-0.49998793,-0.49998793,-6.1982403,0.089251145,0.089251145,-0.3482464,-0.4687015,-0.4687015,-6.9749975,0.0,0.0
-0.3482464,-0.4687015,-0.4687015,-6.9749975,-0.0040990945,-0.0040990945,-0.6739487,-0.36938905,-0.36938905,-7.6768203,0.0,0.0
-0.6739487,-0.36938905,-0.36938905,-7.6768203,-0.193509025,-0.193509025,-0.9084416,-0.20900586,-0.20900586,-8.0,0.0,0.0
-0.9084416,-0.20900586,-0.20900586,-8.0,0.136666985,0.136666985,-0.9995116,-0.0156252365,-0.0156252365,-8.0,0.0,0.0
-0.9995116,-0.0156252365,-0.0156252365,-8.0,0.216988625,0.216988625,-0.9327806,0.180222275,0.180222275,-8.0,0.0,0.0
-0.9327806,0.180222275,0.180222275,-8.0,-0.136877475,-0.136877475,-0.7295213,0.3419791,0.3419791,-7.6886034,0.0,0.0
-0.7295213,0.3419791,0.3419791,-7.6886034,-0.9425521,-0.9425521,-0.4555396,0.44510775,0.44510775,-6.892869,0.0,0.0
-0.4555396,0.44510775,0.44510775,-6.892869,-0.04774873,-0.04774873,-0.16172077,0.493418275,0.493418275,-6.2108827,0.0,0.0
-0.16172077,0.493418275,0.493418275,-6.2108827,-0.195935965,-0.195935965,0.10795382,0.49707795,0.49707795,-5.4119744,0.0,0.0
0.10795382,0.49707795,0.49707795,-5.4119744,0.3843308,0.3843308,0.34031084,0.4701565,0.4701565,-4.7816567,0.0,0.0
0.34031084,0.4701565,0.4701565,-4.7816567,0.898959,0.898959,0.5350382,0.42241395,0.42241395,-4.34611,0.0,0.0
0.5350382,0.42241395,0.42241395,-4.34611,-0.909269,-0.909269,0.6717276,0.37039915,0.37039915,-3.4397082,0.0,0.0
0.6717276,0.37039915,0.37039915,-3.4397082,-0.68854035,-0.68854035,0.76459694,0.32225435,0.32225435,-2.6775475,0.0,0.0
0.76459694,0.32225435,0.32225435,-2.6775475,0.7270366,0.7270366,0.83659047,0.2739144,0.2739144,-2.412277,0.0,0.0
0.83659047,0.2739144,0.2739144,-2.412277,-0.74990095,-0.74990095,0.88188773,0.23572974,0.23572974,-1.776435,0.0,0.0
0.88188773,0.23572974,0.23572974,-1.776435,-0.7448021,-0.7448021,0.90855885,0.20887843,0.20887843,-1.1993998,0.0,0.0
0.90855885,0.20887843,0.20887843,-1.1993998,-0.23759708,-0.23759708,0.92481977,0.1902028,0.1902028,-0.81480306,0.0,0.0
0.92481977,0.1902028,0.1902028,-0.81480306,-0.7031024,-0.7031024,0.93076146,0.18281354,0.18281354,-0.3185681,0.0,0.0
0.93076146,0.18281354,0.18281354,-0.3185681,-0.0195271335,-0.0195271335,0.93146336,0.18191758,0.18191758,-0.038489666,0.0,0.0
0.93146336,0.18191758,0.18191758,-0.038489666,-0.26166155,-0.26166155,0.9256577,0.18918106,0.18918106,0.31288517,0.0,0.0
0.9256577,0.18918106,0.18918106,0.31288517,0.69695175,0.69695175,0.9181522,0.198113935,0.198113935,0.38757125,0.0,0.0
0.9181522,0.198113935,0.198113935,0.38757125,0.2552971,0.2552971,0.90568125,0.211979615,0.211979615,0.608153,0.0,0.0
0.90568125,0.211979615,0.211979615,0.608153,0.35991913,0.35991913,0.8875854,0.230321615,0.230321615,0.8181467,0.0,0.0
0.8875854,0.230321615,0.230321615,0.8181467,0.63603745,0.63603745,0.86413836,0.251627175,0.251627175,0.9728179,0.0,0.0
0.86413836,0.251627175,0.251627175,0.9728179,0.76529845,0.76529845,0.83459777,0.2754299,0.2754299,1.1206691,0.0,0.0
