x1,x1_,x2,x3,x4,a1,a2,x11,x11_,x12,x13,x14,r,d
-0.4205326,-0.4205326,0.27046685,0.27046685,0.25001562,-0.90485455,-0.90485455,-0.432614775,-0.432614775,0.25068795,0.25068795,0.9271723,0.0,0.0
-0.432614775,-0.432614775,0.25068795,0.25068795,0.9271723,0.76808105,0.76808105,-0.44543278,-0.44543278,0.227133525,0.227133525,1.0727799,0.0,0.0
-0.44543278,-0.44543278,0.227133525,0.227133525,1.0727799,-0.4392897,-0.4392897,-0.46163555,-0.46163555,0.192074505,0.192074505,1.5452671,0.0,0.0
-0.46163555,-0.46163555,0.192074505,0.192074505,1.5452671,-0.179503275,-0.179503275,-0.4776794,-0.4776794,0.14772402,0.14772402,1.8872299,0.0,0.0
-0.4776794,-0.4776794,0.14772402,0.14772402,1.8872299,0.8311101,0.8311101,-0.48933105,-0.48933105,0.102738125,0.102738125,1.8594829,0.0,0.0
-0.48933105,-0.48933105,0.102738125,0.102738125,1.8594829,-0.9332937,-0.9332937,-0.497873,-0.497873,0.046070265,0.046070265,2.2935781,0.0,0.0
-0.497873,-0.497873,0.046070265,0.046070265,2.2935781,0.5718599,0.5718599,-0.499925315,-0.499925315,-0.008642005,-0.008642005,2.1911256,0.0,0.0
-0.499925315,-0.499925315,-0.008642005,-0.008642005,2.1911256,-0.96550595,-0.96550595,-0.49506075,-0.49506075,-0.07010603,-0.07010603,2.4678144,0.0,0.0
-0.49506075,-0.49506075,-0.07010603,-0.07010603,2.4678144,-0.20668167,-0.20668167,-0.48294878,-0.48294878,-0.12946225,-0.12946225,2.4246597,0.0,0.0
-0.48294878,-0.48294878,-0.12946225,-0.12946225,2.4246597,-0.15614468,-0.15614468,-0.4651119,-0.4651119,-0.18349635,-0.18349635,2.27731,0.0,0.0
-0.4651119,-0.4651119,-0.18349635,-0.18349635,2.27731,0.70875125,0.70875125,-0.4468556,-0.4468556,-0.224321365,-0.224321365,1.7894399,0.0,0.0
-0.4468556,-0.4468556,-0.224321365,-0.224321365,1.7894399,-0.752038,-0.752038,-0.42647785,-0.42647785,-0.26099165,-0.26099165,1.6785693,0.0,0.0
-0.42647785,-0.42647785,-0.26099165,-0.26099165,1.6785693,-0.0151482915,-0.0151482915,-0.40874532,-0.40874532,-0.28797093,-0.28797093,1.2916263,0.0,0.0
-0.40874532,-0.40874532,-0.28797093,-0.28797093,1.2916263,0.95908835,0.95908835,-0.40034415,-0.40034415,-0.29954058,-0.29954058,0.5719434,0.0,0.0
-0.40034415,-0.40034415,-0.29954058,-0.29954058,0.5719434,-0.5932217,-0.5932217,-0.39579705,-0.39579705,-0.30552365,-0.30552365,0.30059904,0.0,0.0
-0.39579705,-0.39579705,-0.30552365,-0.30552365,0.30059904,0.845168,0.845168,-0.40199505,-0.40199505,-0.29732135,-0.29732135,-0.41123685,0.0,0.0
-0.40199505,-0.40199505,-0.29732135,-0.29732135,-0.41123685,0.23203157,0.23203157,-0.41533685,-0.41533685,-0.2783798,-0.2783798,-0.9268283,0.0,0.0
-0.41533685,-0.41533685,-0.2783798,-0.2783798,-0.9268283,0.41232935,0.41232935,-0.43463445,-0.43463445,-0.247169765,-0.247169765,-1.4680969,0.0,0.0
-0.43463445,-0.43463445,-0.247169765,-0.247169765,-1.4680969,0.44709375,0.44709375,-0.456864835,-0.456864835,-0.20316133,-0.20316133,-1.9729795,0.0,0.0
-0.456864835,-0.456864835,-0.20316133,-0.20316133,-1.9729795,0.55932755,0.55932755,-0.4782336,-0.4782336,-0.14591995,-0.14591995,-2.44552,0.0,0.0
-0.4782336,-0.4782336,-0.14591995,-0.14591995,-2.44552,0.7226824,0.7226824,-0.494228335,-0.494228335,-0.07575201,-0.07575201,-2.8812044,0.0,0.0
-0.494228335,-0.494228335,-0.07575201,-0.07575201,-2.8812044,0.21231615,0.21231615,-0.49999982,-0.49999982,0.000418343,0.000418343,-3.0585272,0.0,0.0
-0.49999982,-0.49999982,0.000418343,0.000418343,-3.0585272,0.38220885,0.38220885,-0.49365622,-0.49365622,0.079394915,0.079394915,-3.1725624,0.0,0.0
-0.49365622,-0.49365622,0.079394915,0.079394915,-3.1725624,-0.073503325,-0.073503325,-0.476008535,-0.476008535,0.15302244,0.15302244,-3.031419,0.0,0.0
-0.476008535,-0.476008535,0.15302244,0.15302244,-3.031419,-0.7407619,-0.7407619,-0.452371865,-0.452371865,0.21297815,0.21297815,-2.5796568,0.0,0.0
-0.452371865,-0.452371865,0.21297815,0.21297815,-2.5796568,-0.8507147,-0.8507147,-0.4287856,-0.4287856,0.25718265,0.25718265,-2.0049753,0.0,0.0
-0.4287856,-0.4287856,0.25718265,0.25718265,-2.0049753,-0.90302585,-0.90302585,-0.41048685,-0.41048685,0.285483,0.285483,-1.3482935,0.0,0.0
-0.41048685,-0.41048685,0.285483,0.285483,-1.3482935,0.11100559,0.11100559,-0.39641717,-0.39641717,0.3047186,0.3047186,-0.9533707,0.0,0.0
-0.39641717,-0.39641717,0.3047186,0.3047186,-0.9533707,0.5992295,0.5992295,-0.38589225,-0.38589225,0.3179421,0.3179421,-0.67606163,0.0,0.0
-0.38589225,-0.38589225,0.3179421,0.3179421,-0.67606163,0.52605235,0.52605235,-0.38015637,-0.38015637,0.3247786,0.3247786,-0.35696414,0.0,0.0
-0.38015637,-0.38015637,0.3247786,0.3247786,-0.35696414,0.36792655,0.36792655,-0.38047815,-0.38047815,0.3244016,0.3244016,0.019825766,0.0,0.0
-0.38047815,-0.38047815,0.3244016,0.3244016,0.019825766,0.99666365,0.99666365,-0.3838221,-0.3838221,0.3204381,0.3204381,0.20742905,0.0,0.0
-0.3838221,-0.3838221,0.3204381,0.3204381,0.20742905,-0.13190596,-0.13190596,-0.395224,-0.395224,0.30626455,0.30626455,0.727658,0.0,0.0
-0.395224,-0.395224,0.30626455,0.30626455,0.727658,-0.9246552,-0.9246552,-0.416570425,-0.416570425,0.27653045,0.27653045,1.4644514,0.0,0.0
-0.416570425,-0.416570425,0.27653045,0.27653045,1.4644514,-0.9753431,-0.9753431,-0.44408682,-0.44408682,0.229754,0.229754,2.17185,0.0,0.0
-0.44408682,-0.44408682,0.229754,0.229754,2.17185,0.335279225,0.335279225,-0.4685365,-0.4685365,0.174566775,0.174566775,2.4158971,0.0,0.0
-0.4685365,-0.4685365,0.174566775,0.174566775,2.4158971,0.28930077,0.28930077,-0.4871619,-0.4871619,0.11257571,0.11257571,2.5909572,0.0,0.0
-0.4871619,-0.4871619,0.11257571,0.11257571,2.5909572,-0.18861605,-0.18861605,-0.4981402,-0.4981402,0.043085585,0.043085585,2.8164055,0.0,0.0
-0.4981402,-0.4981402,0.043085585,0.043085585,2.8164055,0.936643,0.936643,-0.49952212,-0.49952212,-0.0218549725,-0.0218549725,2.600041,0.0,0.0
-0.49952212,-0.49952212,-0.0218549725,-0.0218549725,2.600041,0.9480999,0.9480999,-0.49378255,-0.49378255,-0.078605205,-0.078605205,2.2828286,0.0,0.0
-0.49378255,-0.49378255,-0.078605205,-0.078605205,2.2828286,0.63302575,0.63302575,-0.4836272,-0.4836272,-0.126904385,-0.126904385,1.975013,0.0,0.0
-0.4836272,-0.4836272,-0.126904385,-0.126904385,1.975013,0.16621089,0.16621089,-0.47081515,-0.47081515,-0.168324365,-0.168324365,1.7347932,0.0,0.0
-0.47081515,-0.47081515,-0.168324365,-0.168324365,1.7347932,0.25362122,0.25362122,-0.45782655,-0.45782655,-0.200984685,-0.200984685,1.4062202,0.0,0.0
-0.45782655,-0.45782655,-0.200984685,-0.200984685,1.4062202,0.98569305,0.98569305,-0.44932407,-0.44932407,-0.21933511,-0.21933511,0.8090353,0.0,0.0
-0.44932407,-0.44932407,-0.21933511,-0.21933511,0.8090353,0.066493025,0.066493025,-0.444159985,-0.444159985,-0.22961253,-0.22961253,0.46008474,0.0,0.0
-0.444159985,-0.444159985,-0.22961253,-0.22961253,0.46008474,-0.58495005,-0.58495005,-0.44077045,-0.44077045,-0.23605384,-0.23605384,0.29115096,0.0,0.0
-0.44077045,-0.44077045,-0.23605384,-0.23605384,0.29115096,0.9575628,0.9575628,-0.44483595,-0.44483595,-0.2283002,-0.2283002,-0.35019866,0.0,0.0
-0.44483595,-0.44483595,-0.2283002,-0.2283002,-0.35019866,0.42598455,0.42598455,-0.45382445,-0.45382445,-0.2098651,-0.2098651,-0.82044435,0.0,0.0
-0.45382445,-0.45382445,-0.2098651,-0.2098651,-0.82044435,0.34392565,0.34392565,-0.46594145,-0.46594145,-0.181379585,-0.181379585,-1.2384197,0.0,0.0
-0.46594145,-0.46594145,-0.181379585,-0.181379585,-1.2384197,-0.7207799,-0.7207799,-0.476695565,-0.476695565,-0.15086861,-0.15086861,-1.294255,0.0,0.0
-0.476695565,-0.476695565,-0.15086861,-0.15086861,-1.294255,-0.47533475,-0.47533475,-0.4859509,-0.4859509,-0.11769334,-0.11769334,-1.3779576,0.0,0.0
-0.4859509,-0.4859509,-0.11769334,-0.11769334,-1.3779576,-0.07577528,-0.07577528,-0.493531465,-0.493531465,-0.08016658,-0.08016658,-1.531765,0.0,0.0
-0.493531465,-0.493531465,-0.08016658,-0.08016658,-1.531765,-0.4302715,-0.4302715,-0.49819985,-0.49819985,-0.0423898,-0.0423898,-1.5229334,0.0,0.0
-0.49819985,-0.49819985,-0.0423898,-0.0423898,-1.5229334,-0.2534305,-0.2534305,-0.499978125,-0.499978125,-0.0046784535,-0.0046784535,-1.510489,0.0,0.0
-0.499978125,-0.499978125,-0.0046784535,-0.0046784535,-1.510489,-0.67203665,-0.67203665,-0.49920392,-0.49920392,0.0282038915,0.0282038915,-1.3158957,0.0,0.0
-0.49920392,-0.49920392,0.0282038915,0.0282038915,-1.3158957,-0.223526315,-0.223526315,-0.496595385,-0.496595385,0.058249593,0.058249593,-1.2065319,0.0,0.0
-0.496595385,-0.496595385,0.058249593,0.058249593,-1.2065319,-0.371638565,-0.371638565,-0.49303165,-0.49303165,0.0831852,0.0831852,-1.0076659,0.0,0.0
-0.49303165,-0.49303165,0.0831852,0.0831852,-1.0076659,0.145316125,0.145316125,-0.48865065,-0.48865065,0.10592707,0.10592707,-0.926483,0.0,0.0
-0.48865065,-0.48865065,0.10592707,0.10592707,-0.926483,0.2424269,0.2424269,-0.48377007,-0.48377007,0.1263587,0.1263587,-0.8403204,0.0,0.0
