x1,x2_1,x2_2,y1_1,y1_2,y2,a1,a2,x11,x12_1,x12_2,y11_1,y11_2,y12,r,d
-0.17308122,0.07494837,0.07494837,0.98976666,0.1426955,0.14058614,1.0,0.0,-0.17008328,-0.023477344,-0.023477344,0.9893615,0.14547789,0.4747941,0.0,0.0
-0.17008328,-0.023477344,-0.023477344,0.9893615,0.14547789,0.4747941,1.0,0.0,-0.17102239,-0.12190199,-0.12190199,0.9879355,0.15486604,0.8096973,0.0,0.0
-0.17102239,-0.12190199,-0.12190199,0.9879355,0.15486604,0.8096973,1.0,0.0,-0.17589846,-0.2203378,-0.2203378,0.98529816,0.17084362,1.1469725,0.0,0.0
-0.17589846,-0.2203378,-0.2203378,0.98529816,0.17084362,1.1469725,1.0,0.0,-0.18471196,-0.31878594,-0.31878594,0.9811202,0.19339888,1.4882029,0.0,0.0
-0.18471196,-0.31878594,-0.31878594,0.9811202,0.19339888,1.4882029,0.0,1.0,-0.19746341,-0.2226398,-0.2226398,0.97493017,0.22251102,1.2620693,0.0,1.0
0.039517872,-0.018382503,-0.018382503,0.99999666,-0.00258553,0.025593499,0.0,1.0,0.03878257,0.07919697,0.07919697,0.99999785,-0.0020736614,-0.26790407,1.0,0.0
0.03878257,0.07919697,0.07919697,0.99999785,-0.0020736614,-0.26790407,0.0,1.0,0.04195045,0.17677271,0.17677271,0.9999724,-0.007431676,-0.5612403,0.0,0.0
0.04195045,0.17677271,0.17677271,0.9999724,-0.007431676,-0.5612403,1.0,0.0,0.04902136,0.079264276,0.079264276,0.99982595,-0.018655468,-0.270908,0.0,0.0
0.04902136,0.079264276,0.079264276,0.99982595,-0.018655468,-0.270908,1.0,0.0,0.052191928,-0.01816114,-0.01816114,0.9997102,-0.024072386,0.015832655,0.0,0.0
0.052191928,-0.01816114,-0.01816114,0.9997102,-0.024072386,0.015832655,1.0,0.0,0.051465485,-0.11554542,-0.11554542,0.9997178,-0.023755822,0.30082357,0.0,0.0
0.051465485,-0.11554542,-0.11554542,0.9997178,-0.023755822,0.30082357,0.0,1.0,0.046843667,-0.017819233,-0.017819233,0.99984264,-0.017740656,0.00074351655,0.0,0.0
0.046843667,-0.017819233,-0.017819233,0.99984264,-0.017740656,0.00074351655,0.0,1.0,0.0461309,0.079866685,0.079866685,0.9998429,-0.017725788,-0.29748386,0.0,0.0
0.0461309,0.079866685,0.079866685,0.9998429,-0.017725788,-0.29748386,1.0,0.0,0.049325567,-0.017565727,-0.017565727,0.99971974,-0.023674183,-0.010443938,0.0,0.0
0.049325567,-0.017565727,-0.017565727,0.99971974,-0.023674183,-0.010443938,1.0,0.0,0.048622936,-0.114953,-0.114953,0.99971473,-0.023883002,0.2746758,0.0,0.0
0.048622936,-0.114953,-0.114953,0.99971473,-0.023883002,0.2746758,0.0,1.0,0.044024818,-0.017225768,-0.017225768,0.9998309,-0.01839072,-0.025443882,0.0,0.0
0.044024818,-0.017225768,-0.017225768,0.9998309,-0.01839072,-0.025443882,0.0,1.0,0.043335784,0.08046464,0.08046464,0.99982136,-0.01889951,-0.32387242,0.0,0.0
0.043335784,0.08046464,0.08046464,0.99982136,-0.01889951,-0.32387242,1.0,0.0,0.04655437,-0.016959261,-0.016959261,0.999678,-0.025375359,-0.03720937,0.0,0.0
0.04655437,-0.016959261,-0.016959261,0.999678,-0.025375359,-0.03720937,0.0,1.0,0.045876,0.08077899,0.08077899,0.9996588,-0.0261193,-0.33779007,0.0,0.0
0.045876,0.08077899,0.08077899,0.9996588,-0.0261193,-0.33779007,1.0,0.0,0.04910716,-0.016591346,-0.016591346,0.99945956,-0.032872148,-0.053457793,0.0,0.0
0.04910716,-0.016591346,-0.016591346,0.99945956,-0.032872148,-0.053457793,0.0,1.0,0.048443507,0.08119744,0.08119744,0.99942386,-0.033940706,-0.35633,0.0,0.0
0.048443507,0.08119744,0.08119744,0.99942386,-0.033940706,-0.35633,1.0,0.0,0.051691405,-0.016114194,-0.016114194,0.9991566,-0.04106228,-0.07454188,0.0,0.0
0.051691405,-0.016114194,-0.016114194,0.9991566,-0.04106228,-0.07454188,1.0,0.0,0.051046837,-0.113369085,-0.113369085,0.99909425,-0.042551816,0.2049044,0.0,0.0
0.051046837,-0.113369085,-0.113369085,0.99909425,-0.042551816,0.2049044,1.0,0.0,0.046512075,-0.21061319,-0.21061319,0.99926025,-0.038457092,0.48386228,0.0,0.0
0.046512075,-0.21061319,-0.21061319,0.99926025,-0.038457092,0.48386228,0.0,1.0,0.038087547,-0.112791635,-0.112791635,0.9995856,-0.028785355,0.1793083,0.0,0.0
0.038087547,-0.112791635,-0.112791635,0.9995856,-0.028785355,0.1793083,0.0,1.0,0.03357588,-0.015030713,-0.015030713,0.9996824,-0.025200497,-0.12231583,0.0,0.0
0.03357588,-0.015030713,-0.015030713,0.9996824,-0.025200497,-0.12231583,1.0,0.0,0.032974653,-0.1124067,-0.1124067,0.99961776,-0.02764596,0.1623104,0.0,0.0
0.032974653,-0.1124067,-0.1124067,0.99961776,-0.02764596,0.1623104,0.0,1.0,0.028478384,-0.014653379,-0.014653379,0.9997023,-0.024400853,-0.13896538,0.0,0.0
0.028478384,-0.014653379,-0.014653379,0.9997023,-0.024400853,-0.13896538,1.0,0.0,0.027892249,-0.11203542,-0.11203542,0.9996306,-0.027179236,0.14591992,0.0,0.0
0.027892249,-0.11203542,-0.11203542,0.9996306,-0.027179236,0.14591992,0.0,1.0,0.02341083,-0.014285189,-0.014285189,0.9997056,-0.024261802,-0.15521315,0.0,0.0
0.02341083,-0.014285189,-0.014285189,0.9997056,-0.024261802,-0.15521315,1.0,0.0,0.022839423,-0.11166833,-0.11166833,0.9996255,-0.02736503,0.12971732,0.0,0.0
0.022839423,-0.11166833,-0.11166833,0.9996255,-0.02736503,0.12971732,0.0,1.0,0.01837269,-0.013916783,-0.013916783,0.99969316,-0.024771567,-0.17147283,0.0,0.0
0.01837269,-0.013916783,-0.013916783,0.99969316,-0.024771567,-0.17147283,0.0,1.0,0.017816018,0.08381703,0.08381703,0.9996023,-0.028199818,-0.4718671,0.0,0.0
0.017816018,0.08381703,0.08381703,0.9996023,-0.028199818,-0.4718671,0.0,1.0,0.0211687,0.18157138,0.18157138,0.99929166,-0.03763201,-0.7733043,0.0,0.0
0.0211687,0.18157138,0.18157138,0.99929166,-0.03763201,-0.7733043,1.0,0.0,0.028431555,0.08427917,0.08427917,0.9985902,-0.053082027,-0.49269822,0.0,0.0
0.028431555,0.08427917,0.08427917,0.9985902,-0.053082027,-0.49269822,1.0,0.0,0.03180272,-0.012887959,-0.012887959,0.9980186,-0.06291936,-0.21721393,0.0,0.0
0.03180272,-0.012887959,-0.012887959,0.9980186,-0.06291936,-0.21721393,1.0,0.0,0.031287204,-0.10997198,-0.10997198,0.99773586,-0.067254424,0.054962747,0.0,0.0
0.031287204,-0.10997198,-0.10997198,0.99773586,-0.067254424,0.054962747,0.0,1.0,0.026888324,-0.011962366,-0.011962366,0.9978092,-0.06615762,-0.25817317,0.0,0.0
0.026888324,-0.011962366,-0.011962366,0.9978092,-0.06615762,-0.25817317,1.0,0.0,0.02640983,-0.10902105,-0.10902105,0.9974543,-0.071308866,0.012914636,0.0,0.0
0.02640983,-0.10902105,-0.10902105,0.9974543,-0.071308866,0.012914636,1.0,0.0,0.022048987,-0.2060359,-0.2060359,0.99747264,-0.071051225,0.28225347,0.0,0.0
0.022048987,-0.2060359,-0.2060359,0.99747264,-0.071051225,0.28225347,1.0,0.0,0.013807552,-0.30305558,-0.30305558,0.99785787,-0.065419324,0.5516879,0.0,0.0
0.013807552,-0.30305558,-0.30305558,0.99785787,-0.065419324,0.5516879,0.0,1.0,0.0016853282,-0.20506692,-0.20506692,0.99851894,-0.054405443,0.2391183,0.0,0.0
0.0016853282,-0.20506692,-0.20506692,0.99851894,-0.054405443,0.2391183,0.0,1.0,-0.006517349,-0.107139125,-0.107139125,0.9987677,-0.049629554,-0.07022519,0.0,0.0
-0.006517349,-0.107139125,-0.107139125,0.9987677,-0.049629554,-0.07022519,1.0,0.0,-0.010802913,-0.20432726,-0.20432726,0.998697,-0.05103228,0.20638885,0.0,0.0
-0.010802913,-0.20432726,-0.20432726,0.998697,-0.05103228,0.20638885,0.0,1.0,-0.018976005,-0.10642054,-0.10642054,0.99889916,-0.04690946,-0.10195209,0.0,0.0
-0.018976005,-0.10642054,-0.10642054,0.99889916,-0.04690946,-0.10195209,1.0,0.0,-0.023232825,-0.20363009,-0.20363009,0.9988014,-0.048946157,0.17556415,0.0,0.0
-0.023232825,-0.20363009,-0.20363009,0.9988014,-0.048946157,0.17556415,0.0,1.0,-0.03137803,-0.10573646,-0.10573646,0.9989671,-0.045438785,-0.13215493,0.0,0.0
-0.03137803,-0.10573646,-0.10573646,0.9989671,-0.045438785,-0.13215493,0.0,1.0,-0.035607487,-0.007865163,-0.007865163,0.99884355,-0.04807899,-0.43882456,0.0,0.0
-0.035607487,-0.007865163,-0.007865163,0.99884355,-0.04807899,-0.43882456,1.0,0.0,-0.035922095,-0.10506985,-0.10506985,0.9983831,-0.05684337,-0.16168295,0.0,0.0
-0.035922095,-0.10506985,-0.10506985,0.9983831,-0.05684337,-0.16168295,0.0,1.0,-0.04012489,-0.0071258065,-0.0071258065,0.9981941,-0.0600715,-0.47175193,0.0,0.0
-0.04012489,-0.0071258065,-0.0071258065,0.9981941,-0.0600715,-0.47175193,1.0,0.0,-0.04040992,-0.10423768,-0.10423768,0.99758285,-0.069486685,-0.19860347,0.0,0.0
-0.04040992,-0.10423768,-0.10423768,0.99758285,-0.069486685,-0.19860347,1.0,0.0,-0.044579428,-0.20126864,-0.20126864,0.997299,-0.07344859,0.07135674,0.0,0.0
-0.044579428,-0.20126864,-0.20126864,0.997299,-0.07344859,0.07135674,1.0,0.0,-0.052630175,-0.29826626,-0.29826626,0.9974028,-0.07202524,0.33996972,0.0,0.0
-0.052630175,-0.29826626,-0.29826626,0.9974028,-0.07202524,0.33996972,0.0,1.0,-0.06456082,-0.20023143,-0.20023143,0.9978695,-0.06524189,0.025453646,0.0,0.0
-0.06456082,-0.20023143,-0.20023143,0.9978695,-0.06524189,0.025453646,0.0,1.0,-0.07257008,-0.102234155,-0.102234155,0.9979026,-0.06473389,-0.28709292,0.0,0.0
-0.07257008,-0.102234155,-0.102234155,0.9979026,-0.06473389,-0.28709292,1.0,0.0,-0.07665945,-0.19930476,-0.19930476,0.9975144,-0.070462614,-0.01552369,0.0,0.0
-0.07665945,-0.19930476,-0.19930476,0.9975144,-0.070462614,-0.01552369,0.0,1.0,-0.08463164,-0.10127539,-0.10127539,0.9974925,-0.07077231,-0.32959682,0.0,0.0
-0.08463164,-0.10127539,-0.10127539,0.9974925,-0.07077231,-0.32959682,1.0,0.0,-0.08868265,-0.19829834,-0.19829834,0.99700433,-0.07734613,-0.060064882,0.0,0.0
-0.08868265,-0.19829834,-0.19829834,0.99700433,-0.07734613,-0.060064882,1.0,0.0,-0.096614584,-0.29526404,-0.29526404,0.9969107,-0.078543775,0.20722102,0.0,0.0
-0.096614584,-0.29526404,-0.29526404,0.9969107,-0.078543775,0.20722102,0.0,1.0,-0.10842515,-0.1971875,-0.1971875,0.9972276,-0.0744115,-0.109191485,0.0,0.0
-0.10842515,-0.1971875,-0.1971875,0.9972276,-0.0744115,-0.109191485,1.0,0.0,-0.116312645,-0.2941775,-0.2941775,0.99706274,-0.07658909,0.15909487,0.0,0.0
-0.116312645,-0.2941775,-0.2941775,0.99706274,-0.07658909,0.15909487,0.0,1.0,-0.12807974,-0.19611199,-0.19611199,0.9973014,-0.07341616,-0.15675476,0.0,0.0
-0.12807974,-0.19611199,-0.19611199,0.9973014,-0.07341616,-0.15675476,0.0,1.0,-0.13592423,-0.09806553,-0.09806553,0.9970663,-0.07654243,-0.47168472,0.0,0.0
-0.13592423,-0.09806553,-0.09806553,0.9970663,-0.07654243,-0.47168472,0.0,1.0,-0.13984685,-7.644481e-06,-7.644481e-06,0.99629986,-0.0859449,-0.78749883,0.0,0.0
-0.13984685,-7.644481e-06,-7.644481e-06,0.99629986,-0.0859449,-0.78749883,1.0,0.0,-0.13984716,-0.09692823,-0.09692823,0.99482274,-0.10162529,-0.5230807,0.0,0.0
-0.13984716,-0.09692823,-0.09692823,0.99482274,-0.10162529,-0.5230807,1.0,0.0,-0.14372428,-0.19370468,-0.19370468,0.99370515,-0.112027,-0.26413232,0.0,0.0
-0.14372428,-0.19370468,-0.19370468,0.99370515,-0.112027,-0.26413232,1.0,0.0,-0.15147248,-0.29038244,-0.29038244,0.9930995,-0.1172748,-0.0088607175,0.0,0.0
-0.15147248,-0.29038244,-0.29038244,0.9930995,-0.1172748,-0.0088607175,1.0,0.0,-0.16308777,-0.38701102,-0.38701102,0.9930787,-0.11745079,0.24454592,0.0,0.0
-0.16308777,-0.38701102,-0.38701102,0.9930787,-0.11745079,0.24454592,0.0,1.0,-0.17856821,-0.28871632,-0.28871632,0.99364126,-0.11259234,-0.08282777,0.0,0.0
-0.17856821,-0.28871632,-0.28871632,0.99364126,-0.11259234,-0.08282777,1.0,0.0,-0.19011687,-0.38538575,-0.38538575,0.9934534,-0.1142382,0.17223434,0.0,0.0
-0.19011687,-0.38538575,-0.38538575,0.9934534,-0.1142382,0.17223434,1.0,0.0,-0.2055323,-0.48204228,-0.48204228,0.993841,-0.1108154,0.42671955,0.0,0.0
-0.2055323,-0.48204228,-0.48204228,0.993841,-0.1108154,0.42671955,0.0,1.0,-0.22481398,-0.3837897,-0.3837897,0.99475056,-0.102329634,0.101197496,0.0,0.0
-0.22481398,-0.3837897,-0.3837897,0.99475056,-0.102329634,0.101197496,1.0,0.0,-0.24016558,-0.48054713,-0.48054713,0.9949556,-0.1003161,0.35986108,0.0,0.0
-0.24016558,-0.48054713,-0.48054713,0.9949556,-0.1003161,0.35986108,0.0,1.0,-0.25938746,-0.38234907,-0.38234907,0.99565184,-0.09315265,0.03726007,0.0,0.0
-0.25938746,-0.38234907,-0.38234907,0.99565184,-0.09315265,0.03726007,1.0,0.0,-0.27468142,-0.47918358,-0.47918358,0.995721,-0.09241066,0.2991135,0.0,0.0
