x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, x11, x12, x13, x14, x15, x16, a1, a2, a3, a4, a5, a6, y1, y2, y3, y4, y5, y6, y7, y8, y9, y10, y11, y12, y13, y14, y15, y16, r, d
0.2221000665446783,-0.6631261938708555,0.5783251644179045,-0.07015416110908673,-0.0041082697476428065,0.06666639954710737,0.05890047044586366,0.2103017717933707,0.345604207466794,-0.3003759103454068,1.209387825137818,-2.460245811312956,0.039166001827571656,0.04863798501377867,0.032646965678325535,0.062205177769593806,0.8723533,0.19615506,0.1961924442341915,-0.8991726010562393,0.48034824261200004,0.39338631311940797,0.19418930452605673,-0.5921174706771695,0.47138391515728134,-0.021504226794368156,-0.03550082190352086,0.10817340324892542,0.04025581390309603,0.19279422070898455,1.065265746415514,-1.1081216318920641,2.3997472347226205,-2.9985038822811676,2.16509993086618,-1.7506212285080243,1.7338878569594798,-0.7891182292267727,1,0
0.19418930452605673,-0.5921174706771695,0.47138391515728134,-0.021504226794368156,-0.03550082190352086,0.10817340324892542,0.04025581390309603,0.19279422070898455,1.065265746415514,-1.1081216318920641,2.3997472347226205,-2.9985038822811676,2.16509993086618,-1.7506212285080243,1.7338878569594798,-0.7891182292267727,-0.46377954,-0.6453639,0.8859034575839881,0.35585019416940167,-0.32934902523298715,0.819918282313643,0.15713373720124202,-0.4975722294037339,0.3327053134994037,0.08837778440447622,-0.09503605407935314,0.13452831571737509,0.05622056800867469,0.19084977910781026,0.8585441211310386,-0.7807563771928838,2.37143237304266,-3.9055230149587774,3.2201357614110284,-1.2276339342791804,-0.34208717264082233,1.563224921576448,0,0
0.15713373720124202,-0.4975722294037339,0.3327053134994037,0.08837778440447622,-0.09503605407935314,0.13452831571737509,0.05622056800867469,0.19084977910781026,0.8585441211310386,-0.7807563771928838,2.37143237304266,-3.9055230149587774,3.2201357614110284,-1.2276339342791804,-0.34208717264082233,1.563224921576448,0.38561898,0.9123727,-0.1015598420826886,-0.8509976272392019,-0.9060284803887353,-0.5002042546436056,0.12095085263807946,-0.40775304671525425,0.20521213400806265,0.19310218711720456,-0.1362227001955269,0.12112194880624608,0.10620273852433795,-0.03289229788091233,0.9729734487548126,-0.9870590296415704,2.064331372287754,-2.4969125659391445,2.082610006264128,-0.8789872011636184,-0.3140064846165037,0.9758123459883711,0,0
0.12095085263807946,-0.40775304671525425,0.20521213400806265,0.19310218711720456,-0.1362227001955269,0.12112194880624608,0.10620273852433795,-0.03289229788091233,0.9729734487548126,-0.9870590296415704,2.064331372287754,-2.4969125659391445,2.082610006264128,-0.8789872011636184,-0.3140064846165037,0.9758123459883711,-0.7152967,-0.9182068,-0.3143634520588432,-0.8691201002845259,0.12798125204397448,-0.7870442852555606,0.09097002206015181,-0.3334366268264342,0.0984480330132422,0.2938385795598312,-0.20255900458509132,0.15462603768446714,0.09227416061740634,-0.16858346881248804,0.661169544073809,-0.5255161609893927,1.6500887452361246,-2.782803644343388,2.8469496475671225,-2.3194010339913014,1.886240343665579,-1.6019575249392637,0,0
0.09097002206015181,-0.3334366268264342,0.0984480330132422,0.2938385795598312,-0.20255900458509132,0.15462603768446714,0.09227416061740634,-0.16858346881248804,0.661169544073809,-0.5255161609893927,1.6500887452361246,-2.782803644343388,2.8469496475671225,-2.3194010339913014,1.886240343665579,-1.6019575249392637,0.87361926,0.2609376,0.5168108944088441,-0.9657453418584396,0.5321280716622769,0.37676315385820947,0.04738710940279152,-0.2312766912636907,-0.032045425085306944,0.4260919833106209,-0.32257552493639907,0.24912875535541396,0.02872164854007927,-0.39531921735494757,1.6999109286052116,-1.6004845403149912,3.3432175755514764,-3.5942177545975373,3.561832021155515,-3.462033788389984,2.6842466402081655,-1.521904216618652,0,0
0.04738710940279152,-0.2312766912636907,-0.032045425085306944,0.4260919833106209,-0.32257552493639907,0.24912875535541396,0.02872164854007927,-0.39531921735494757,1.6999109286052116,-1.6004845403149912,3.3432175755514764,-3.5942177545975373,3.561832021155515,-3.462033788389984,2.6842466402081655,-1.521904216618652,0.37859678,-0.4176326,0.424450082258653,0.3597874026376373,-0.032169009586282105,-0.6481892047878355,-0.0238071104327295,-0.0826156168449126,-0.18404677390467644,0.5578545143327314,-0.4385953218742209,0.3491453339299416,-0.051066667308356156,-0.47342211591249633,2.064714142826486,-1.9164392405748434,4.0029478328256864,-3.943298176014929,3.0247007068564518,-2.3842936451066916,2.3350339642933404,-2.41292812293253,0,0
-0.0238071104327295,-0.0826156168449126,-0.18404677390467644,0.5578545143327314,-0.4385953218742209,0.3491453339299416,-0.051066667308356156,-0.47342211591249633,2.064714142826486,-1.9164392405748434,4.0029478328256864,-3.943298176014929,3.0247007068564518,-2.3842936451066916,2.3350339642933404,-2.41292812293253,0.502559,0.760837,-0.8769049814884018,-0.18474961890367392,0.41022288366469284,0.13280642107847695,-0.09556757741751346,0.05417248779914552,-0.2974019030370264,0.6401387081145363,-0.5228911823606948,0.4464818199311625,-0.14551685147489243,-0.3191256340281691,1.7397956071879985,-1.7110429517734336,2.953100247451686,-1.894224782360297,1.2437563693018598,-1.9086040908180244,2.549412603588066,-2.3214949801148195,0,0
-0.09556757741751346,0.05417248779914552,-0.2974019030370264,0.6401387081145363,-0.5228911823606948,0.4464818199311625,-0.14551685147489243,-0.3191256340281691,1.7397956071879985,-1.7110429517734336,2.953100247451686,-1.894224782360297,1.2437563693018598,-1.9086040908180244,2.549412603588066,-2.3214949801148195,-0.002411659,0.16335797,0.5982452638677476,-0.4137176267492042,0.04282479403960049,-0.5760082771689521,-0.1549963434655433,0.1562257522094312,-0.36439821389522714,0.6905257772039416,-0.6023920758782719,0.5529537102499661,-0.25105619557114905,-0.4095942194469077,1.308046765517678,-1.2845236057800102,2.1897685223923786,-1.4785198476650205,1.2774493147817625,-2.0467069931246162,2.733110815370131,-2.889221304768611,0,0
-0.1549963434655433,0.1562257522094312,-0.36439821389522714,0.6905257772039416,-0.6023920758782719,0.5529537102499661,-0.25105619557114905,-0.4095942194469077,1.308046765517678,-1.2845236057800102,2.1897685223923786,-1.4785198476650205,1.2774493147817625,-2.0467069931246162,2.733110815370131,-2.889221304768611,0.6036948,-0.36101267,0.8678127826924538,0.6884873417107051,-0.882874906470738,-0.46761710296425774,-0.21900787380022185,0.27276420916713984,-0.45388882046860024,0.7513801450647704,-0.6604097932745087,0.6297024970731245,-0.3522116669189524,-0.3987497085481463,1.8968091674469794,-1.8488080229493857,3.5024041887004618,-2.883993251157904,1.7217964654516327,-0.8935169552708085,1.1841740136071568,-2.2312542917841927,0,0
-0.21900787380022185,0.27276420916713984,-0.45388882046860024,0.7513801450647704,-0.6604097932745087,0.6297024970731245,-0.3522116669189524,-0.3987497085481463,1.8968091674469794,-1.8488080229493857,3.5024041887004618,-2.883993251157904,1.7217964654516327,-0.8935169552708085,1.1841740136071568,-2.2312542917841927,0.04199259,-0.09978583,-0.466742305688187,-0.4891802128246785,-0.04079372888322852,-0.21618800172469754,-0.28513504085010805,0.3968977784049439,-0.5531184257881536,0.8100623959989698,-0.6963568713341588,0.680967748215788,-0.4414167210343165,-0.3705717327395736,1.5294016301790068,-1.4900638528317127,2.768408971039099,-2.1331425822484262,1.2452013018612813,-0.9101295221254182,1.3729409249076376,-2.2258094469801963,0,0
