x1, x2, x3, x4, x5, x6, x7, x8, x9, x10, a1, a2, a3, x11, x12, x13, x14, x15, x16, x17, x18, x19, x110, r, d
0.2221000665446783,-0.6631261938708555,0.5783251644179045,-0.000866827743355808,0.2103017717933707,0.345604207466794,-0.3003759103454068,1.209387825137818,-2.460245811312956,0.0043997884969341206,0.8723533,0.19615506,0.1961924442341915,0.1924242995812673,-0.5890196313968028,0.4785837614799616,0.011906254941294768,0.15310061124869304,1.1281569678251988,-1.163694643341909,2.4792138114825857,-2.6022703053692124,0.5806418438988485,1,0
0.1924242995812673,-0.5890196313968028,0.4785837614799616,0.011906254941294768,0.15310061124869304,1.1281569678251988,-1.163694643341909,2.4792138114825857,-2.6022703053692124,0.5806418438988485,-0.46377954,-0.6453639,0.8859034575839881,0.15416770602543223,-0.4922460766037776,0.3493712321312964,0.08884281225529556,0.1931894516617124,0.8623471877661569,-0.7812754474491641,2.3955378702142283,-3.84164805489757,3.169143440697315,0,0
0.15416770602543223,-0.4922460766037776,0.3493712321312964,0.08884281225529556,0.1931894516617124,0.8623471877661569,-0.7812754474491641,2.3955378702142283,-3.84164805489757,3.169143440697315,0.38561898,0.9123727,-0.1015598420826886,0.11961177725538992,-0.40532005659058407,0.23101433314162462,0.1782514943216564,0.023749021931771808,0.8943978056315466,-0.9168701128229004,1.9230242480746857,-2.1266638375096623,1.3787627208399873,0,0
0.11961177725538992,-0.40532005659058407,0.23101433314162462,0.1782514943216564,0.023749021931771808,0.8943978056315466,-0.9168701128229004,1.9230242480746857,-2.1266638375096623,1.3787627208399873,-0.7152967,-0.9182068,-0.3143634520588432,0.09486053322882289,-0.34141000432171437,0.14507220719297073,0.23389834721547365,0.022199241119852244,0.43981988161376784,-0.3319382504269035,1.2823571343995717,-2.162516898995623,1.3936146908031366,0,0
0.09486053322882289,-0.34141000432171437,0.14507220719297073,0.23389834721547365,0.022199241119852244,0.43981988161376784,-0.3319382504269035,1.2823571343995717,-2.162516898995623,1.3936146908031366,0.87361926,0.2609376,0.5168108944088441,0.06132321263422731,-0.2564391928797479,0.03688607639325249,0.3100538819819054,-0.01629394031373962,1.37008184210162,-1.3176435961170514,2.9129412919606903,-3.1955833604660784,2.349429839962746,0,0
0.06132321263422731,-0.2564391928797479,0.03688607639325249,0.3100538819819054,-0.01629394031373962,1.37008184210162,-1.3176435961170514,2.9129412919606903,-3.1955833604660784,2.349429839962746,0.37859678,-0.4176326,0.424450082258653,-0.0006485639295118473,-0.1193584534212855,-0.11269551108636452,0.4237253267694829,-0.0953349101654,1.841655882560658,-1.7400563953452541,3.842645919124588,-4.163184642673152,3.2096869321516994,0,0
-0.0006485639295118473,-0.1193584534212855,-0.11269551108636452,0.4237253267694829,-0.0953349101654,1.841655882560658,-1.7400563953452541,3.842645919124588,-4.163184642673152,3.2096869321516994,0.502559,0.760837,-0.8769049814884018,-0.06626304309943369,0.010585288809527204,-0.22656374921540048,0.487689336041914,0.015151325914853998,1.5554367274512872,-1.5768475055762956,2.7706462133054788,-1.7132597498747504,0.18261975879437675,0,0
-0.06626304309943369,0.010585288809527204,-0.22656374921540048,0.487689336041914,0.015151325914853998,1.5554367274512872,-1.5768475055762956,2.7706462133054788,-1.7132597498747504,0.18261975879437675,-0.002411659,0.16335797,0.5982452638677476,-0.12229250577039191,0.11064285771254755,-0.2959662783360721,0.5118922310003717,-0.03421410581695842,1.2212012003317898,-1.2409859940715244,2.2557406444673402,-1.762528878626811,1.018283410915243,0,0
-0.12229250577039191,0.11064285771254755,-0.2959662783360721,0.5118922310003717,-0.03421410581695842,1.2212012003317898,-1.2409859940715244,2.2557406444673402,-1.762528878626811,1.018283410915243,0.6036948,-0.36101267,0.8678127826924538,-0.18477745691265537,0.22952866131247995,-0.4001338804148374,0.5884420567269211,-0.11964464275162998,1.8220681589333125,-1.8105242746696324,3.5340466607851364,-3.285993929303486,2.665963455259643,0,0
-0.18477745691265537,0.22952866131247995,-0.4001338804148374,0.5884420567269211,-0.11964464275162998,1.8220681589333125,-1.8105242746696324,3.5340466607851364,-3.285993929303486,2.665963455259643,0.04199259,-0.09978583,-0.466742305688187,-0.2501687606296728,0.35613437587468855,-0.512685175745401,0.6699447349543786,-0.07212627736596475,1.4989896502246047,-1.4924611578447644,2.8682172343015693,-2.4214287857739873,1.4894888845886363,0,0
